HAC,DEN,BHC
291.846,2.265,306.645
294.266,2.2687,303.857
296.913,2.26966,302.667
300.834,2.26797,303.589
306.973,2.26281,306.739
316.022,2.25461,312.035
323.471,2.24621,316.291
327.599,2.24206,319.928
339.828,2.23828,331.828
371.383,2.22949,358.172
392.987,2.21701,382.128
408.714,2.19977,394.522
418.247,2.17791,402.226
422.562,2.15596,407.569
423.476,2.13537,411.797
423.129,2.11778,414.977
422.045,2.10452,417.765
422.696,2.09632,421.591
425.085,2.09286,425.454
426.637,2.09253,428.518
427.535,2.09425,431.341
427.94,2.09728,433.983
427.842,2.10077,435.799
427.245,2.10374,436.351
426.297,2.10575,436.213
425.385,2.10709,436.034
425.391,2.1084,435.979
426.185,2.11034,436.314
426.572,2.113,435.935
426.054,2.11595,434.624
424.55,2.1187,432.365
421.319,2.12115,427.884
418.718,2.12294,423.665
417.588,2.12381,420.298
418.583,2.12378,419.435
420.328,2.12346,419.82
419.859,2.12409,418.702
419.931,2.126,420.3
423.946,2.12784,425.447
426.599,2.12889,425.567
427.073,2.12871,422.294
426.42,2.12718,419.743
424.975,2.1249,418.756
422.292,2.12292,418.315
421.247,2.12152,420.081
422.342,2.1204,422.944
424.381,2.1194,425.638
425.86,2.11876,427.625
426.406,2.11873,428.814
426.874,2.11903,430.08
427.413,2.11917,431.099
427.526,2.11912,431.413
427.242,2.11941,432.04
427.021,2.12058,433.409
426.924,2.12266,434.688
426.952,2.12534,435.606
426.953,2.12823,436.081
426.966,2.13118,436.444
426.966,2.13429,436.723
426.848,2.13792,436.965
426.69,2.14229,437.337
426.571,2.14716,437.511
426.461,2.15241,437.275
426.191,2.15714,436.483
425.774,2.16107,435.38
425.197,2.16399,433.479
424.098,2.16583,429.946
421.26,2.16715,424.964
418.735,2.16847,421.684
417.451,2.17001,420.351
416.766,2.17162,419.273
417.167,2.17307,419.536
420.004,2.17409,422.266
423.985,2.17448,424.569
425.529,2.17452,423.569
425.813,2.17425,422.528
425.602,2.17362,422.073
425.483,2.17263,422.094
425.443,2.17132,422.177
424.031,2.16993,420.834
420.514,2.16889,419.223
419.533,2.16773,421.479
421.177,2.16559,423.29
422.685,2.1623,422.882
423.741,2.15815,422.569
424.2,2.15388,422.724
423.667,2.14997,422.175
422.404,2.1468,421.759
421.037,2.14449,421.865
420.883,2.14265,423.152
421.529,2.14093,424.078
421.937,2.13948,424.478
421.908,2.13862,424.897
421.276,2.13832,424.601
420.804,2.1383,424.424
420.923,2.13815,424.2
419.476,2.13809,421.474
414.545,2.13893,416.434
407.413,2.14148,412.753
409.963,2.14321,417.676
416.226,2.14291,420.706
417.456,2.14173,417.236
415.199,2.14093,413.56
408.06,2.14227,408.798
405.809,2.14456,410.343
409.754,2.14578,414.237
415.398,2.1453,416.239
419.619,2.14362,416.254
422.055,2.14139,415.506
422.057,2.1395,414.268
419.318,2.13887,412.241
413.056,2.14011,408.631
401.036,2.14412,402.697
398.337,2.14807,405.765
409.525,2.14917,415.154
419.863,2.14851,418.71
424.551,2.14726,418.347
425.912,2.14583,417.841
426.002,2.14456,418.578
425.611,2.14375,419.509
425.355,2.14342,420.576
425.39,2.14319,421.491
425.125,2.14261,421.702
423.529,2.14175,421.092
420.905,2.14128,420.277
419.412,2.14169,421.369
420.679,2.14285,424.314
423.396,2.14438,426.702
425.755,2.14609,428.463
426.842,2.14782,429.095
426.889,2.1491,428.32
426.008,2.14975,426.828
422.86,2.15019,424.105
417.75,2.15093,420.853
408.686,2.15321,415.663
403.887,2.15672,414.855
410.794,2.15933,422.2
419.86,2.16078,428.664
425.17,2.16205,430.251
427.504,2.1635,428.918
427.823,2.16471,425.805
427.135,2.16517,423.279
425.89,2.1649,422.207
424.577,2.16433,422.135
423.861,2.16373,422.29
424.217,2.16303,423.037
424.659,2.16225,423.77
423.98,2.16169,423.603
421.433,2.16194,422.611
417.742,2.16342,421.931
412.058,2.16652,420.112
411.258,2.16983,422.841
417.157,2.17168,428.828
422.687,2.17222,430.598
425.536,2.17208,429.248
425.781,2.17165,426.219
424.192,2.17147,424.082
420.504,2.17219,421.801
417.824,2.17349,420.686
417.418,2.17463,420.872
419.019,2.17532,422.075
420.923,2.17587,423.256
420.904,2.17692,422.995
420.038,2.17846,423.136
420.852,2.17963,424.209
423.186,2.17962,423.942
424.195,2.1785,421.334
422.633,2.1771,418.404
416.571,2.17639,413.613
389.677,2.17946,393.92
377.484,2.18272,396.514
409.638,2.1826,423.362
421.499,2.18218,424.087
424.524,2.18094,415.205
423.562,2.17979,414.253
421.022,2.17997,418.639
418.558,2.18101,418.269
418.599,2.18211,419.363
422.775,2.18286,423.6
425.899,2.18328,424.616
426.83,2.18361,424.262
427.427,2.18421,425.048
427.671,2.18507,425.456
427.551,2.18598,425.473
427.295,2.18677,425.747
426.803,2.18731,425.997
426.282,2.18778,426.73
426.248,2.18841,428.294
426.806,2.18926,429.942
427.893,2.19033,431.649
428.562,2.19151,432.715
428.132,2.19212,431.738
426.75,2.19172,428.755
415.61,2.19163,416.964
379.55,2.19716,394.741
381.732,2.20175,409.939
401.427,2.20208,423.358
414.534,2.19935,423.098
417.988,2.19654,419.908
418.972,2.19437,418.891
417.349,2.1931,416.728
412.121,2.19304,411.891
399.263,2.19538,402.941
395.354,2.19789,404.212
402.028,2.19834,410.411
405.436,2.19778,409.374
406.823,2.19675,406.286
406.431,2.19548,403.843
405.264,2.19428,402.571
404.038,2.19344,401.639
403.985,2.19293,401.811
405.022,2.19256,402.361
405.427,2.19203,401.548
404.27,2.19094,399.641
401.935,2.18925,398.096
400.86,2.18711,398.253
401.617,2.18509,398.853
404.915,2.18378,401.681
408.956,2.18382,404.541
410.131,2.18404,402.562
409.685,2.18354,401.387
411.108,2.18275,405.887
414.944,2.18183,408.77
419.103,2.1806,410.869
423.021,2.17932,413.7
425.462,2.17801,415.98
426.622,2.1767,418.149
427.21,2.17532,420.177
427.367,2.17374,421.686
427.22,2.17204,423.059
426.9,2.17037,424.469
426.685,2.169,426.089
426.815,2.16813,427.702
427.274,2.16763,429.269
427.578,2.16724,430.392
427.725,2.16677,431.338
427.766,2.16602,432.008
427.535,2.16486,431.997
427.072,2.16348,431.65
426.845,2.16233,432.201
427.026,2.16162,433
427.309,2.16098,433.106
427.387,2.15993,432.667
427.262,2.15837,432.501
427.276,2.1567,433.165
427.614,2.15536,434.281
428.05,2.15464,435.285
428.272,2.15479,436.004
428.2,2.15624,436.626
428.107,2.15929,437.501
427.621,2.16348,437.841
427.003,2.16747,436.856
426.535,2.17034,435.528
426.337,2.17164,434.882
425.871,2.17147,433.851
424.534,2.17024,431.612
422.112,2.1686,429.675
420.686,2.16714,429.578
421.635,2.16596,431.024
423.606,2.16505,432.214
424.469,2.16473,432.009
424.696,2.16512,431.243
425.197,2.16619,431.299
426.342,2.1678,432.107
427.015,2.16971,431.594
426.925,2.17161,429.885
426.638,2.17329,428.866
426.41,2.17458,428.539
425.903,2.17526,427.603
424.894,2.1752,426.166
423.625,2.17463,425.344
422.913,2.17392,425.934
423.732,2.17319,427.685
424.359,2.17257,427.916
424.4,2.17214,427.166
424.321,2.17181,426.833
424.139,2.17148,426.377
423.72,2.17108,425.781
423.78,2.17069,426.478
424.588,2.17032,427.841
424.132,2.16985,426.333
421.218,2.16957,423.669
419.378,2.16968,424.714
420.686,2.16988,427.92
422.942,2.17001,429.855
423.335,2.17018,428.78
421.287,2.1705,425.99
419.982,2.17098,426.257
422.101,2.17146,429.882
424.302,2.17214,431.544
425.233,2.17326,431.171
425.705,2.17473,430.911
426.213,2.17628,431.145
426.391,2.17763,430.54
426.268,2.17869,429.963
425.92,2.17954,429.747
425.268,2.18022,429.588
424.8,2.1809,430.34
424.577,2.18169,431.256
424.675,2.18253,432.1
424.838,2.18321,432.273
424.479,2.18352,431.304
423.59,2.18351,430.111
423.992,2.18327,431.374
426.333,2.18306,433.708
426.967,2.18272,432.059
425.174,2.18203,426.93
420.136,2.18158,422.864
412.522,2.18199,419.056
408.789,2.18205,417.365
407.376,2.18119,416.047
405.688,2.17938,414.54
404.817,2.1774,413.926
407.927,2.17501,416.236
417.773,2.17059,422.567
421.372,2.16582,422.057
423.306,2.16127,419.486
423.829,2.15685,417.46
423.44,2.15244,416.294
422.802,2.14816,416.128
422.614,2.14416,417.179
422.69,2.14058,418.533
421.836,2.13754,418.787
419.327,2.13521,418.111
417.875,2.13319,419.152
418.008,2.1312,420.655
417.484,2.12896,420.889
417.527,2.1267,422.111
420.091,2.12506,425.191
421.952,2.12415,426.771
422.343,2.12426,427.518
422.753,2.12533,428.753
422.95,2.12683,429.488
421.439,2.12827,428.59
418.53,2.1298,426.706
416.557,2.1312,426.413
416.209,2.13218,426.947
417.941,2.1326,428.394
418.974,2.1328,428.362
419.652,2.13319,428.231
420.602,2.13387,428.875
421.049,2.13466,428.663
420.107,2.13553,427.174
418.175,2.13659,425.713
412.101,2.13852,420.992
399.928,2.14214,411.857
384.341,2.14735,401.427
369.028,2.1535,391.463
358.358,2.15982,385.259
353.194,2.16629,378.981
350.284,2.17104,369.734
350.152,2.17154,363.987
352.137,2.16938,357.979
349.366,2.16713,347.811
344.314,2.1662,340.808
343.08,2.16788,340.194
351.51,2.16904,343.961
369.565,2.16512,351.459
383.033,2.15962,358.606
392.553,2.15246,368.182
399.764,2.14487,378.434
406.209,2.13903,388.128
411.491,2.13572,395.989
411.475,2.13398,398.128
403.359,2.1345,396.377
399.179,2.13688,398.977
409.166,2.13795,406.437
412.406,2.13769,408.875
412.834,2.13706,410.479
412.325,2.1365,412.459
410.775,2.13604,413.411
409.836,2.13586,414.558
413.417,2.13561,417.886
418.121,2.13511,421.282
420.657,2.1342,422.676
417.994,2.13334,420.926
407.926,2.13438,415.033
394.381,2.13845,407.984
388.127,2.1435,406.208
386.945,2.14784,406.151
385.274,2.15161,402.984
379.166,2.15589,395.475
374.165,2.16054,390.104
374.167,2.16421,388.211
378.543,2.16577,387.892
385.322,2.16469,389.278
391.398,2.16236,390.601
398.315,2.15906,393.748
403.815,2.15554,396.927
407.116,2.15203,398.775
407.022,2.14902,398.793
396.913,2.14905,393.401
371.822,2.15706,381.702
371.738,2.16309,387.716
401.19,2.1602,401.829
410.157,2.1546,404.44
415.675,2.14803,405.153
418.16,2.14152,406.282
399.077,2.13981,396.675
370.332,2.1458,385.776
359.499,2.15425,384.706
356.263,2.16215,383.034
359.845,2.16717,382.062
374.321,2.1663,386.568
396.388,2.15985,394.946
403.478,2.15361,397.112
407.947,2.14847,399.044
411.875,2.1442,402.104
415.936,2.14026,405.986
420.09,2.13678,410.039
423.746,2.13358,413.869
425.766,2.13088,416.857
426.569,2.12885,419.417
426.558,2.12732,421.5
425.876,2.12581,423.086
425.172,2.12418,424.913
425.282,2.1226,427.13
425.372,2.12122,428.836
425.357,2.1203,430.384
425.976,2.1201,432.507
426.756,2.12059,434.319
426.761,2.12144,434.798
425.441,2.12225,433.881
421.627,2.1235,431.124
416.841,2.12564,429.053
413.633,2.12831,428.123
416.147,2.13019,430.359
419.492,2.13126,431.855
421.791,2.13198,431.698
421.985,2.13292,429.741
420.751,2.13447,427.511
420.229,2.13647,427.193
421.452,2.13847,428.418
423.159,2.14024,429.204
423.902,2.14191,428.792
424.382,2.14342,428.653
424.39,2.14457,428.205
420.8,2.14524,423.81
410.563,2.14635,416.356
401.226,2.14828,413.387
395.548,2.15023,411.489
389.196,2.15238,406.76
382.072,2.15566,400.563
373.505,2.16037,392.274
362.758,2.16663,380.776
349.902,2.17538,367.915
346.002,2.17874,361.589
346.195,2.17447,355.85
347.566,2.16737,349.475
343.358,2.16498,339.979
334.867,2.17026,329.355
327.802,2.18073,321.456
325.373,2.19345,316.664
324.758,2.21051,311.516
323.186,2.23006,305.013
320.288,2.24827,299.34
318.129,2.2642,296.741
318.575,2.27784,298.232
331.575,2.28472,308.945
352.053,2.28964,322.685
372.592,2.28567,335.12
386.669,2.27075,348.453
397.959,2.25043,369.756
406.999,2.23022,389.08
414.113,2.21009,400.037
420.246,2.19126,409.103
424.482,2.17357,416.676
426.447,2.15546,421.471
426.56,2.14036,424.512
425.689,2.12957,426.901
424.733,2.12334,429.46
424.325,2.11953,431.936
425.102,2.11721,434.452
425.632,2.11583,436.202
425.939,2.11527,437.545
426.688,2.11579,439.183
427.187,2.1175,439.834
427.157,2.12035,438.807
427.085,2.12406,437.78
427.095,2.12789,436.651
426.952,2.13108,434.851
426.772,2.1336,433.409
426.468,2.13585,432.2
426.13,2.13793,431.348
426.421,2.13973,431.562
426.926,2.14118,431.595
426.886,2.1423,430.693
426.566,2.14356,430.208
426.444,2.14488,430.785
426.879,2.14633,432.176
427.016,2.14793,432.656
426.723,2.14932,431.896
426.487,2.15036,431.769
426.501,2.15124,432.704
426.517,2.15201,433.176
426.438,2.15267,433.238
426.341,2.15324,433.315
426.301,2.15379,433.556
426.25,2.15423,433.602
426.195,2.1544,433.448
426.078,2.15431,433.329
425.98,2.15425,433.573
425.975,2.15444,433.871
426.188,2.15504,434.359
426.744,2.15626,435.199
426.965,2.15805,435.334
426.815,2.15992,434.611
426.644,2.16159,434.149
426.757,2.16334,434.497
426.838,2.16559,434.903
426.708,2.16831,434.825
426.444,2.17122,434.683
426.635,2.17425,435.297
426.871,2.17715,435.642
426.721,2.17953,435.097
426.619,2.1814,434.94
426.731,2.18295,435.192
426.85,2.18433,435.315
426.878,2.18569,435.32
426.857,2.18719,435.403
426.787,2.18883,435.361
426.725,2.1905,435.316
426.587,2.19199,435.114
426.452,2.19326,434.971
426.573,2.19445,435.321
426.774,2.1955,435.506
426.742,2.19618,435.058
426.626,2.19637,434.219
426.479,2.19621,433.413
426.384,2.19593,432.983
426.26,2.19546,432.133
426.175,2.19475,431.227
426.091,2.1939,430.53
425.988,2.19302,430.085
425.917,2.19231,430.124
425.918,2.19186,430.478
425.882,2.19159,430.762
425.941,2.19155,431.397
426.179,2.19178,432.377
426.502,2.19226,433.337
426.701,2.19297,433.918
426.682,2.19386,434.19
426.259,2.1948,434.079
425.758,2.19566,434.219
425.937,2.19652,435.347
426.398,2.19742,436.322
426.439,2.19824,436.397
426.413,2.19881,436.441
426.442,2.19889,436.338
426.314,2.1985,435.938
426.129,2.198,435.822
426.339,2.19787,436.519
426.641,2.19828,436.977
426.62,2.199,436.597
426.544,2.19996,436.39
426.512,2.20102,436.296
426.479,2.20195,435.836
426.567,2.20259,435.318
426.769,2.20296,434.791
426.812,2.20303,433.794
426.644,2.20277,432.316
426.478,2.20223,431.204
426.31,2.20145,430.28
426.134,2.20051,429.546
426.116,2.19948,429.194
426.351,2.19838,429.13
426.531,2.19728,428.952
426.385,2.19622,428.377
426.154,2.19518,428.129
426.245,2.19421,428.824
426.431,2.19338,429.548
426.495,2.19273,430.034
426.439,2.19225,430.456
426.376,2.19181,430.862
426.209,2.19127,430.939
426.088,2.19058,431.038
425.917,2.18968,430.887
425.941,2.18869,431.222
426.181,2.18785,432.051
426.174,2.18734,432.419
426.048,2.18731,432.9
426.253,2.18783,433.831
426.625,2.18868,434.547
426.649,2.18949,434.388
426.216,2.18993,433.714
425.475,2.1899,433.123
423.876,2.18956,432.223
420.533,2.18935,430.535
418.041,2.1894,430.002
417.408,2.18965,430.718
419.938,2.1899,432.969
423.917,2.18988,434.935
425.481,2.18955,434.45
426.18,2.18907,433.949
426.807,2.18892,434.418
427.122,2.18959,434.908
427.17,2.19127,435.28
427.034,2.19356,435.447
426.808,2.19578,435.397
426.747,2.19762,435.579
427.416,2.19926,436.838
427.544,2.2009,437.317
427.004,2.20198,435.533
426.105,2.20217,433.586
425.588,2.20174,433.691
425.943,2.20087,434.337
426.201,2.19969,434.149
426.051,2.19848,433.636
425.828,2.19746,433.473
425.902,2.19684,433.819
426.265,2.19677,434.433
426.757,2.19726,435.062
427.083,2.19813,435.338
427.098,2.19907,435.089
426.906,2.19979,434.595
426.742,2.20015,434.248
426.621,2.20013,433.92
426.55,2.19972,433.416
426.407,2.19896,432.556
426.211,2.19793,431.618
426.131,2.19672,430.951
426.272,2.19545,430.597
426.259,2.19417,429.709
425.971,2.19291,428.484
425.864,2.19174,428.129
426.056,2.1908,428.304
426.166,2.18993,427.911
426.118,2.18898,427.084
425.909,2.18791,426.156
425.699,2.1867,425.595
425.519,2.18544,425.494
425.527,2.18432,426.161
425.518,2.18355,427.021
425.691,2.18321,428.266
425.881,2.18312,429.061
425.985,2.18304,429.374
426.032,2.18297,429.878
426.07,2.18319,430.784
426.108,2.18373,431.858
426.127,2.18443,432.529
426.117,2.18483,432.215
426.175,2.1845,431.386
426.185,2.18348,430.477
426.111,2.18216,430.098
426.148,2.18117,430.831
426.268,2.18087,431.94
426.323,2.18111,432.457
426.222,2.1815,432.22
425.974,2.18188,431.66
425.799,2.18211,431.461
425.908,2.18227,431.71
425.93,2.18251,431.561
425.819,2.18285,431.313
425.746,2.18318,431.211
425.652,2.18343,430.939
425.654,2.1837,430.977
425.719,2.18413,431.15
425.804,2.18463,431.351
425.704,2.18526,431.267
425.474,2.18592,431.13
425.26,2.18655,431.112
425.187,2.18713,431.263
425.348,2.18767,431.592
426.266,2.18829,433.152
427.086,2.1891,433.972
426.927,2.18999,432.688
426.441,2.19088,432.147
426.338,2.19179,433.181
426.519,2.19262,434.075
426.685,2.19336,434.469
426.83,2.19404,434.911
426.817,2.19466,435.086
426.783,2.19524,435.342
426.956,2.19582,436.001
427.03,2.19634,436.186
426.882,2.19658,435.783
426.7,2.19641,435.267
426.581,2.19585,434.606
426.727,2.19507,434.187
427.057,2.19433,434.084
427.309,2.19371,433.914
427.333,2.19319,433.489
427.338,2.1928,433.472
427.453,2.19247,433.803
427.187,2.19203,433.003
426.249,2.19144,431.495
425.5,2.19111,431.865
426.147,2.19125,434.119
427.156,2.19183,435.37
427.746,2.19267,435.938
427.625,2.19348,435.576
426.922,2.19404,434.783
426.288,2.1945,434.883
427.054,2.19506,436.609
428.373,2.19583,438.224
428.297,2.19675,437.836
427.732,2.19755,436.901
427.392,2.19807,436.577
427.323,2.19834,436.806
427.418,2.19839,437.03
427.466,2.19799,436.451
427.409,2.19705,435.184
427.18,2.19578,433.812
426.667,2.1946,432.711
426.238,2.19395,432.883
426.484,2.19395,434.162
427.214,2.19435,435.135
427.689,2.19488,435.332
427.862,2.19538,435.358
427.975,2.19591,435.702
428.157,2.19654,436.297
428.333,2.19722,436.74
428.302,2.19786,436.739
428.187,2.19841,436.737
428.088,2.19886,436.844
428.025,2.19913,436.837
427.999,2.19914,436.633
427.954,2.19889,436.212
427.84,2.19856,435.783
427.846,2.19865,436
428.024,2.19947,436.711
428.288,2.20086,437.349
428.474,2.20242,437.721
428.384,2.20373,437.488
428.053,2.20446,436.779
427.69,2.20461,436.134
427.398,2.20429,435.601
427.28,2.20369,435.245
427.435,2.20297,435.113
427.829,2.20215,435.085
428.045,2.20121,434.615
427.899,2.20004,433.337
427.394,2.19855,431.485
426.533,2.19679,429.519
425.221,2.19493,427.587
423.545,2.19332,426.091
425.082,2.19154,427.474
427.005,2.18954,427.654
427.815,2.18741,426.377
427.907,2.18548,425.323
427.772,2.18384,424.983
427.799,2.18244,425.509
427.946,2.18117,426.263
428.106,2.17988,426.918
428.105,2.17836,427.066
428.027,2.17648,427.062
427.987,2.1742,427.24
427.958,2.17161,427.586
427.818,2.16881,427.868
427.583,2.16581,428.03
427.484,2.16271,428.582
427.689,2.15944,429.069
428.104,2.15649,430.073
428.153,2.15418,430.468
427.731,2.15248,430.507
427.276,2.15157,431.415
427.202,2.15142,433.062
427.492,2.15178,434.509
427.819,2.15236,435.223
427.783,2.15321,435.042
427.287,2.1539,434.078
426.765,2.15458,433.846
426.69,2.15554,434.577
427.134,2.15684,435.266
427.409,2.15823,435.147
427.739,2.15966,435.272
428.169,2.16118,435.62
428.373,2.16283,435.552
428.356,2.1647,435.366
428.229,2.16682,435.249
428.022,2.1691,435.161
427.936,2.17162,435.494
428.101,2.17439,436.126
428.373,2.1772,436.626
428.382,2.17966,436.444
427.946,2.18151,435.612
427.423,2.18287,435.254
426.866,2.18399,435.165
426.119,2.18507,434.988
426.217,2.18631,435.468
427.101,2.18759,436.073
427.818,2.18889,436.309
428.426,2.19026,436.498
428.719,2.19173,436.397
428.797,2.19327,436.2
428.85,2.19486,436.148
428.79,2.19638,435.893
428.543,2.1978,435.507
428.27,2.19908,435.305
428.079,2.20017,435.325
427.774,2.20094,435.153
427.429,2.20127,434.936
427.247,2.20124,435.058
427.243,2.20085,435.078
427.468,2.20014,435.015
427.758,2.19927,434.898
427.925,2.19844,434.674
427.95,2.19782,434.442
427.943,2.19746,434.323
428.046,2.19726,434.388
428.155,2.19707,434.302
428.187,2.19671,433.973
428.261,2.19608,433.666
428.337,2.1952,433.216
428.301,2.19422,432.445
428.095,2.19307,431.388
427.814,2.19165,430.478
427.526,2.19017,429.838
427.598,2.18859,429.745
427.858,2.1867,429.142
428.009,2.1844,427.611
428.171,2.18192,426.415
427.935,2.17947,425.056
427.477,2.17704,423.316
427.047,2.17463,421.793
426.729,2.17155,420.233
426.534,2.16743,418.732
426.184,2.16234,417.701
425.343,2.15666,416.526
423.599,2.15093,414.455
418.201,2.14666,409.05
392.948,2.15271,388.559
375.607,2.16627,378.859
366.09,2.18163,374.159
350.98,2.20463,353.873
341.909,2.2276,339.969
340.565,2.23888,333.617
342.111,2.23584,328.391
344.09,2.2262,325.488
354.192,2.21618,326.899
374.869,2.20044,332.479
381.266,2.18483,333.708
375.221,2.17472,332.608
355.688,2.17361,326.264
329.904,2.18108,316.462
325.823,2.18046,321.586
346.658,2.16899,335.008
363.522,2.15677,339.735
355.157,2.15305,330.783
339.991,2.1595,320.105
325.774,2.16909,312.336
315.584,2.17663,308.205
313.203,2.17928,308.409
313.062,2.1782,308.311
315.617,2.17427,309.487
321.685,2.16696,313.787
330.597,2.15855,320.248
341.287,2.15745,327.114
340.628,2.17007,327.629
337.85,2.19066,325.634
328.908,2.21578,320.329
315.528,2.23919,312.125
308.489,2.25046,308.199
308.89,2.24991,310.494
312.927,2.2499,315.187
316.948,2.25844,317.557
319.635,2.27361,317.549
321.237,2.2908,318.352
323.58,2.30564,320.799
327.823,2.31513,323.178
332.194,2.32021,325.281
334.741,2.3236,327.034
336.674,2.32606,328.767
338.146,2.32661,330.405
339.355,2.32719,333.116
340.846,2.33005,336.488
341.796,2.33204,338.543
342.148,2.33316,340.586
344.113,2.33197,344.731
348.845,2.32872,350.072
357.133,2.32383,357.781
366.218,2.31801,366.964
377.029,2.30978,378.005
387.942,2.30003,389.077
402.032,2.28938,400.024
413.343,2.2781,408.307
420.216,2.26362,412.638
423.98,2.24879,417.118
426.301,2.23068,421.851
426.731,2.21307,423.428
425.257,2.19675,423.97
425.131,2.18341,427.787
427.667,2.17358,432.11
427.838,2.16699,433.308
427.102,2.16333,434.211
426.407,2.16224,435.919
425.813,2.16235,436.557
425.51,2.1627,436.51
425.585,2.16338,437.196
425.634,2.16483,437.323
425.489,2.16572,435.52
425.416,2.16593,433.63
425.061,2.16581,432.037
424.133,2.16587,429.978
417.12,2.16794,421.773
358.937,2.19588,375.516
337.145,2.25177,354.454
326.133,2.29027,358.136
343.784,2.29026,362.702
369.694,2.28604,350.361
383.291,2.28443,328.736
397.886,2.27897,330.814
408.265,2.27423,338.362
415.631,2.26819,345.172
416.468,2.25953,352.837
362.23,2.27236,322.371
329.522,2.28922,318.585
314.241,2.29517,313.403
299.077,2.30134,296.92
294.826,2.313,298.151
297.586,2.32133,305.514
312.721,2.31971,307.564
330.117,2.315,304.119
326.703,2.30958,293.451
324.866,2.30173,295.916
335.731,2.29392,310.642
352.246,2.28742,324.24
367.394,2.28197,335.753
378.779,2.27599,348.816
384.487,2.27034,360.372
384.101,2.26649,368.229
380.079,2.26501,373.094
384.295,2.2618,383.971
390.231,2.25592,391.839
395.47,2.24765,398.269
399.635,2.23627,403.235
399.716,2.22278,405.371
397.285,2.20931,406.521
394.103,2.19726,406.502
380.104,2.19147,396.257
349.638,2.1994,376.214
323.972,2.21871,362.729
312.457,2.23623,351.007
311.877,2.24089,342.98
315.726,2.2408,334.95
318.913,2.24494,325.873
318.355,2.25528,316.517
314.285,2.27065,307.916
307.922,2.28576,299.896
301.673,2.29472,293.914
299.03,2.29026,290.853
301.291,2.27096,292.3
306.842,2.24928,297.396
313.341,2.23778,302.544
318.876,2.23879,305.884
324.375,2.24959,309.284
331.321,2.26304,313.829
337.006,2.27736,319.286
338.153,2.29265,323.42
339.956,2.30556,327.797
349.244,2.3118,336.724
360.826,2.31128,347.667
372.479,2.30868,359.087
379.808,2.3052,368.532
374.092,2.30602,368.677
363.204,2.31123,365.766
356.162,2.31596,367.349
356.612,2.31601,371.792
361.003,2.31039,375.642
363.73,2.30145,376.116
359.569,2.29281,371.433
348.734,2.28619,363.348
336.037,2.28142,354.063
327.398,2.27511,346.614
330.338,2.26724,346.945
348.442,2.26099,353.873
362.686,2.2575,356.679
358.399,2.2622,349.905
361.827,2.26832,354.357
388.632,2.26461,378.65
399.311,2.25654,388.307
404.834,2.24687,391.705
403.691,2.23478,394.08
383.618,2.23083,384.208
353.152,2.23929,371.986
341.021,2.24766,371.317
341.321,2.25059,371.55
341.131,2.25039,366.274
325.785,2.25232,347.473
314.649,2.25164,333.317
306.341,2.24597,324.419
303.723,2.24216,320.386
304.409,2.24583,316.943
305.123,2.25668,311.576
304.468,2.26994,306.777
304.633,2.27984,305.78
307.337,2.28551,307.986
313.702,2.28775,311.824
329.705,2.2886,323.179
346.132,2.29187,334.63
369.527,2.29146,348.606
386.091,2.28613,364.111
400.358,2.27687,381.016
410.747,2.26541,392.647
418.091,2.25267,400.435
421.488,2.23777,404.751
421.832,2.22111,408.383
421.03,2.20486,412.265
421.349,2.18995,416.421
422.935,2.17552,420.498
423.841,2.16245,423.466
422.968,2.15183,425.067
421.026,2.14435,426.457
424.633,2.13921,431.143
426.937,2.13632,433.212
426.555,2.13484,431.737
424.736,2.1346,430.411
421.083,2.13608,428.476
417.593,2.13905,426.981
414.893,2.14298,425.915
417.416,2.14612,428.942
419.614,2.14851,430.088
417.772,2.15099,425.805
402.448,2.15711,410.781
390.787,2.16453,406.102
398.766,2.16687,417.92
410.059,2.16419,422.471
411.219,2.15975,413.676
392.985,2.15909,391.168
366.571,2.16451,371.322
347.888,2.17294,363.601
345.832,2.17603,364.034
353.494,2.1728,365.79
369.176,2.16752,366.228
383.04,2.15927,363.9
373.363,2.1561,351.826
355.277,2.16207,342.885
355.284,2.16641,349.51
377.467,2.16222,362.907
391.137,2.15578,369.048
397.006,2.15095,372.491
398.719,2.1478,376.629
384.476,2.15252,369.938
354.882,2.17402,353.791
337.785,2.19949,351.121
331.888,2.20996,350.885
325.847,2.20837,343.032
320.07,2.19924,333.728
316.437,2.18519,328.057
314.178,2.17259,324.872
316.6,2.16276,324.236
322.535,2.15567,325.185
329.807,2.15152,327.339
331.633,2.15591,327.373
333.957,2.16653,328.425
336.826,2.17941,330.437
340.918,2.19194,334.077
339.249,2.20602,333.39
321.003,2.22781,319.115
304.832,2.24654,308.401
304.297,2.24211,311.842
309.861,2.22429,317.149
320.259,2.20887,320.985
328.391,2.20072,321.242
330.962,2.19698,318.538
333.473,2.19106,318.581
335.331,2.18487,320.985
335.547,2.19224,324.224
333.313,2.22211,325.512
330.648,2.25531,324.227
328.773,2.27803,323.825
327.841,2.28758,325.646
328.466,2.2876,327.811
329.806,2.28493,329.885
331.031,2.28492,332.123
333.608,2.28902,336.308
342.682,2.29397,344.409
356.487,2.29679,355.073
369.125,2.29461,366.679
380.357,2.29095,379.164
394.226,2.28583,391.416
406.597,2.27812,399.948
410.37,2.26939,403.27
396.876,2.26567,395.544
370.572,2.27207,382.305
362.184,2.27821,384.676
