HAC,DEN,BHC
411.209,2.27547,413.889
412.284,2.272,414.599
414.221,2.27083,415.965
416.626,2.26873,417.443
418.272,2.26352,418.08
419.573,2.25697,418.514
420.972,2.25032,419.432
422.391,2.24428,420.555
423.699,2.23917,421.492
424.754,2.23487,422.201
425.568,2.23079,422.793
426.093,2.22615,423.231
425.573,2.22294,423.257
425.566,2.2223,423.815
426.284,2.22305,424.858
426.44,2.22344,425.23
426.171,2.22268,425.033
425.225,2.22255,424.76
424.522,2.22339,424.702
424.042,2.22396,424.45
423.524,2.22355,423.908
422.666,2.22272,423.391
421.832,2.22288,423.348
421.456,2.2244,423.715
421.414,2.22628,423.777
421.439,2.22768,423.437
421.399,2.22839,423.14
421.197,2.22873,422.945
420.918,2.22956,422.8
420.772,2.23098,422.727
420.888,2.23243,422.766
421.272,2.2333,422.98
421.885,2.23347,423.375
422.386,2.23255,423.504
422.368,2.23065,423.103
421.929,2.22874,422.571
421.764,2.2275,422.609
422.014,2.22652,423.145
422.348,2.22537,423.532
423.153,2.2244,424.011
423.901,2.22264,424.366
424.027,2.22001,424.306
423.614,2.2188,424.179
423.618,2.22018,424.64
424.293,2.2225,425.392
424.898,2.22395,425.854
425.003,2.22434,425.888
425.118,2.22512,426.018
425.266,2.22598,426.214
425.463,2.22644,426.314
425.284,2.22599,426.147
424.903,2.22504,425.938
424.399,2.2243,425.72
423.972,2.22416,425.69
424.129,2.2248,426.114
424.367,2.22475,426.406
424.378,2.22445,426.435
424.579,2.22527,426.854
424.957,2.22689,427.37
425.06,2.22792,427.114
425.292,2.22779,426.663
425.798,2.22616,426.689
425.735,2.22265,426.516
426.013,2.21801,426.534
426.247,2.21278,426.563
425.462,2.20875,425.984
426.06,2.20799,426.795
426.882,2.20786,427.883
427.297,2.20492,427.701
426.763,2.20157,426.849
426.499,2.19985,426.971
426.26,2.19875,427.261
425.726,2.19832,427.025
425.436,2.19943,427.065
425.082,2.20129,427.089
424.957,2.20377,427.127
425.401,2.20639,427.522
425.176,2.20747,427.024
424.223,2.20851,425.89
423.731,2.21061,425.724
423.848,2.21262,426.172
423.888,2.21374,426.129
423.68,2.21468,425.697
423.276,2.21613,425.25
422.41,2.21833,424.459
421.434,2.22109,423.468
420.956,2.22287,422.754
420.761,2.22186,422.102
420.442,2.2188,421.434
419.322,2.21548,420.346
415.657,2.21397,417.491
405.853,2.22171,411.028
397.717,2.23831,406.767
398.52,2.24787,408.583
403.977,2.24507,411.511
406.631,2.23775,411.261
407.995,2.23347,410.052
409.235,2.23267,409.805
410.643,2.23334,410.247
412.032,2.23576,410.964
413.077,2.23938,411.841
414.018,2.2434,412.801
414.992,2.24639,413.882
416.103,2.24813,415.206
417.435,2.24839,416.747
419.048,2.24672,418.317
420.885,2.24307,419.77
422.709,2.23843,421.036
424.341,2.23355,422.16
425.732,2.22838,423.161
426.71,2.22346,424.051
427.231,2.21936,424.831
427.587,2.21533,425.474
427.188,2.21102,425.592
423.944,2.20467,423.236
363.09,2.24517,386.26
338.221,2.32112,378.766
339.923,2.3643,390.193
347.98,2.38536,389.591
363.946,2.37642,381.813
378.712,2.35286,381.297
387.468,2.32536,383.906
391.638,2.3038,385.332
394.88,2.29041,386.054
397.251,2.28482,386.823
398.822,2.28737,388.459
400.131,2.2946,390.561
401.966,2.29846,393.189
404.314,2.29884,396.256
406.609,2.29842,399.823
408.969,2.2944,403.314
411.385,2.28654,406.418
413.328,2.27855,409.418
414.892,2.2699,412.092
416.458,2.25849,414.229
419.058,2.23886,415.949
386.03,2.23853,394.597
317.124,2.33537,365.986
308.532,2.39535,363.954
320.55,2.4041,369.137
349.531,2.39549,371.758
372.788,2.37561,373.491
381.714,2.35397,372.554
386.121,2.33246,370.686
388.33,2.32197,369.728
386.114,2.3281,368.398
381.459,2.34228,366.208
379.377,2.35478,366.089
381.401,2.36171,369.782
384.171,2.36317,374.142
386.949,2.35988,377.445
390.365,2.35306,380.383
394.304,2.34034,383.246
387.665,2.33233,380.02
374.111,2.34785,373.596
365.467,2.36233,370.428
360.117,2.36804,367.868
360.639,2.37012,367.763
366.877,2.36884,370.578
375.28,2.36239,373.662
381.654,2.35323,375.504
385.987,2.34876,377.302
391.348,2.34917,381.116
395.504,2.34806,385.003
398.263,2.34599,388.234
401.327,2.34302,391.853
404.605,2.33748,395.987
407.626,2.32998,400.288
410.215,2.321,404.474
412.477,2.31061,408.405
414.498,2.30035,411.97
416.405,2.29064,414.997
418.271,2.28085,417.35
419.969,2.27079,419.115
421.509,2.25968,420.508
423.08,2.24701,421.71
424.55,2.23405,422.75
425.41,2.22429,423.615
425.769,2.21766,424.286
426.068,2.21324,424.942
426.527,2.2111,425.698
427.236,2.21069,426.455
427.983,2.21108,426.983
428.165,2.21257,427.18
428.573,2.21527,427.666
428.277,2.21759,427.864
428.236,2.21819,427.897
428.717,2.21554,427.965
428.777,2.21179,427.909
428.916,2.21015,428.574
428.438,2.20898,428.757
428.726,2.20559,428.539
427.957,2.203,428.072
427.149,2.20086,427.812
425.1,2.19859,426.504
422.367,2.19851,424.89
421.304,2.20135,425.102
421.735,2.20403,426.142
421.937,2.20586,426.362
421.132,2.20785,425.514
419.664,2.21156,424.389
418.111,2.21627,423.482
416.517,2.22102,422.611
415.491,2.22461,421.886
414.866,2.22579,421.139
414.494,2.22475,420.391
413.29,2.22377,419.24
411.502,2.22243,417.55
408.679,2.22446,415.533
407.147,2.22827,414.667
406.269,2.22953,413.974
405.42,2.2293,412.912
405.229,2.23128,412.497
406.017,2.23438,412.776
407.062,2.23559,412.693
407.88,2.23513,412.141
408.262,2.23383,411.568
407.844,2.23236,410.902
406.818,2.23262,410.243
404.651,2.23455,408.953
391.055,2.24703,400.046
358.512,2.28656,381.654
340.552,2.32045,375.568
346.222,2.32942,380.128
359.307,2.32554,382.882
371.757,2.31067,382.03
374.548,2.29634,378.207
370.281,2.29482,372.17
365.351,2.30377,367.653
364.9,2.31279,367.268
370.088,2.31526,370.289
379.413,2.3111,375.276
389.268,2.30458,380.123
396.767,2.29829,384.491
401.094,2.29325,387.591
404.524,2.29079,391.299
407.667,2.2882,395.917
410.393,2.28343,400.729
412.555,2.27772,405.263
414.434,2.2691,409.1
416.021,2.25771,412.093
416.646,2.24836,414.396
416.576,2.24166,416.112
416.184,2.23593,417.095
413.434,2.23151,416.014
406.309,2.23415,411.59
397.509,2.24548,407.009
395.732,2.25458,407.452
396.695,2.25711,408.673
395.024,2.25381,406.194
384.5,2.26081,398.108
367.012,2.28592,387.34
358.084,2.30759,382.331
364.602,2.3089,385.24
374.268,2.29748,387.244
380.164,2.28795,385.431
384.708,2.28635,383.721
388.958,2.28679,383.557
391.804,2.28527,383.822
392.502,2.28415,383.723
390.841,2.28608,382.977
385.276,2.29275,380.145
376.04,2.30589,373.73
368.946,2.31639,369.497
364.196,2.31928,366.545
360.389,2.31808,363.065
358.038,2.31787,360.002
357.487,2.31924,357.869
358.129,2.32088,356.149
359.084,2.32257,354.499
359.176,2.3245,352.497
359.285,2.32871,351.071
361.332,2.33394,351.349
364.82,2.33625,352.439
368.23,2.33588,353.362
370,2.33521,353.419
368.198,2.33658,351.47
362.593,2.3427,347.606
356.164,2.35082,344.054
350.919,2.35566,342.194
346.863,2.35669,340.421
343.266,2.35612,338.158
339.74,2.35566,335.656
336.002,2.35414,332.84
332.099,2.35077,329.81
328.924,2.34383,326.224
326.292,2.33303,323.096
323.644,2.3276,320.971
322.069,2.32857,320.069
321.075,2.32534,318.578
321.458,2.31545,317.241
322.233,2.30401,316.473
323.867,2.28797,316.303
326.441,2.26574,316.951
327.887,2.25581,318.274
327.649,2.25628,318.99
328.769,2.24148,319.47
332.22,2.21527,321.559
336.221,2.19579,325.33
333.439,2.19378,326.236
327.038,2.20757,324.692
319.642,2.22982,322.486
312.828,2.24361,319.882
309.378,2.24652,318.527
315.059,2.23719,322.871
329.136,2.21114,331.638
344.254,2.18405,339.414
349.698,2.17688,342.053
349.552,2.18187,342.397
348.797,2.1904,342.462
346.254,2.21106,342.926
340.273,2.24261,342.452
333.578,2.26496,340.478
329.833,2.27642,338.826
327.251,2.28688,337.956
325.176,2.29627,337.131
323.682,2.30465,336.08
322.979,2.31385,334.964
322.965,2.32385,333.988
323.419,2.32935,332.973
324.22,2.32907,331.556
325.009,2.32577,330.13
325.65,2.32193,328.823
326.131,2.31893,327.643
326.632,2.31706,326.706
327.405,2.31233,325.458
327.582,2.30351,323.646
327.572,2.29156,322.163
328.957,2.27969,322.763
329.785,2.2782,324.267
327.386,2.29368,324.309
323.975,2.31509,323.692
323.455,2.3251,324.059
324.571,2.32656,325.283
325.928,2.33055,327.148
327.419,2.33944,329.328
330.139,2.34677,331.73
334.296,2.34679,333.992
337.823,2.34421,335.957
341.654,2.34527,338.434
346.463,2.34762,341.966
352.539,2.35071,346.388
359.546,2.35279,351.12
365.971,2.35173,355.367
370.594,2.34917,358.647
373.509,2.34846,361.441
375.672,2.35066,364.499
378.034,2.35313,368.27
380.969,2.35411,372.43
384.668,2.35332,376.832
387.696,2.35032,380.333
390.158,2.34691,383.139
392.806,2.34431,386.615
395.391,2.33954,389.695
396.614,2.32846,390.841
396.145,2.32353,391.618
396.837,2.32631,394.334
396.698,2.31312,394.882
374.832,2.316,379.648
340.932,2.36782,357.944
322.088,2.40023,347.611
319.216,2.39634,345.577
322.116,2.38458,344.23
327.713,2.37654,341.215
334.692,2.37353,337.895
342.265,2.37554,336.623
350.906,2.38092,337.716
359.675,2.38441,339.996
366.506,2.38189,342.279
369.622,2.37562,342.953
369.51,2.37139,342.586
366.431,2.37221,341.503
362.267,2.37648,340.484
358.702,2.38057,340.221
355.328,2.38276,339.884
351.349,2.38429,338.686
345.911,2.38651,336.208
339.49,2.38939,333.192
333.659,2.392,330.874
329.25,2.39403,328.97
327.48,2.39653,328.731
327.844,2.3997,329.609
330.543,2.40054,330.436
333.874,2.39824,331.048
336.68,2.39464,331.927
339.139,2.39024,332.791
339.497,2.38562,332.054
337.323,2.38232,330.27
335.419,2.38043,330.331
334.515,2.37859,331.054
333.856,2.37616,330.958
332.998,2.37357,330.434
331.675,2.37114,329.578
329.452,2.36933,328.025
325.756,2.36872,325.351
320.769,2.37008,322.005
315.648,2.37384,319.084
308.679,2.38155,315.2
304.456,2.38943,312.811
304.35,2.39478,313.746
309.161,2.39515,316.704
314.312,2.39132,317.31
318.95,2.38525,317.622
322.656,2.38035,319.543
327.746,2.37739,323.951
335.433,2.3741,329.468
345.264,2.36776,334.839
352.915,2.35929,338.596
359.915,2.35144,344.846
368.556,2.34517,352.308
376.358,2.33813,359.283
382.247,2.33002,365.868
388.464,2.32344,373.497
393.753,2.31772,380.903
399.101,2.31233,387.912
405.671,2.30575,395.747
408.4,2.29913,402.147
409.816,2.29326,407.362
411.384,2.28558,412.241
413.139,2.27618,416.705
414.868,2.26626,420.498
416.384,2.25782,423.589
417.969,2.24972,425.936
419.757,2.24149,427.645
421.585,2.23382,428.884
423.114,2.22656,429.582
423.694,2.2221,429.706
423.678,2.2198,429.418
424.204,2.21558,429.097
425.203,2.2106,429.15
425.721,2.20846,429.408
425.667,2.20924,429.42
425.696,2.21044,429.259
426.248,2.21036,429.243
427.156,2.20946,429.512
427.66,2.21042,429.953
427.355,2.21451,430.281
427.182,2.21754,430.266
427.639,2.21747,430.159
428.226,2.21657,430.29
428.82,2.21513,430.493
429.456,2.21272,430.57
429.533,2.2098,430.398
429.318,2.20622,430.22
429.114,2.20207,430.304
428.913,2.19778,430.671
428.747,2.19441,431.23
428.507,2.19201,431.646
427.802,2.19033,431.581
426.93,2.19027,431.462
426.866,2.1924,432.135
427.263,2.19516,432.973
427.429,2.19734,433.105
427.082,2.19878,432.621
426.572,2.20052,432.272
426.67,2.20356,432.708
426.824,2.20563,432.912
426.308,2.20592,432.176
425.86,2.20624,431.711
426.545,2.20814,432.683
427.407,2.21012,433.753
427.608,2.21147,433.805
427.19,2.2135,433.302
427.037,2.21743,433.389
427.593,2.22212,434.177
427.925,2.22471,434.341
427.697,2.22488,433.609
427.035,2.22404,432.744
425.963,2.22362,432.038
425.706,2.22496,432.237
426.285,2.2259,432.893
426.098,2.22412,432.473
425.303,2.22172,431.579
425.174,2.22101,431.83
425.529,2.22129,432.65
426.082,2.2224,433.277
426.577,2.22397,433.588
426.808,2.22567,433.623
427.139,2.22796,433.875
427.623,2.23064,434.393
427.842,2.23306,434.589
427.724,2.23541,434.403
427.461,2.2374,434.073
426.993,2.23848,433.603
426.319,2.23915,433.152
425.772,2.24038,433.035
425.526,2.24253,433.229
425.36,2.24501,433.315
425.028,2.24744,433.046
424.457,2.24939,432.502
423.924,2.25095,432.042
422.891,2.25132,431.145
420.984,2.25121,429.555
419.572,2.25248,428.705
419.62,2.2543,429.132
419.705,2.25495,429.159
418.928,2.25609,428.281
418.673,2.25825,427.87
418.158,2.25883,427.245
417.933,2.2575,426.332
418.064,2.25654,425.927
418.62,2.25671,426.232
419.55,2.25773,426.857
420.845,2.25906,427.52
421.315,2.26094,427.726
421.962,2.26203,427.914
422.817,2.26216,428.145
423.704,2.26125,428.358
424.65,2.25854,428.492
425.35,2.25546,428.757
425.388,2.25453,429.294
424.933,2.25607,429.855
424.787,2.25734,430.297
425.319,2.25661,430.744
426.148,2.25517,431.327
426.937,2.25386,432.021
427.615,2.25293,432.662
428.024,2.25212,433.087
428.368,2.25122,433.483
428.533,2.24978,433.652
428.4,2.24809,433.564
428.393,2.24689,433.669
428.416,2.24556,433.82
428.247,2.24443,433.821
427.941,2.24441,433.832
427.937,2.24583,434.169
428.396,2.24767,434.715
428.758,2.24836,434.838
428.547,2.24733,434.265
427.898,2.24584,433.515
427.204,2.24504,433.122
426.496,2.24497,432.837
426.053,2.24532,432.651
426.212,2.24592,432.953
426.771,2.24626,433.526
427.285,2.24604,433.872
427.303,2.24517,433.659
426.94,2.24421,433.179
426.913,2.2438,433.185
427.094,2.24356,433.515
426.959,2.24368,433.552
426.245,2.24478,433.058
425.249,2.24728,432.439
424.666,2.25085,432.308
424.968,2.25473,432.877
426.394,2.25893,434.266
426.932,2.26072,434.529
423.693,2.26002,431.337
420.147,2.26376,428.732
422.532,2.27078,431.458
422.599,2.27494,432.728
421.606,2.27425,431.174
422.426,2.2713,430.099
423.609,2.26852,430.247
424.411,2.26692,430.553
424.806,2.26612,430.585
424.982,2.26558,430.547
424.988,2.26535,430.677
425.179,2.26499,430.978
425.566,2.26465,431.325
425.491,2.26493,431.463
425.41,2.26513,431.51
425.024,2.26435,431.258
424.335,2.26316,430.781
423.745,2.26253,430.459
423.588,2.26243,430.49
423.723,2.26204,430.758
424.052,2.26113,431.244
423.895,2.2597,431.444
424.099,2.25702,431.358
423.386,2.25447,430.671
422.753,2.25266,430.253
422.572,2.2514,430.511
421.312,2.25106,430.387
418.945,2.25259,429.517
417.648,2.2557,429.057
417.425,2.25843,429.085
418.019,2.25938,429.22
419.305,2.25941,429.611
420.812,2.25965,430.198
421.766,2.25967,430.339
422.883,2.25861,430.22
423.89,2.25626,430.01
424.582,2.25294,429.827
424.968,2.24921,429.76
424.851,2.24662,429.81
424.536,2.24629,430.089
423.81,2.24805,430.245
423.108,2.25054,430.131
422.483,2.25272,429.856
421.891,2.25379,429.552
421.355,2.2536,429.356
420.927,2.25292,429.394
420.577,2.25309,429.608
420.353,2.25466,429.861
420.442,2.25672,429.995
420.858,2.25823,429.928
421.434,2.25837,429.704
421.819,2.25771,429.455
421.759,2.25748,429.217
421.44,2.25776,428.911
421.041,2.25891,428.631
420.676,2.26116,428.506
420.586,2.26343,428.509
420.85,2.26493,428.62
421.228,2.26595,428.785
421.501,2.26668,428.932
422.055,2.26527,428.958
422.952,2.26223,429.036
423.619,2.26003,429.369
424.074,2.25808,429.738
424.437,2.25644,430.035
424.662,2.25578,430.386
425.047,2.25512,430.748
425.731,2.25401,431.097
426.413,2.25268,431.502
427.043,2.25037,431.924
427.691,2.2472,432.391
428.18,2.24457,432.985
428.653,2.24207,433.533
429.116,2.23865,433.805
429.032,2.23554,433.906
429.215,2.23348,434.512
429.453,2.23196,435.31
429.462,2.23066,435.735
429.243,2.23031,435.849
428.57,2.23075,435.616
427.034,2.23255,434.819
425.376,2.23678,434.052
424.777,2.2423,434.034
424.87,2.24639,434.323
423.559,2.24526,433.082
411.579,2.24855,425.778
398.758,2.2668,418.192
393.948,2.28424,416.069
389.32,2.29298,412.815
386.975,2.29813,408.413
386.326,2.3015,404.587
386.109,2.30545,401.477
386.321,2.30974,398.936
387.015,2.31327,397.249
388.364,2.31543,396.609
390.743,2.31228,396.592
393.893,2.30481,397.418
397.585,2.29415,399.209
401.507,2.27895,401.309
405.024,2.26171,403.26
408.03,2.24556,405.431
410.634,2.23227,407.827
412.781,2.22156,410.054
414.481,2.21136,411.971
416.055,2.20291,413.94
417.645,2.19598,415.965
419.061,2.19073,417.785
420.298,2.18603,419.177
421.721,2.18164,420.395
423.088,2.17797,421.568
424.178,2.17593,422.699
424.871,2.17656,423.74
425.403,2.17897,424.568
426.013,2.18195,425.191
426.611,2.1859,425.81
427.043,2.19097,426.46
427.283,2.19658,427.044
427.73,2.19991,427.429
428.436,2.20192,427.848
429.112,2.20478,428.487
429.67,2.20876,429.117
430.147,2.21292,429.482
430.496,2.21637,429.576
430.673,2.21852,429.461
430.816,2.21858,429.333
431.037,2.21603,429.28
430.992,2.21335,429.49
430.369,2.21006,429.342
427.906,2.20821,427.966
426.956,2.21301,428.587
428.27,2.22057,431.171
429.207,2.22636,432.493
429.387,2.23022,432.658
428.908,2.23264,432.358
428.918,2.23511,432.384
428.767,2.23798,432.606
428.463,2.23973,432.518
427.925,2.2406,432.131
427.269,2.24154,431.831
426.899,2.24339,431.965
426.72,2.24504,432.192
426.444,2.24606,432.161
426.062,2.24694,432.007
425.677,2.24838,431.925
425.562,2.25055,432.108
425.783,2.25257,432.524
425.271,2.25396,432.518
424.784,2.25357,432.132
425.027,2.25155,431.94
425.374,2.24985,432.172
425.619,2.24878,432.556
425.736,2.2485,432.914
425.63,2.2492,433.265
425.933,2.24854,433.443
426.719,2.24659,433.593
427.385,2.24511,433.988
427.866,2.24393,434.415
428.211,2.24306,434.743
428.552,2.24252,435.147
428.847,2.24292,435.708
428.904,2.24476,436.346
429.187,2.24593,436.772
429.786,2.24588,436.976
430.506,2.24468,437.186
430.281,2.24298,436.966
430.049,2.24156,436.809
430.184,2.24085,437.212
430.471,2.24014,437.817
430.541,2.23906,438.103
430.483,2.23799,438.172
430.509,2.23724,438.367
430.317,2.23599,438.364
430.158,2.235,438.375
430.388,2.2347,438.849
430.527,2.23355,439.147
430.361,2.23116,438.874
429.886,2.22823,438.304
429.097,2.22571,437.712
428.567,2.22467,437.533
428.592,2.22492,437.854
428.536,2.22482,437.912
428.166,2.22394,437.496
427.829,2.22285,437.192
427.725,2.22221,437.273
427.781,2.22208,437.45
427.965,2.22237,437.564
428.153,2.22308,437.616
428.354,2.22433,437.718
428.766,2.2265,438.06
429.215,2.22889,438.448
429.306,2.23079,438.516
429.362,2.23248,438.418
429.495,2.23431,438.41
429.619,2.2362,438.429
429.743,2.23791,438.394
429.765,2.23974,438.32
429.796,2.24184,438.263
429.449,2.24452,438.141
428.884,2.24749,437.929
428.614,2.24911,437.594
428.828,2.24966,437.317
429.384,2.25082,437.379
429.442,2.25522,437.707
429.24,2.2616,437.727
428.518,2.26704,436.377
428.393,2.27139,434.507
428.828,2.27277,432.683
428.667,2.2702,430.524
427.984,2.26702,428.699
427.68,2.26379,427.596
428.23,2.26083,426.955
428.013,2.25933,425.899
427.104,2.25944,424.366
423.425,2.25941,420.739
413.859,2.26516,413.364
405.305,2.27994,408.297
404.147,2.28958,408.386
400.091,2.29106,405.244
387.881,2.29356,393.61
363.231,2.31414,372.016
334.491,2.34705,353.638
315.421,2.36992,343.395
307.004,2.37241,340.655
304.58,2.35893,337.803
304.526,2.33785,330.938
306.516,2.33445,324.93
309.411,2.34978,320.159
313.488,2.35466,314.759
316.663,2.34814,309.891
318.297,2.34698,307.007
318.69,2.35028,305.107
319.365,2.35036,303.59
320.358,2.34871,303.012
320.942,2.35052,303.473
321.071,2.35737,304.613
321.428,2.36481,306.243
323.057,2.37106,309.029
327.249,2.37253,313.126
330.525,2.36855,315.777
330.431,2.36416,316.831
329.498,2.36356,319.289
330.172,2.36388,323.322
331.521,2.35959,325.723
327.753,2.35063,323.032
321.902,2.34102,320.224
321.41,2.33349,323.893
321.641,2.32966,327.146
321.347,2.32557,327.106
321.025,2.3251,326.674
319.701,2.33238,326.576
319.432,2.33103,326.286
319.929,2.32923,326.711
319.629,2.34074,327.447
318.997,2.3548,327.498
318.426,2.36912,327.496
319.315,2.376,327.731
321.813,2.37715,328.614
324.619,2.377,329.849
327.583,2.3768,331.079
331.663,2.37604,333.17
336.871,2.37485,335.875
342.962,2.37197,338.704
349.196,2.36613,342.009
354.787,2.3594,345.252
359.808,2.35411,348.551
365.025,2.35046,352.59
369.896,2.34647,356.984
372.39,2.33994,359.333
375.826,2.33989,364.097
378.926,2.34724,372.011
382.585,2.34583,378.315
387.292,2.33222,381.614
386.121,2.31448,381.454
371.495,2.3165,372.968
367.287,2.33627,373.584
370.67,2.35219,380.299
374.253,2.35997,384.288
379.282,2.36014,386.466
384.528,2.35477,387.996
389.299,2.34342,389.561
393.769,2.32955,392.38
397.604,2.31713,395.796
400.888,2.30413,398.427
403.848,2.28962,400.551
406.103,2.27422,402.489
407.392,2.26138,404.455
407.782,2.25348,406.218
408.15,2.24386,407.308
408.018,2.23529,408.321
406.969,2.23802,410.225
405.988,2.24311,411.719
405.304,2.24085,411.667
404.181,2.23825,411.34
402.609,2.24382,412.12
402.195,2.24445,412.507
401.595,2.22913,410.056
382.87,2.2252,396.842
275.865,2.33471,353.102
243.064,2.40992,330.942
247.557,2.42627,326.873
261.397,2.36899,323.686
279.593,2.36325,320.659
291.522,2.39706,315.47
307.003,2.37863,309.333
312.854,2.36805,302.598
316.683,2.37412,300.227
319.728,2.37885,300.288
322.516,2.37846,301.457
325.336,2.37449,303.436
328.13,2.36892,306.301
331.063,2.36598,310.298
335.019,2.36498,315.366
338.818,2.36291,320.337
342.166,2.35941,325.16
344.837,2.35597,329.704
346.418,2.35307,333.553
346.726,2.35165,336.339
344.619,2.35023,337.036
339.84,2.34962,336.394
335.141,2.35305,336.797
331.751,2.35547,337.182
328.235,2.35094,335.738
324.345,2.34533,334.116
321.55,2.34556,333.384
321.62,2.34002,332.767
325,2.31245,332.272
330.007,2.28327,333.564
331.111,2.2957,334.648
329.424,2.31337,333.519
327.522,2.31281,331.481
325.643,2.31499,329.978
324.712,2.31637,329.017
324.12,2.32108,328.612
323.214,2.32848,328.197
323.006,2.32712,327.473
324.779,2.31444,327.224
327.702,2.30713,328.31
325.577,2.3391,329.05
320.614,2.3697,327.984
319.948,2.38021,326.185
321.594,2.37759,325.904
323.618,2.37455,327.466
325.752,2.37079,328.514
327.803,2.36051,327.68
328.627,2.34969,326.984
327.754,2.3531,327.767
327.644,2.3513,327.182
328.077,2.3464,326.9
329.052,2.35173,329.124
332.416,2.35183,330.87
334.054,2.3461,330.516
332.752,2.3465,329.899
330.559,2.35435,329.76
329.141,2.36086,330.075
328.982,2.3637,330.667
329.137,2.36159,330.457
328.24,2.35613,329.325
327.485,2.35215,329.082
326.519,2.35365,329.296
325.611,2.35903,329.405
325.702,2.36177,329.263
326.516,2.35799,328.75
326.846,2.35068,328.052
326.474,2.34411,327.271
325.781,2.34036,326.614
325.139,2.33682,326
325.088,2.32935,325.435
325.931,2.31612,325.14
328.757,2.29127,325.815
333.389,2.26359,328.208
335.654,2.27248,331.472
330.055,2.32437,331.581
321.81,2.35204,328.137
318.445,2.36264,325.922
318.014,2.37127,326.75
319.319,2.37594,328.418
321.861,2.3768,329.911
324.853,2.37646,331.161
328.457,2.37525,332.541
333.156,2.37347,334.775
338.486,2.37052,336.923
343.502,2.36661,338.865
348.074,2.36263,341.317
352.423,2.35828,344.229
355.988,2.35399,346.384
358.363,2.35077,348.016
359.777,2.34914,349.518
359.618,2.34735,350.129
354.652,2.34463,347.15
342.86,2.34572,339.765
328.901,2.34828,332.64
323.301,2.33623,330.916
326.078,2.31823,333.999
324.784,2.332,334.042
323.213,2.34344,331.414
323.419,2.34422,328.86
323.796,2.34938,327.613
324.061,2.35545,326.776
325.233,2.34999,325.935
326.479,2.3426,325.622
325.79,2.34966,325.638
324.633,2.35431,325.156
324.646,2.35019,324.548
325.82,2.33717,324.049
327.771,2.31808,324.062
328.871,2.31776,325.375
327.426,2.33597,326.293
325.944,2.34424,326.073
326.531,2.33089,325.166
329.318,2.29102,324.939
335.535,2.24496,328.067
339.24,2.23559,332.537
336.514,2.28051,334.652
329.955,2.31763,333.503
325.353,2.33021,331.483
322.749,2.34196,330.731
320.866,2.35733,331.098
320.72,2.3682,331.643
322.133,2.3736,332.429
324.661,2.37502,333.754
329.051,2.37229,335.237
334.752,2.36577,336.956
339.5,2.3574,337.959
340.575,2.34705,336.493
336.394,2.33525,332.618
330.646,2.32669,329.343
326.908,2.32217,328.531
326.299,2.30933,328.169
328.41,2.28364,328.323
332.071,2.26289,329.769
336.01,2.25668,332.149
338.397,2.2656,334.376
337.235,2.30268,335.622
331.402,2.3459,334.679
326.097,2.3589,332.934
323.916,2.36432,332.328
323.494,2.37016,332.55
323.412,2.38087,333.296
323.615,2.39103,334.401
324.924,2.39669,335.039
327.61,2.39718,335.28
331.563,2.3926,335.918
336.64,2.38527,337.88
342.251,2.37576,340.173
348.13,2.36589,342.806
354.157,2.35784,346.321
360.294,2.35069,349.717
361.781,2.34197,349.1
353.668,2.33928,343.099
346.889,2.34997,341.494
343.694,2.35802,342.836
343.436,2.35959,343.382
343.88,2.35706,342.895
342.795,2.3534,341.407
339.128,2.34962,338.483
331.19,2.34425,332.667
324.051,2.34158,327.463
321.553,2.35216,327.592
321.128,2.35944,327.252
323.011,2.3521,325.371
325.457,2.3386,324.277
326.666,2.33083,323.655
326.711,2.32322,322.883
326.363,2.31134,322.1
326.569,2.29453,321.726
327.8,2.27659,322.129
330.26,2.25423,323.464
333.113,2.23558,325.827
335.39,2.22856,328.784
336.872,2.22674,331.473
336.957,2.23296,333.362
334.91,2.24994,334.05
332.575,2.25824,333.823
331.272,2.26194,333.841
330.051,2.27212,334.331
329.068,2.27799,334.691
328.293,2.28047,334.803
327.48,2.28427,334.629
326.449,2.29048,334.15
324.456,2.30277,333.319
322.386,2.31607,332.168
320.806,2.33094,331.1
319.819,2.34625,330.308
320.217,2.35644,329.438
321.779,2.36146,329.226
324.232,2.35986,330.025
327.692,2.3577,331.31
333.628,2.35446,333.972
341.035,2.35039,336.78
347.488,2.3434,338.923
350.832,2.33641,339.594
353.91,2.33522,342.475
358.867,2.33631,347.667
363.977,2.33122,351.089
364.516,2.32261,351.533
361.462,2.32367,351.351
356.82,2.33314,350.736
351.96,2.34332,349.558
349.223,2.35228,349.748
349.467,2.35778,351.448
351.915,2.36033,353.485
355.392,2.3601,355.246
358.704,2.35788,356.697
361.898,2.35533,358.605
365.041,2.3522,361.031
368.251,2.34817,363.689
371.383,2.34338,366.639
374.509,2.33725,369.871
377.27,2.33026,372.903
379.283,2.32264,375.306
380.419,2.31459,377.186
381.334,2.30799,379.234
382.741,2.30335,381.647
384.59,2.29969,384.127
385.555,2.29575,385.465
384.066,2.29391,384.815
379.961,2.29781,382.44
380.589,2.30909,384.563
383.734,2.31902,388.594
385.93,2.31894,389.408
387.896,2.31101,388.89
388.361,2.30404,389.262
388.871,2.30202,390.7
389.46,2.30019,391.648
389.554,2.29526,391.478
388.545,2.29052,390.814
386.39,2.28806,389.808
383.199,2.28875,388.253
379.986,2.29295,386.681
377.717,2.29863,385.457
