HAC,DEN,BHC
418.867,2.22836,422.597
419.144,2.22648,422.856
419.343,2.22448,422.976
419.503,2.22269,422.951
419.703,2.22088,422.837
419.931,2.21953,422.707
420.132,2.21831,422.471
420.192,2.21731,422.031
420.182,2.21617,421.457
420.176,2.21504,420.933
420.08,2.21542,420.606
419.951,2.21748,420.405
419.924,2.21991,420.201
420.047,2.2214,419.979
420.241,2.22223,419.848
420.459,2.22292,419.893
420.66,2.2242,420.126
420.839,2.22632,420.487
421.059,2.2288,420.855
421.352,2.23117,421.141
421.718,2.23282,421.357
422.118,2.23348,421.597
422.614,2.23248,421.899
423.209,2.2306,422.356
423.883,2.22866,423.013
424.607,2.22655,423.74
425.28,2.22355,424.409
425.71,2.22009,425.019
425.871,2.21684,425.629
425.787,2.21504,426.231
425.6,2.21418,426.7
425.427,2.21409,427.076
425.286,2.21452,427.435
424.948,2.21677,427.78
424.422,2.22015,427.974
424.016,2.22227,427.939
423.875,2.22191,427.777
423.803,2.22001,427.601
423.395,2.21921,427.405
422.631,2.22,427.13
420.94,2.22685,426.88
420.922,2.22696,426.65
420.871,2.22914,426.632
421.499,2.22785,426.7
422.315,2.22486,426.716
422.753,2.22124,426.718
423.15,2.21602,426.701
423.569,2.21021,426.768
423.833,2.20533,426.947
424.006,2.2011,427.093
424.821,2.19377,427.238
425.073,2.18944,427.462
424.87,2.18785,427.747
424.585,2.18846,427.976
424.384,2.19088,428.255
424.29,2.19465,428.528
424.254,2.19907,428.734
424.217,2.20339,428.875
424.191,2.20685,429.038
424.097,2.21041,429.267
423.925,2.21441,429.494
423.799,2.21793,429.643
423.835,2.22025,429.727
423.699,2.22431,429.868
423.253,2.23058,430.086
423.027,2.23333,430.123
423.212,2.23195,429.924
423.403,2.23073,429.818
423.457,2.23092,429.931
423.449,2.23257,430.129
423.496,2.23503,430.319
423.628,2.23813,430.456
423.913,2.241,430.458
424.423,2.24217,430.312
425.293,2.24048,430.038
426.806,2.23468,429.742
428.382,2.22569,429.544
426.99,2.21941,428.478
427,2.2179,428.694
427.885,2.21888,430.256
428.416,2.22071,431.356
428.398,2.22291,431.843
427.916,2.22594,432.024
427.334,2.22842,432.206
426.747,2.22946,432.347
425.485,2.23022,432.207
425.29,2.23149,432.595
424.972,2.23036,432.795
423.068,2.227,431.52
419.733,2.22527,428.9
416.693,2.22704,427.267
416.631,2.2304,428.15
417.253,2.23111,428.984
417.301,2.23084,428.575
416.561,2.2339,427.935
416.211,2.23562,427.291
417.229,2.23322,426.849
417.934,2.23001,426.546
417.987,2.22866,426.264
418.138,2.22941,426.151
418.082,2.23071,425.764
418.57,2.23159,425.508
419.23,2.23208,425.513
420.145,2.2313,425.591
421.276,2.22923,425.677
422.319,2.22674,425.807
423.061,2.22438,425.908
423.031,2.22314,425.75
421.534,2.22244,424.571
417.33,2.22353,421.232
399.775,2.24047,409.547
371.22,2.27861,393.597
353.481,2.31276,387.004
346.485,2.32901,385.262
347.495,2.33163,382.868
355.347,2.32895,381.798
369.15,2.32381,383.733
385.271,2.3167,387.354
396.713,2.31067,390.271
403,2.3064,392.202
408.134,2.30303,393.9
411.715,2.29972,396.182
413.886,2.29696,399.161
414.919,2.29523,402.465
415.4,2.29357,405.806
415.856,2.29057,409.027
416.277,2.28723,412.051
416.621,2.2844,414.731
417.129,2.28083,416.813
417.931,2.27589,418.286
418.847,2.26964,419.359
419.418,2.26423,420.361
419.512,2.26091,421.294
419.436,2.25923,421.922
419.626,2.25771,422.17
420.317,2.25515,422.275
421.192,2.25178,422.469
421.856,2.24804,422.666
422.174,2.24456,422.675
422.337,2.24097,422.475
422.496,2.23713,422.227
422.252,2.23392,421.879
421.784,2.23156,421.385
421.057,2.23001,420.816
419.965,2.22964,420.306
417.972,2.2303,419.194
415.301,2.23258,417.553
414.029,2.23584,417.08
415.707,2.2369,418.518
416.71,2.23476,419.114
416.801,2.23041,418.606
417.38,2.22598,418.582
417.771,2.22308,419.034
417.886,2.2225,419.537
417.801,2.22562,420.06
417.841,2.23147,420.646
418.486,2.23649,421.104
419.691,2.23757,421.309
420.611,2.23548,421.396
420.294,2.23347,421.263
420.517,2.23278,421.689
420.278,2.23299,421.987
420.707,2.23219,422.241
419.485,2.23246,421.759
419.05,2.2339,421.691
419.724,2.23545,422.287
419.621,2.23729,422.242
419.588,2.23805,421.737
420.143,2.23668,421.536
419.905,2.23327,420.931
417.293,2.23171,418.69
416.938,2.23241,418.629
418.408,2.23153,420.093
418.998,2.22884,420.148
419.139,2.22697,419.87
419.464,2.22622,420.127
419.771,2.22601,420.452
420.136,2.22566,420.537
420.629,2.22494,420.533
421.07,2.22427,420.594
421.468,2.22328,420.648
421.205,2.2222,420.318
420.852,2.22162,420.041
420.601,2.22204,420.087
420.147,2.22345,420.013
418.886,2.22544,419.041
417.9,2.22777,418.281
419.002,2.22903,419.262
419.491,2.22819,419.741
419.449,2.22603,419.532
419.528,2.22535,419.567
419.533,2.22549,419.692
419.621,2.22592,419.686
419.821,2.22621,419.654
417.712,2.22633,418.258
415.057,2.23012,416.578
417.571,2.23544,419.016
416.301,2.23938,419.084
416.671,2.23877,418.222
418.356,2.23472,418.554
420.132,2.22859,419.4
420.094,2.22393,419.347
420.148,2.22095,419.126
420.877,2.2194,419.621
421.406,2.21903,420.121
421.884,2.21857,420.306
419.471,2.21703,417.951
415.038,2.21857,414.369
417.859,2.22042,417.182
419.363,2.21744,419
419.626,2.20887,418.229
419.253,2.20163,416.957
417.567,2.19972,416.138
417.163,2.20221,416.677
418.093,2.20576,417.729
418.166,2.20938,418.183
418.199,2.21233,418.199
418.814,2.21456,418.492
419.676,2.21727,419.194
420.377,2.22179,420.022
420.749,2.22771,420.658
421.131,2.23248,420.991
421.939,2.23391,421.139
423.151,2.23184,421.349
424.348,2.22762,421.738
423.001,2.22539,421.22
422.136,2.22552,420.922
421.187,2.22578,420.491
419.381,2.22525,419.126
418.162,2.2253,418.533
417.962,2.22525,419.104
417.553,2.22397,419.247
417.195,2.22259,418.935
416.837,2.22004,418.433
415.768,2.21624,417.418
414.761,2.21353,416.661
415.029,2.21265,417.154
414.232,2.21468,417.405
414.173,2.21513,417.357
414.99,2.21087,417.305
416.05,2.20445,417.467
415.973,2.20239,417.606
415.271,2.20263,417.642
414.757,2.20501,417.803
414.76,2.21155,418.442
415.458,2.216,419.282
416.832,2.21775,420.099
417.934,2.21895,420.636
418.989,2.21812,420.92
420.055,2.21597,421.258
421.027,2.21459,421.88
422.025,2.21451,422.671
424.202,2.20849,423.249
425.215,2.20895,423.772
423.51,2.22545,424.623
423.069,2.23436,424.932
424.828,2.23194,424.443
426.606,2.22827,424.748
428.023,2.22383,425.607
427.72,2.22106,425.564
426.677,2.2209,424.885
425.545,2.22223,424.198
424.175,2.22386,423.545
422.691,2.22565,422.895
421.089,2.22741,422.119
419.5,2.22926,421.291
418.153,2.23068,420.53
417.023,2.23081,419.765
415.62,2.22981,418.63
412.968,2.2295,416.594
399.893,2.23927,407.449
357.169,2.28014,382.567
327.741,2.32049,368.544
320.325,2.31793,362.925
320.46,2.30466,361.68
319.898,2.32513,358.135
324.627,2.34413,352.153
337.219,2.34655,349.091
354.867,2.33811,352.631
373.181,2.33164,359.533
388.566,2.32802,366.918
396.152,2.32353,371.858
401.746,2.32087,377.065
406.331,2.31793,383.322
409.926,2.31491,389.298
412.612,2.31164,395.598
414.555,2.30733,401.629
416.098,2.30099,407.083
417.463,2.29284,411.994
418.593,2.28492,416.271
419.557,2.2781,419.409
420.451,2.27177,421.32
420.238,2.2653,421.88
419.193,2.25926,421.613
418.202,2.25428,421.432
417.6,2.25069,421.559
417.512,2.24813,421.646
417.363,2.24598,421.253
416.545,2.24453,420.104
411.789,2.24644,415.856
405.21,2.25572,411.117
414.125,2.2583,417.465
414.084,2.25613,417.91
415.137,2.24869,415.551
417.285,2.23913,415.214
418.702,2.22945,415.863
416.429,2.2267,414.984
416.252,2.22925,415.104
418.413,2.23279,416.805
417.922,2.23767,417.51
418.226,2.24109,417.926
419.429,2.24194,418.771
420.981,2.24054,419.849
422.406,2.23767,420.702
423.286,2.23533,421.354
423.65,2.2344,422.031
423.625,2.23419,422.506
422.959,2.23402,422.29
421.854,2.23363,421.575
420.812,2.23358,421.03
419.964,2.2334,420.717
419.102,2.23313,420.215
418.185,2.23291,419.567
417.662,2.23303,419.314
418.056,2.23308,419.591
419.109,2.23277,419.918
419.612,2.23173,419.315
418.658,2.23027,417.431
415.373,2.22965,414.144
406.225,2.2363,407.869
400.249,2.24706,405.147
401.727,2.2506,407.039
404.852,2.24645,408.322
407.138,2.23995,408.244
408.464,2.23482,407.716
409.516,2.23404,407.867
410.472,2.23703,408.664
411.623,2.24134,409.741
413.16,2.24396,410.931
415.251,2.24043,412.101
417.131,2.23367,413.28
416.527,2.23798,414.508
415.422,2.24595,415.629
416.591,2.24204,416.332
419.093,2.23182,417.272
420.785,2.22421,418.748
421.625,2.21868,420.033
422.049,2.21494,420.868
422.444,2.21198,421.576
422.956,2.20926,422.354
423.654,2.2056,423.098
424.582,2.20032,423.72
425.655,2.19338,424.188
426.37,2.18702,424.48
426.165,2.18482,424.668
425.385,2.18588,424.716
425.358,2.18397,424.599
425.983,2.17939,424.539
426.576,2.17504,424.788
426.914,2.17244,425.182
427.01,2.1728,425.508
427.116,2.17537,425.751
427.452,2.17852,425.876
428.002,2.18102,425.893
427.51,2.18464,425.43
426.98,2.18929,425.027
425.995,2.19416,424.299
424.49,2.19927,423.07
422.528,2.2046,421.565
420.85,2.2097,420.426
420.677,2.21365,420.558
421.152,2.21517,420.861
421.484,2.2157,420.671
421.86,2.21675,420.546
422.187,2.21808,420.459
422.612,2.21919,420.377
422.93,2.21949,420.208
422.276,2.21899,419.309
421.293,2.21949,418.533
421.392,2.22128,419.18
422.182,2.22242,419.911
422.195,2.22289,419.849
422.289,2.22217,419.673
422.544,2.2211,419.94
422.415,2.22065,420.244
422.375,2.2207,420.491
422.285,2.22059,420.605
421.875,2.21988,420.455
421.625,2.21915,420.48
421.944,2.21846,420.983
421.824,2.21775,421.19
421.649,2.21692,421.149
420.863,2.21685,420.91
420.562,2.21729,420.956
420.564,2.21704,420.999
420.574,2.21643,420.907
420.509,2.21629,420.851
420.259,2.21679,420.715
419.846,2.21747,420.364
419.377,2.21822,419.905
418.84,2.2192,419.565
418.001,2.22083,419.125
417.125,2.22346,418.738
417.133,2.22613,418.996
417.805,2.22732,419.448
418.044,2.22699,419.128
417.243,2.2267,417.974
415.663,2.22739,416.571
413.478,2.22946,415.162
404.392,2.23666,408.701
387.087,2.25601,397.464
382.94,2.27087,397.009
389.584,2.26948,401.546
397.709,2.25811,403.816
401.702,2.24715,403.206
403.52,2.2407,401.987
403.802,2.24028,401.219
404.811,2.24426,401.775
408.015,2.24901,403.948
409.887,2.25394,405.985
412.218,2.25629,407.688
414.769,2.2547,409.214
416.83,2.25104,410.867
418.057,2.24788,412.717
418.675,2.24647,414.584
419.162,2.24605,416.323
419.924,2.2452,417.945
421.179,2.24247,419.384
420.108,2.23843,418.899
404.634,2.24486,407.981
356.164,2.28972,382.467
333.485,2.32869,375.004
328.609,2.341,375.123
330.492,2.33874,371.357
338.763,2.32846,366.827
349.051,2.31925,364.999
360.151,2.31568,365.443
371.072,2.31608,367.468
381.964,2.31535,370.934
389.806,2.31376,374.3
394.497,2.31191,377.356
398.601,2.30876,381.064
401.927,2.30574,385.487
404.37,2.30243,389.762
405.403,2.29635,393.205
397.41,2.29575,391.209
385.442,2.3054,386.014
379.62,2.31169,385.952
377.324,2.31088,387.184
377.715,2.30685,387.64
380.002,2.3021,388.218
385.204,2.29666,390.721
393.353,2.29014,394.856
403.221,2.28195,399.442
408.625,2.27468,401.777
411.955,2.26873,403.147
414.526,2.26448,405.669
416.493,2.26108,408.847
418.364,2.25671,411.688
419.139,2.25146,413.478
417.483,2.2474,413.935
415.691,2.24469,414.452
414.724,2.24297,415.477
415.008,2.24079,416.607
415.097,2.23646,416.883
414.102,2.23158,416.419
413.45,2.2293,416.681
413.951,2.2297,417.865
414.651,2.23056,418.551
415.318,2.23136,418.524
415.718,2.2319,418.277
416.356,2.23167,418.319
416.45,2.2311,418.129
411.664,2.23086,413.859
406.775,2.23578,410.465
413.58,2.23838,416.681
413.391,2.23288,416.581
416.889,2.21946,415.383
415.762,2.21554,415.094
417.854,2.21542,417.119
419.084,2.21412,417.525
420.132,2.21231,417.154
420.816,2.21196,417.421
420.954,2.21233,417.777
421.776,2.20907,417.92
422.419,2.20408,418.066
422.099,2.20132,418.381
422.127,2.20014,418.963
422.266,2.20044,419.533
422.561,2.20222,420.148
422.778,2.20451,420.503
422.415,2.20605,420.137
420.549,2.20616,418.238
418.346,2.20632,416.466
417.951,2.2063,416.654
417.598,2.20411,416.556
416.724,2.20224,415.713
416.955,2.20289,416.03
418.036,2.2041,417.075
418.682,2.20556,417.412
419.038,2.20837,417.46
419.719,2.2115,417.666
420.548,2.21357,417.904
421.502,2.21378,418.107
422.547,2.21206,418.344
422.584,2.20953,418.153
421.406,2.20783,417.463
422.118,2.20863,418.362
422.728,2.21175,419.522
422.638,2.2122,419.286
423.861,2.20852,419.192
422.254,2.20545,418.49
420.83,2.20428,417.966
420.34,2.20399,418.126
419.523,2.20337,417.818
418.42,2.20348,417.116
417.93,2.20431,417.024
417.755,2.20407,417.064
417.868,2.2029,417.044
418.289,2.20125,417.179
418.945,2.20002,417.599
416.534,2.19918,415.609
418.66,2.20429,417.41
417.229,2.22161,418.98
416.642,2.22866,417.927
419.986,2.22042,416.206
423.667,2.20765,417.651
423.014,2.19835,418.216
422.438,2.19616,418.38
423.278,2.19851,419.315
423.807,2.20156,419.978
423.643,2.20472,420.074
423.261,2.20811,420.134
422.819,2.21106,420.266
422.259,2.21336,420.39
421.464,2.21501,420.322
420.853,2.21655,420.325
420.713,2.21793,420.608
420.609,2.21844,420.788
420.395,2.21824,420.803
420.013,2.21774,420.677
419.116,2.21741,420.088
419.167,2.218,419.976
419.438,2.21988,420.2
418.676,2.2202,419.553
419.251,2.21778,419.398
420.265,2.2149,420.054
421.125,2.21279,420.803
420.63,2.21265,420.781
420.831,2.21428,421.114
421.597,2.21634,421.902
421.854,2.21771,422.167
421.603,2.21798,421.82
421.02,2.21909,421.62
422.047,2.22122,422.721
421.86,2.22346,422.97
422.142,2.22304,422.621
422.786,2.2197,422.484
421.684,2.21729,421.908
420.925,2.21693,421.734
419.965,2.21843,421.468
419.257,2.22141,421.216
420.098,2.22456,422.144
420.96,2.22568,422.572
420.789,2.22564,422.003
420.931,2.22663,422.041
421.092,2.22743,422.35
420.619,2.22763,421.969
418.637,2.22885,420.247
404.448,2.24031,409.571
374.83,2.27906,391.901
391.529,2.29433,407.113
404.126,2.29528,416.013
405.61,2.28307,411.825
410.767,2.26353,407.765
415.165,2.24824,410.171
415.56,2.24235,411.16
415.967,2.24344,411.013
417.065,2.24583,411.343
417.194,2.24683,411.766
418.041,2.24521,412.653
419.132,2.24255,413.901
419.997,2.24061,415.229
420.868,2.23844,416.455
422.031,2.23421,417.476
421.13,2.23063,417.468
420.732,2.22976,417.966
421.693,2.23,419.501
422.293,2.22948,420.572
422.439,2.22773,420.849
422.966,2.2264,421.344
423.365,2.2265,422.031
422.267,2.22513,421.472
419.855,2.22532,420.027
420.583,2.22966,421.223
421.692,2.23143,422.607
421.495,2.23291,422.6
420.999,2.23648,422.245
421.239,2.23654,422.091
421.66,2.23463,422.127
421.662,2.23332,422.252
421.506,2.23184,422.327
421.375,2.23065,422.435
421.411,2.22993,422.658
421.465,2.23053,422.906
421.574,2.23125,423.102
422.183,2.2289,423.304
423.201,2.22423,423.688
423.979,2.22161,424.37
424.391,2.22301,425.239
424.883,2.2268,425.978
425.782,2.22998,426.394
427.086,2.23032,426.527
427.142,2.22847,425.969
426.062,2.22606,424.705
425.221,2.22266,423.986
424.407,2.21832,423.671
423.82,2.21482,423.754
422.888,2.21201,423.602
420.995,2.21042,422.623
400.403,2.22523,409.474
388.094,2.26359,403.078
410.002,2.28236,418.622
409.343,2.27963,421.026
412.192,2.25966,416.749
415.07,2.24864,414.947
416.657,2.24447,416.301
417.638,2.24203,416.933
418.472,2.23932,417.002
419.141,2.23708,417.241
419.658,2.23522,417.835
420.022,2.23384,418.572
420.432,2.23174,419.291
420.967,2.22911,420.056
421.601,2.22709,421.055
422.405,2.22672,422.357
423.4,2.22831,423.784
424.536,2.23042,424.939
425.884,2.23059,425.559
427.558,2.22673,425.877
426.152,2.22199,424.7
424.224,2.22019,423.341
424.947,2.22012,424.751
425.743,2.21714,425.498
425.017,2.2125,424.324
423.726,2.21007,423.29
421.791,2.21,422.348
418.821,2.21303,420.581
417.669,2.21879,420.344
419.999,2.22356,422.691
421.213,2.2228,423.23
420.714,2.21988,421.615
419.671,2.22114,420.628
419.69,2.22451,421.196
420.153,2.22711,421.573
420.645,2.22855,421.659
420.813,2.22879,421.511
420.487,2.22778,421.042
420.499,2.22661,420.902
421.009,2.22492,421.276
421.072,2.22243,421.406
420.807,2.22027,421.239
420.486,2.21909,421.137
420.425,2.21762,421.177
420.754,2.21527,421.411
420.913,2.21134,421.331
418.88,2.20599,419.374
411.067,2.20859,413.984
412.557,2.21603,416.38
417.357,2.2219,421.292
416.887,2.22354,420.658
418.747,2.21969,419.164
421.881,2.21127,419.622
422.178,2.20939,420.125
421.952,2.21683,420.91
421.831,2.21994,420.598
423.712,2.21598,420.435
423.512,2.21168,420.229
421.732,2.20834,419.461
420.995,2.20653,419.246
421.447,2.20515,420.057
421.892,2.20311,420.862
421.607,2.20118,421.187
420.099,2.20021,420.681
419.109,2.2029,420.472
420.478,2.20837,421.854
419.457,2.21366,422.264
419.107,2.21706,422.235
419.48,2.21967,422.617
420.334,2.22067,423.199
421.417,2.22038,423.714
422.283,2.22065,424.174
422.812,2.22196,424.616
423.324,2.22312,425.033
424.181,2.22272,425.405
425.709,2.21907,425.745
423.063,2.2126,423.357
390.952,2.23944,399.33
350.741,2.30304,380.733
342.963,2.34234,383.336
352.305,2.35363,390.277
373.039,2.34604,390.158
389.005,2.32327,388.687
396.65,2.30363,389.006
402.13,2.29,390.844
405.975,2.28411,392.423
408.88,2.28274,394.186
411.549,2.28207,396.549
414.028,2.28018,399.449
416.248,2.27602,402.584
418.13,2.26952,405.756
419.566,2.26179,408.945
420.515,2.25414,412.008
421.104,2.24762,414.773
421.78,2.24095,417.195
422.691,2.23399,419.408
423.548,2.22841,421.506
424.047,2.22629,423.313
424.396,2.22659,424.607
425.003,2.22716,425.508
425.841,2.22672,426.216
424.975,2.2269,426.079
424.219,2.22781,425.804
423.602,2.22846,425.325
422.867,2.22833,424.373
421.914,2.22774,423.097
420.42,2.22706,421.261
418.115,2.22597,418.732
415.136,2.22498,416.183
410.475,2.22649,413.363
403.787,2.23427,409.953
399.271,2.24479,407.811
393.901,2.2545,404.628
387.757,2.26472,400.28
386.705,2.27374,399.055
390.212,2.27873,400.569
397.356,2.27893,403.367
401.888,2.27995,404.631
404.456,2.28264,405.28
407.345,2.28399,406.273
409.995,2.28283,407.753
412.199,2.27941,409.48
413.925,2.27568,411.293
415.311,2.27219,413.072
416.473,2.2689,414.681
417.423,2.26575,416.085
418.207,2.263,417.45
418.928,2.26061,418.791
419.613,2.25783,419.941
420.301,2.25296,420.816
421.078,2.24483,421.589
422.036,2.23428,422.441
422.685,2.22713,423.403
422.18,2.22928,424.261
421.14,2.23704,424.783
420.723,2.24109,424.88
421.147,2.23941,424.806
422.057,2.23486,424.892
422.846,2.23095,425.16
423.149,2.22858,425.38
423.072,2.22601,425.425
422.611,2.22445,425.39
421.817,2.22445,425.329
420.778,2.22641,425.277
419.713,2.23022,425.297
418.847,2.23526,425.39
418.287,2.24058,425.435
418.122,2.24414,425.324
418.326,2.24574,425.151
418.811,2.24656,425.078
419.501,2.24755,425.125
420.465,2.24791,425.13
421.42,2.24832,424.998
422.335,2.24819,424.87
424.124,2.24319,424.877
423.878,2.23834,424.043
422.642,2.23983,423.061
422.608,2.24434,423.197
422.753,2.24791,423.502
422.56,2.25018,423.413
422.231,2.2517,423.168
421.804,2.25133,422.958
421.09,2.24885,422.685
420.23,2.24561,422.464
418.722,2.24201,422.024
416.449,2.24078,421.165
416.603,2.24334,422.177
417.772,2.2468,423.735
417.256,2.24979,423.904
417.955,2.24997,423.752
419.361,2.24572,423.982
420.778,2.23883,424.436
421.597,2.23373,424.91
422.133,2.23087,425.252
422.831,2.22863,425.421
423.266,2.22357,425.026
420.268,2.22009,422.417
420.029,2.223,422.917
422.457,2.22687,425.633
421.892,2.229,425.515
422.22,2.22898,424.619
423.185,2.22727,424.749
424.009,2.22558,425.33
424.547,2.22479,425.668
425.267,2.22307,425.76
426.241,2.21966,425.865
425.866,2.21703,425.499
425.291,2.21533,425.048
424.558,2.21483,424.629
424.641,2.21586,424.985
424.282,2.21574,424.691
422.25,2.21472,422.733
414.925,2.21753,417.262
381.844,2.25479,396.801
372.728,2.29306,394.861
379.969,2.30451,402.938
392.808,2.2945,407.428
400.305,2.27811,407.223
404.149,2.2677,406.044
407.509,2.26378,406.057
410.423,2.25974,406.534
412.127,2.2546,406.951
412.074,2.25507,407.405
410.934,2.26085,408.104
409.165,2.26611,408.651
407.764,2.26733,408.97
405.836,2.26511,408.734
402.17,2.26583,407.638
400.062,2.27843,407.738
399.529,2.29495,409.021
399.899,2.30389,410.12
401.797,2.30476,410.996
404.638,2.30101,412.027
407.607,2.29643,413.369
410.145,2.29037,414.666
411.196,2.28479,415.4
412.367,2.27925,415.933
413.999,2.27178,416.431
415.033,2.26766,416.911
415.072,2.26837,417.244
414.811,2.26843,417.175
414.541,2.26707,416.818
414.099,2.26631,416.388
413.412,2.26614,415.882
412.591,2.26526,415.269
411.671,2.26306,414.563
409.159,2.26168,412.92
404.4,2.26353,409.73
390.751,2.28039,401.39
369.77,2.31443,388.698
340.036,2.35611,371.485
315.564,2.38927,355.803
310.368,2.39736,349.04
318.37,2.38791,347.251
331.052,2.37341,346.233
342.356,2.36581,344.41
349.545,2.37092,342.133
358.9,2.3812,342.22
370.171,2.3857,345.807
378.849,2.38611,349.859
386.223,2.38349,353.843
392.093,2.3773,357.594
396.963,2.36899,362.518
399.908,2.36177,368.365
401.33,2.3562,374.769
401.224,2.35007,379.975
393.976,2.34968,379.249
388.716,2.3554,379.787
391.235,2.35587,385.977
395.449,2.34848,391.063
399.126,2.3381,394.344
402.208,2.33061,397.511
404.396,2.32531,400.671
406.282,2.31958,403.59
407.987,2.31477,406.43
409.305,2.31232,409.263
410.791,2.30923,411.913
412.521,2.30372,414.135
414.393,2.29543,415.997
416.154,2.28582,417.626
417.654,2.2757,418.908
419.084,2.26505,419.929
420.492,2.25408,420.881
421.291,2.24601,421.81
421.864,2.23963,422.564
422.651,2.23395,423.198
423.344,2.22964,423.826
423.962,2.2249,424.236
424.513,2.21961,424.454
424.87,2.21464,424.828
425.046,2.21145,425.472
425.189,2.21089,426.172
425.639,2.21122,426.616
426.455,2.21053,426.834
427.345,2.20871,427.082
427.816,2.20674,427.316
427.725,2.20531,427.366
427.504,2.20468,427.36
427.247,2.20558,427.518
426.821,2.20859,427.802
426.13,2.21318,427.813
425.572,2.21826,427.532
425.768,2.22308,427.601
426.21,2.22582,427.934
425.751,2.22616,427.767
424.445,2.22613,426.738
423.25,2.22686,425.783
422.276,2.22704,424.925
421.614,2.22689,424.456
421.711,2.22734,424.842
422.143,2.22804,425.322
422.234,2.22814,425.109
422.101,2.22783,424.673
421.545,2.22702,424.21
420.335,2.22626,423.495
418.66,2.22638,422.563
416.818,2.22748,421.552
414.736,2.22942,420.334
415.07,2.23069,420.748
417.573,2.23007,422.697
416.891,2.22833,422.112
417.265,2.22622,421.525
418.04,2.22601,422.119
419.112,2.22582,423.013
420.471,2.22512,423.562
421.951,2.2245,424.084
423.395,2.22408,424.654
424.786,2.22301,425.143
425.802,2.22205,425.551
426.106,2.22301,425.935
426.232,2.22439,426.228
426.583,2.2242,426.408
425.104,2.22318,425.663
423.855,2.22399,425.184
424.198,2.22586,426.047
424.373,2.22578,426.586
422.924,2.22452,425.649
420.623,2.22593,424.18
418.76,2.22969,423.622
409.8,2.2368,417.743
382.817,2.27194,400.502
376.827,2.30148,399.643
377.799,2.30644,402.357
380.675,2.3002,400.791
384.568,2.29603,398.974
390.337,2.29147,399.007
395.097,2.2874,399.475
398.423,2.28665,399.428
400.155,2.28946,399.437
401.324,2.29317,399.749
402.688,2.29618,400.652
404.204,2.2978,402.04
405.68,2.29741,403.574
406.465,2.29613,404.939
406.447,2.29652,406.138
406.656,2.29716,407.4
407.054,2.29642,408.578
407.465,2.29371,409.506
407.835,2.29032,410.258
408.238,2.28777,411.045
408.767,2.2859,411.87
409.447,2.28355,412.596
410.346,2.28018,413.307
