DEPT    .M,RMG     .ohmm   ,RMN     .ohmm,RMN-RMG,CAL     .cm  ,SP      .mv   ,GR      .   ,HAC     .us/m  ,BHC     .   ,DEN     .g/cm3
750.575,5.132,5.645,0.513,21.027,111.518,102.293,404.382,398.025,2.117
750.625,5.134,5.647,0.513,21.046,111.337,102.693,400.109,396.529,2.113
750.675,5.099,5.609,0.51,21.044,111.213,102.993,394.231,394.231,2.11
750.725,5.382,5.92,0.538,21.013,111.331,103.591,394.23,394.231,2.093
750.775,5.75,6.325,0.575,20.966,111.477,104.29,391.453,394.391,2.091
750.825,5.962,6.558,0.596,20.913,111.32,104.19,390.492,395.192,2.084
750.875,5.894,6.484,0.59,20.88,110.923,103.292,394.229,397.648,2.067
750.925,5.6,6.16,0.56,20.876,110.704,103.991,399.901,398.558,2.065
750.975,5.268,5.795,0.527,20.873,110.867,105.788,415.065,398.397,2.052
751.025,4.937,5.43,0.493,20.854,111.126,107.584,419.551,396.528,2.052
751.075,4.702,5.173,0.471,20.831,111.129,108.682,408.977,394.979,2.062
751.125,4.78,5.258,0.478,20.813,110.964,109.281,401.713,393.857,2.078
751.175,5.081,5.589,0.508,20.793,110.999,108.882,393.695,391.132,2.094
751.225,5.305,5.835,0.53,20.766,111.236,109.081,390.382,389.69,2.111
751.275,5.465,6.011,0.546,20.733,111.336,109.381,377.351,387.286,2.122
751.325,5.784,6.363,0.579,20.71,111.146,109.381,370.408,386.913,2.124
751.375,6.037,6.641,0.604,20.708,110.924,108.882,372.115,389.742,2.112
751.425,5.772,6.349,0.577,20.731,110.951,107.683,382.811,393.7,2.106
751.475,5.069,5.576,0.507,20.79,111.152,106.985,407.373,399.786,2.11
751.525,4.609,5.07,0.461,20.877,111.25,106.486,412.286,399.519,2.12
751.575,4.804,5.285,0.481,20.954,111.163,106.087,401.285,394.82,2.125
751.625,5.107,5.618,0.511,20.977,111.059,105.787,392.633,393.056,2.13
751.675,5.054,5.56,0.506,20.938,111.091,104.988,387.822,393.056,2.114
751.725,4.791,5.27,0.479,20.879,111.238,103.291,391.668,394.926,2.113
751.775,4.625,5.087,0.462,20.861,111.391,100.497,398.611,396.581,2.11
751.825,4.697,5.167,0.47,20.889,111.452,98.202,402.029,397.329,2.109
751.875,4.783,5.261,0.478,20.928,111.343,97.203,409.078,399.839,2.114
751.925,4.698,5.168,0.47,20.949,111.063,97.103,412.073,401.817,2.119
751.975,4.54,4.994,0.454,20.953,110.773,96.803,413.674,403.632,2.119
752.025,4.538,4.992,0.454,20.96,110.716,95.706,410.47,401.549,2.124
752.075,4.744,5.218,0.474,20.96,110.961,93.211,400.323,391.829,2.134
752.125,4.818,5.3,0.482,20.932,111.299,92.412,394.234,387.823,2.142
752.175,4.38,4.817,0.437,20.888,111.463,92.412,382.477,387.875,2.155
752.225,4.29,4.719,0.429,20.85,111.406,93.809,379.274,390.225,2.168
752.275,5.195,5.715,0.52,20.851,111.282,95.207,380.769,393.964,2.176
752.325,5.837,6.42,0.583,20.884,111.202,97.502,385.789,395.779,2.162
752.375,5.662,6.228,0.566,20.906,111.135,100.196,393.799,399.464,2.135
752.425,5.594,6.153,0.559,20.901,111.046,105.591,392.409,401.39,2.1
752.475,6.325,6.957,0.632,20.866,111.009,112.377,381.411,404.434,2.081
752.525,7.38,8.118,0.738,20.801,111.108,120.261,382.799,406.09,2.055
752.575,7.744,8.518,0.774,20.744,111.278,126.648,391.024,406.303,2.031
752.625,7.09,7.799,0.709,20.725,111.349,130.141,409.82,406.143,2.011
752.675,6.152,6.768,0.616,20.726,111.243,132.839,416.459,407.75,1.996
752.725,5.767,6.344,0.577,20.726,111.118,133.936,428.742,415.546,1.987
752.775,5.651,6.216,0.565,20.714,111.116,134.934,438.996,422.009,1.976
752.825,5.421,5.964,0.543,20.698,111.219,133.637,441.986,423.29,1.964
752.875,5.331,5.864,0.533,20.683,111.309,131.541,440.065,423.504,1.963
752.925,5.422,5.964,0.542,20.671,111.314,127.846,436.108,422.969,1.97
752.975,5.404,5.945,0.541,20.664,111.252,124.852,430.341,421.635,1.98
753.025,5.279,5.807,0.528,20.659,111.194,123.455,428.419,421.688,1.99
753.075,5.319,5.851,0.532,20.653,111.212,122.058,428.526,424.145,2.004
753.125,5.439,5.983,0.544,20.654,111.315,122.058,428.312,424.679,2.016
753.175,5.347,5.882,0.535,20.672,111.42,122.657,424.034,421.847,2.022
753.225,5.207,5.728,0.521,20.696,111.4,124.354,414.636,419.017,2.021
753.275,5.273,5.8,0.527,20.71,111.197,127.049,410.791,418.483,2.017
753.325,5.346,5.88,0.534,20.715,110.884,129.643,406.945,418.216,2.012
753.375,5.21,5.731,0.521,20.712,110.592,133.635,405.236,416.4,2.009
753.425,4.985,5.483,0.498,20.698,110.413,136.433,403.629,414.742,2.011
753.475,4.805,5.285,0.48,20.672,110.366,139.526,396.046,411.111,2.014
753.525,4.773,5.25,0.477,20.651,110.425,141.123,390.598,410.63,2.019
753.575,4.975,5.473,0.498,20.655,110.517,143.817,382.908,412.98,2.012
753.625,5.064,5.57,0.506,20.66,110.532,144.616,385.576,414.796,2.027
753.675,4.83,5.313,0.483,20.636,110.41,145.116,401.714,416.666,2.037
753.725,4.717,5.189,0.472,20.582,110.246,145.415,410.9,414.797,2.046
753.775,4.772,5.249,0.477,20.526,110.237,144.317,422.65,413.194,2.048
753.825,4.633,5.096,0.463,20.5,110.462,142.82,425.747,412.874,2.044
753.875,4.442,4.886,0.444,20.493,110.744,141.024,428.845,411.966,2.037
753.925,4.388,4.827,0.439,20.487,110.809,139.025,428.418,412.394,2.034
753.975,4.388,4.827,0.439,20.478,110.565,136.232,427.671,415.065,2.032
754.025,4.435,4.879,0.444,20.468,110.192,135.034,426.816,417.041,2.035
754.075,4.528,4.98,0.452,20.462,109.93,134.236,424.146,422.488,2.043
754.125,4.559,5.014,0.455,20.477,109.842,133.437,421.582,423.984,2.05
754.175,4.456,4.901,0.445,20.526,109.832,132.138,420.834,424.573,2.057
754.225,4.286,4.714,0.428,20.595,109.809,130.143,422.33,424.573,2.053
754.275,4.091,4.5,0.409,20.652,109.783,128.646,426.816,425.427,2.054
754.325,3.848,4.232,0.384,20.683,109.744,126.75,430.127,426.122,2.059
754.375,3.562,3.918,0.356,20.697,109.649,125.053,434.613,427.296,2.067
754.425,3.367,3.704,0.337,20.698,109.601,121.057,435.467,427.564,2.074
754.475,3.381,3.719,0.338,20.71,109.729,116.666,429.379,427.189,2.079
754.525,3.568,3.925,0.357,20.75,109.915,112.675,422.222,424.252,2.085
754.575,3.928,4.321,0.393,20.793,109.831,110.878,408.657,424.359,2.092
754.625,4.195,4.614,0.419,20.822,109.365,109.98,406.518,426.228,2.098
754.675,4.194,4.614,0.42,20.829,108.829,110.579,412.93,428.58,2.103
754.725,4.13,4.543,0.413,20.83,108.601,110.878,418.698,431.196,2.108
754.775,3.983,4.381,0.398,20.834,108.665,111.976,423.611,428.793,2.116
754.825,3.841,4.225,0.384,20.827,108.732,112.675,424.359,427.084,2.119
754.875,4.018,4.419,0.401,20.817,108.716,115.668,422.223,423.72,2.119
754.925,4.341,4.775,0.434,20.813,108.823,118.266,417.841,421.954,2.114
754.975,4.315,4.747,0.432,20.816,109.14,121.459,416.988,420.299,2.105
755.025,4.069,4.476,0.407,20.818,109.41,123.755,420.726,420.673,2.098
755.075,4.108,4.519,0.411,20.813,109.384,124.952,428.844,423.343,2.09
755.125,4.495,4.945,0.45,20.804,109.199,125.052,433.011,425.373,2.08
755.175,4.831,5.314,0.483,20.791,109.177,123.354,434.4,428.74,2.076
755.225,4.486,4.934,0.448,20.775,109.365,121.058,430.553,429.273,2.089
755.275,3.488,3.837,0.349,20.773,109.522,116.667,421.154,429.006,2.114
755.325,3.003,2.955,-0.048,20.804,109.553,113.973,418.163,428.259,2.144
755.375,2.58,2.694,0.114,20.843,109.679,110.58,419.978,429.166,2.17
755.425,2.566,2.455,-0.111,20.863,110.069,108.082,424.682,429.86,2.197
755.475,2.542,2.489,-0.053,20.853,110.504,105.587,430.662,427.884,2.213
755.525,2.61,2.555,-0.055,20.815,110.613,104.589,429.167,426.015,2.217
755.575,2.772,2.633,-0.139,20.761,110.354,103.292,421.476,426.175,2.209
755.625,2.735,2.6,-0.135,20.696,110.063,102.693,417.096,427.136,2.197
755.675,2.597,2.484,-0.113,20.629,110.025,102.293,411.966,428.419,2.19
755.725,2.565,2.445,-0.12,20.563,110.148,101.894,411.432,428.151,2.188
755.775,2.551,2.427,-0.124,20.499,110.139,101.096,412.073,425.16,2.186
755.825,2.53,2.629,0.099,20.449,109.898,101.196,413.568,423.932,2.191
755.875,2.52,2.564,0.044,20.397,109.621,101.894,418.48,422.757,2.196
755.925,2.506,2.512,0.006,20.33,109.516,103.193,418.803,422.596,2.192
755.975,2.516,2.498,-0.018,20.268,109.545,104.79,418.911,422.329,2.193
756.025,2.537,2.498,-0.039,20.228,109.6,106.586,421.368,421.368,2.194
756.075,2.549,2.49,-0.059,20.205,109.596,108.781,427.242,421.474,2.199
756.125,2.569,2.484,-0.085,20.166,109.505,111.575,430.447,422.969,2.201
756.175,2.582,2.473,-0.109,20.105,109.356,114.772,435.471,424.146,2.212
756.225,2.621,2.503,-0.118,20.062,109.226,116.368,436.86,424.626,2.225
756.275,2.682,2.525,-0.157,20.048,109.167,117.167,440.919,426.442,2.231
756.325,2.649,2.434,-0.215,20.046,109.155,117.566,442.094,427.564,2.232
756.375,2.575,2.365,-0.21,20.045,109.149,119.162,441.56,430.287,2.233
756.425,2.557,2.436,-0.121,20.045,109.175,122.259,438.351,430.929,2.231
756.475,2.689,2.502,-0.187,20.042,109.288,125.052,431.623,430.876,2.23
756.525,2.933,2.546,-0.387,20.031,109.45,125.951,428.419,430.93,2.232
756.575,2.927,2.603,-0.324,20.018,109.526,126.25,426.496,431.09,2.238
756.625,2.669,2.51,-0.159,20.008,109.446,126.35,426.069,431.944,2.24
756.675,2.491,2.351,-0.14,20.011,109.313,126.749,425.641,434.509,2.241
756.725,2.448,2.295,-0.153,20.037,109.302,126.749,425.427,434.508,2.238
756.775,2.436,2.289,-0.147,20.092,109.457,127.049,425.534,431.998,2.24
756.825,2.429,2.288,-0.141,20.204,109.638,125.452,425.534,427.992,2.237
756.875,2.428,2.276,-0.152,20.369,109.684,124.055,423.399,426.603,2.241
756.925,2.433,2.262,-0.171,20.551,109.578,121.857,422.756,423.235,2.249
756.975,2.443,2.269,-0.174,20.719,109.43,119.162,422.008,419.177,2.262
757.025,2.432,2.31,-0.122,20.854,109.32,115.47,421.154,416.88,2.272
757.075,2.373,2.427,0.054,20.93,109.217,112.376,412.929,411.593,2.284
757.125,2.411,2.72,0.309,20.949,109.083,110.28,402.676,408.976,2.29
757.175,2.577,3.024,0.447,20.954,109,107.884,378.522,405.609,2.293
757.225,2.636,3.055,0.419,20.988,109.106,108.083,370.086,405.609,2.291
757.275,2.628,2.96,0.332,21.073,109.394,108.383,370.192,406.09,2.284
757.325,2.639,2.959,0.32,21.195,109.679,111.077,382.155,405.983,2.275
757.375,2.713,3,0.287,21.292,109.83,113.971,387.07,405.289,2.264
757.425,2.788,2.965,0.177,21.34,109.938,117.966,396.161,405.771,2.249
757.475,2.796,2.881,0.085,21.358,110.149,120.86,411.327,408.975,2.232
757.525,2.864,2.943,0.079,21.378,110.41,123.455,418.803,410.844,2.22
757.575,3.048,3.107,0.059,21.418,110.53,125.251,429.912,414.476,2.206
757.625,3.276,3.123,-0.153,21.464,110.416,124.952,433.438,418.428,2.187
757.675,3.304,3.081,-0.223,21.495,110.246,122.755,440.708,421.585,2.171
757.725,3.239,3.163,-0.076,21.49,110.234,120.56,446.371,429.97,2.147
757.775,3.258,3.332,0.074,21.455,110.345,118.464,460.043,437.82,2.121
757.825,3.433,3.544,0.111,21.419,110.382,117.267,465.597,440.651,2.096
757.875,3.761,3.689,-0.072,21.391,110.303,116.368,473.394,445.938,2.077
757.925,3.781,3.698,-0.083,21.384,110.285,115.569,476.389,448.774,2.065
757.975,3.75,3.674,-0.076,21.39,110.447,114.771,475.747,454.755,2.072
758.025,3.887,3.57,-0.317,21.394,110.647,114.571,473.291,457.051,2.073
758.075,3.586,3.27,-0.316,21.399,110.684,114.571,462.503,459.294,2.077
758.125,3.053,2.922,-0.131,21.408,110.579,114.871,449.045,459.722,2.091
758.175,2.743,2.692,-0.051,21.412,110.543,115.969,445.086,463.249,2.109
758.225,2.589,2.539,-0.05,21.411,110.682,117.167,447.01,466.348,2.134
758.275,2.498,2.406,-0.092,21.417,110.855,118.065,453.098,473.558,2.14
758.325,2.448,2.362,-0.086,21.434,110.87,118.165,455.662,476.442,2.166
758.375,2.488,2.387,-0.101,21.448,110.722,118.165,457.691,477.03,2.184
758.425,2.535,2.348,-0.187,21.45,110.581,117.266,457.799,471.472,2.191
758.475,2.499,2.289,-0.21,21.445,110.587,115.968,458.441,467.465,2.19
758.525,2.47,2.279,-0.191,21.443,110.708,113.972,460.15,456.517,2.191
758.575,2.452,2.287,-0.165,21.443,110.801,112.675,466.131,442.792,2.202
758.625,2.446,2.311,-0.135,21.444,110.778,111.577,467.307,434.94,2.209
758.675,2.489,2.35,-0.139,21.446,110.675,110.378,465.275,419.441,2.218
758.725,2.475,2.498,0.023,21.439,110.583,109.28,460.143,411.695,2.226
758.775,2.528,2.856,0.328,21.384,110.514,107.384,433.334,394.551,2.239
758.825,2.757,3.389,0.632,21.215,110.386,106.287,412.826,386.273,2.25
758.875,3.167,4.179,1.012,20.967,110.142,106.685,360.816,371.055,2.267
758.925,3.737,4.846,1.109,20.765,109.861,108.284,334.918,363.725,2.282
758.975,3.895,4.842,0.947,20.656,109.702,110.978,298.395,355.876,2.302
759.025,3.557,4.474,0.917,20.631,109.722,113.274,288.248,354.22,2.314
759.075,3.158,3.971,0.813,20.663,109.81,116.667,288.782,354.06,2.327
759.125,2.802,3.443,0.641,20.718,109.805,119.162,329.894,363.083,2.329
759.175,2.584,3.108,0.524,20.771,109.701,121.959,356.428,367.362,2.338
759.225,2.51,2.954,0.444,20.804,109.534,123.855,392.63,369.284,2.33
759.275,2.516,2.967,0.451,20.815,109.358,125.152,401.175,368.109,2.329
759.325,2.596,3.06,0.464,20.806,109.251,125.052,402.884,365.813,2.322
759.375,2.694,3.167,0.473,20.794,109.261,122.358,401.069,369.763,2.314
759.425,2.755,3.231,0.476,20.802,109.336,119.062,401.496,374.792,2.294
759.475,2.768,3.191,0.423,20.828,109.372,115.869,402.991,385.525,2.273
759.525,2.736,3.13,0.394,20.87,109.35,114.571,402.35,390.224,2.26
759.575,2.712,3.129,0.417,20.939,109.353,113.773,396.583,397.968,2.256
759.625,2.74,3.133,0.393,21.042,109.43,112.975,394.339,400.373,2.259
759.675,2.767,3.086,0.319,21.172,109.535,112.275,397.652,404.434,2.263
759.725,2.727,2.993,0.266,21.29,109.616,110.678,401.712,405.663,2.266
759.775,2.621,2.882,0.261,21.347,109.696,110.678,410.897,406.09,2.265
759.825,2.527,2.804,0.277,21.34,109.788,111.078,414.636,406.41,2.259
759.875,2.506,2.753,0.247,21.345,109.824,112.774,418.481,407.371,2.247
759.925,2.515,2.68,0.165,21.416,109.758,113.773,419.444,409.085,2.241
759.975,2.521,2.579,0.058,21.521,109.675,113.573,419.016,416.722,2.237
760.025,2.517,2.486,-0.031,21.592,109.697,112.874,415.278,424.786,2.24
760.075,2.461,2.412,-0.049,21.602,109.82,114.072,414.103,427.35,2.242
760.125,2.417,2.365,-0.052,21.581,109.94,116.766,414.637,435.84,2.243
760.175,2.437,2.372,-0.065,21.565,110.023,118.465,417.629,438.193,2.241
760.225,2.467,2.382,-0.085,21.548,110.119,119.562,418.376,435.735,2.242
760.275,2.461,2.373,-0.088,21.531,110.218,118.165,419.551,427.938,2.239
760.325,2.425,2.354,-0.071,21.527,110.22,115.57,419.231,424.146,2.235
760.375,2.418,2.329,-0.089,21.528,110.115,112.776,416.668,418.806,2.235
760.425,2.453,2.366,-0.087,21.508,110.052,111.077,415.811,418.163,2.237
760.475,2.485,2.423,-0.062,21.473,110.138,109.48,414.744,418.376,2.238
760.525,2.478,2.48,0.002,21.475,110.254,109.081,415.064,418.43,2.239
760.575,2.436,2.579,0.143,21.499,110.208,108.682,416.025,417.682,2.241
760.625,2.416,2.678,0.262,21.493,110.006,109.081,416.132,417.575,2.241
760.675,2.489,2.724,0.235,21.4,109.873,111.279,418.377,419.124,2.245
760.725,2.629,2.729,0.1,21.214,109.939,114.272,419.338,419.925,2.246
760.775,2.686,2.774,0.088,21.006,110.028,117.167,420.299,420.032,2.249
760.825,2.635,2.834,0.199,20.839,109.966,118.763,419.872,419.658,2.255
760.875,2.564,2.842,0.278,20.751,109.702,119.063,418.697,419.017,2.259
760.925,2.553,2.878,0.325,20.745,109.312,117.665,415.598,417.2,2.265
760.975,2.635,2.987,0.352,20.805,109.006,116.268,415.599,414.957,2.27
761.025,2.757,3.067,0.31,20.933,109.064,114.671,417.094,414.53,2.277
761.075,2.829,3.085,0.256,21.106,109.559,113.074,419.337,414.69,2.278
761.125,2.833,3.12,0.287,21.248,110.113,112.475,420.192,415.064,2.28
761.175,2.826,3.177,0.351,21.32,110.172,111.177,419.123,416.239,2.27
761.225,2.87,3.234,0.364,21.353,109.648,111.177,417.948,416.506,2.261
761.275,2.974,3.259,0.285,21.372,109.09,111.177,416.453,416.56,2.248
761.325,3.027,3.199,0.172,21.383,109.042,113.074,415.385,416.346,2.244
761.375,2.886,3.057,0.171,21.4,109.398,115.768,414.851,416.88,2.24
761.425,2.624,2.918,0.294,21.449,109.636,118.165,415.813,417.254,2.246
761.475,2.484,2.838,0.354,21.544,109.562,118.364,416.989,417.682,2.257
761.525,2.498,2.797,0.299,21.656,109.497,116.767,422.65,419.071,2.276
761.575,2.539,2.73,0.191,21.748,109.708,115.071,425.747,420.192,2.288
761.625,2.548,2.61,0.062,21.807,110.008,113.175,429.165,421.527,2.298
761.675,2.544,2.538,-0.006,21.835,110.089,111.676,430.982,422.009,2.299
761.725,2.598,2.573,-0.025,21.848,109.997,110.478,429.7,422.009,2.286
761.775,2.609,2.693,0.084,21.846,110.011,108.582,425.427,422.009,2.264
761.825,2.903,3.09,0.187,21.805,110.187,106.886,424.466,422.276,2.245
761.875,3.309,3.346,0.037,21.714,110.315,106.187,423.505,423.45,2.24
761.925,3.043,2.976,-0.067,21.614,110.289,107.186,424.895,424.574,2.247
761.975,2.719,2.696,-0.023,21.536,110.258,108.882,429.274,427.084,2.25
762.025,2.716,2.701,-0.015,21.518,110.324,110.479,430.128,427.991,2.244
762.075,2.668,2.648,-0.02,21.577,110.347,110.778,428.953,429.327,2.227
762.125,2.632,2.593,-0.039,21.675,110.178,110.08,427.458,429.594,2.21
762.175,2.586,2.535,-0.051,21.766,109.943,109.281,426.389,428.899,2.19
762.225,2.536,2.489,-0.047,21.817,109.901,108.882,426.71,428.098,2.178
762.275,2.545,2.476,-0.069,21.832,110.057,108.383,429.167,425.588,2.166
762.325,2.535,2.466,-0.069,21.833,110.196,107.285,430.876,424.413,2.166
762.375,2.508,2.454,-0.054,21.834,110.18,105.788,433.439,423.398,2.165
762.425,2.513,2.46,-0.053,21.831,110.098,105.789,435.152,423.184,2.167
762.475,2.523,2.492,-0.031,21.82,110.185,108.982,439.529,424.252,2.17
762.525,2.549,2.587,0.038,21.788,110.505,113.074,436.325,424.947,2.178
762.575,2.6,2.77,0.17,21.708,110.833,116.267,420.196,420.888,2.19
762.625,2.729,2.929,0.2,21.578,110.887,118.762,408.339,418.538,2.21
762.675,2.792,2.84,0.048,21.448,110.616,120.761,388.995,418.11,2.233
762.725,2.581,2.608,0.027,21.375,110.246,123.355,386.648,419.98,2.25
762.775,2.412,2.51,0.098,21.371,110.033,124.054,398.504,425.427,2.255
762.825,2.435,2.487,0.052,21.4,110.031,123.755,406.301,427.67,2.26
762.875,2.443,2.459,0.016,21.44,110.085,120.761,419.118,431.248,2.252
762.925,2.495,2.51,0.015,21.486,110.069,118.563,422.437,432.693,2.24
762.975,2.601,2.631,0.03,21.531,110.056,115.968,423.719,433.974,2.224
763.025,2.79,3.06,0.27,21.561,110.181,113.473,426.282,433.547,2.216
763.075,3.26,3.563,0.303,21.559,110.388,111.178,439.313,432.158,2.207
763.125,3.49,3.343,-0.147,21.528,110.452,109.182,447.966,431.678,2.195
763.175,3.135,2.776,-0.359,21.482,110.305,107.584,460.47,432.427,2.184
763.225,2.853,2.551,-0.302,21.446,110.171,106.586,459.72,435.897,2.172
763.275,2.759,2.536,-0.223,21.428,110.249,106.586,451.603,435.577,2.17
763.325,2.624,2.492,-0.132,21.426,110.405,105.288,446.903,434.028,2.16
763.375,2.516,2.4,-0.116,21.434,110.381,103.991,439.534,432.8,2.154
763.425,2.428,2.343,-0.085,21.441,110.244,103.092,437.821,433.281,2.151
763.475,2.456,2.388,-0.068,21.447,110.338,103.392,438.035,435.043,2.164
763.525,2.577,2.517,-0.06,21.458,110.726,102.893,440.598,436.485,2.174
763.575,2.601,2.619,0.018,21.483,110.975,102.094,439.957,436.645,2.19
763.625,2.484,2.816,0.332,21.458,110.686,100.597,431.521,434.67,2.202
763.675,3.085,3.498,0.413,21.332,110.038,99.299,409.613,431.998,2.211
763.725,4.089,4.002,-0.087,21.155,109.554,99.199,403.956,433.175,2.212
763.775,3.753,3.528,-0.225,20.993,109.446,99.698,416.346,441.506,2.211
763.825,2.936,3.002,0.066,20.878,109.485,100.098,430.659,445.031,2.205
763.875,2.779,2.995,0.216,20.795,109.466,99.898,450.738,445.993,2.203
763.925,2.793,3.04,0.247,20.73,109.451,99,454.167,444.39,2.207
763.975,2.771,2.982,0.211,20.716,109.522,99.2,454.7,441.773,2.206
764.025,2.737,2.901,0.164,20.75,109.405,100.197,449.039,440.545,2.213
764.075,2.727,2.862,0.135,20.799,108.888,102.792,439.853,438.836,2.221
764.125,2.713,2.845,0.132,20.85,108.3,105.486,435.793,437.501,2.235
764.175,2.678,2.84,0.162,20.901,108.204,107.784,434.509,433.867,2.243
764.225,2.658,2.841,0.183,20.969,108.667,109.181,435.256,432.799,2.25
764.275,2.674,2.8,0.126,21.071,109.177,109.98,434.722,433.013,2.252
764.325,2.683,2.677,-0.006,21.197,109.308,110.978,433.868,433.173,2.25
764.375,2.645,2.525,-0.12,21.317,109.148,111.277,431.198,430.877,2.243
764.425,2.553,2.398,-0.155,21.396,108.997,110.478,430.127,428.63,2.244
764.475,2.479,2.361,-0.118,21.435,108.942,109.88,427.35,423.45,2.245
764.525,2.501,2.451,-0.05,21.471,108.928,109.78,423.932,420.62,2.251
764.575,2.527,2.518,-0.009,21.506,109.008,110.778,411.435,414.211,2.259
764.625,2.56,2.546,-0.014,21.495,109.254,112.175,401.928,410.205,2.271
764.675,2.722,2.758,0.036,21.403,109.549,112.475,386.001,402.456,2.275
764.725,2.84,2.989,0.149,21.255,109.729,111.776,379.701,398.878,2.281
