DEPT    .M ,RMG     .none ,RMN     .none   ,RMN-RMG,CAL     .none ,SP      .none,GR      .none,HAC     .non,BHC     .none,DEN     .none 
853.629,3.215,4.01,0.795,21.233,101.077,105.27,350.212,326.389,2.376
853.679,3.266,4.013,0.747,21.195,101.24,104.308,343.163,325.214,2.38
853.729,3.329,4.033,0.704,21.201,101.37,102.961,343.162,323.558,2.372
853.779,3.512,4.269,0.757,21.234,101.403,101.999,326.184,322.864,2.372
853.829,3.889,4.822,0.933,21.285,101.338,101.807,326.168,324.201,2.376
853.879,4.357,5.485,1.128,21.343,101.175,102.769,309.081,328.259,2.383
853.929,4.454,5.702,1.248,21.389,100.98,103.827,309.081,328.846,2.392
853.979,4.294,5.534,1.24,21.411,100.817,105.366,308.334,326.336,2.397
854.029,4.199,5.304,1.105,21.411,100.752,105.463,308.333,324.894,2.405
854.079,3.889,4.9,1.011,21.413,100.85,105.077,329.594,323.558,2.406
854.129,3.548,4.53,0.982,21.427,100.947,103.923,329.594,324.573,2.408
854.179,3.411,4.384,0.973,21.436,100.849,103.538,327.778,324.733,2.411
854.229,3.352,4.382,1.03,21.437,100.817,103.442,327.778,324.039,2.4
854.279,3.388,4.505,1.117,21.436,100.947,102.961,325.108,324.786,2.401
854.329,3.563,4.773,1.21,21.433,101.077,101.709,325.108,324.678,2.408
854.379,3.812,5.103,1.291,21.427,101.175,100.267,327.885,321.1,2.426
854.429,4.063,5.351,1.288,21.43,101.208,99.882,327.885,318.697,2.445
854.479,4.274,5.555,1.281,21.444,101.208,100.555,321.049,314.371,2.46
854.529,4.458,5.799,1.341,21.464,101.305,101.902,321.047,311.754,2.456
854.579,4.674,6.018,1.344,21.465,101.403,103.057,302.885,306.463,2.439
854.629,4.869,6.156,1.287,21.44,101.435,103.346,302.884,304.38,2.412
854.679,4.978,6.275,1.297,21.401,101.5,102.768,299.145,300.641,2.388
854.729,4.983,6.294,1.311,21.363,101.37,101.999,299.145,299.413,2.365
854.779,4.801,6.12,1.319,21.341,101.012,101.614,302.135,299.412,2.355
854.829,4.647,6.149,1.502,21.324,100.849,102.384,302.137,301.284,2.351
854.879,5.272,6.79,1.518,21.307,100.849,103.731,302.671,305.129,2.355
854.929,6.089,7.287,1.198,21.301,100.589,104.789,302.671,311.325,2.361
854.979,5.744,6.784,1.04,21.313,100.394,106.232,309.827,314.476,2.357
855.029,4.763,5.806,1.043,21.347,100.621,107.675,309.829,321.738,2.354
855.079,4.09,5.038,0.948,21.385,101.11,108.639,327.457,325.267,2.347
855.129,3.651,4.486,0.835,21.409,101.631,110.082,327.46,326.122,2.341
855.179,3.278,4.119,0.841,21.419,101.956,112.391,340.705,326.709,2.343
855.229,3.087,3.976,0.889,21.427,102.151,115.565,340.705,326.603,2.353
855.279,3.055,3.959,0.904,21.453,102.412,116.624,339.637,329.165,2.366
855.329,3.08,4.009,0.929,21.486,102.803,115.951,339.635,329.7,2.379
855.379,3.128,4.106,0.978,21.499,103.095,114.604,335.256,328.365,2.383
855.429,3.272,4.377,1.105,21.472,102.998,113.642,335.256,327.137,2.373
855.479,3.887,5.155,1.268,21.423,102.705,112.968,319.235,325.107,2.35
855.529,4.935,6.281,1.346,21.4,102.314,113.257,319.231,324.68,2.324
855.579,5.606,6.904,1.298,21.406,101.891,112.583,304.273,324.68,2.304
855.629,5.521,6.777,1.256,21.417,101.891,111.813,304.274,325.802,2.299
855.679,5.077,6.32,1.243,21.424,102.021,110.563,308.12,327.297,2.304
855.729,4.553,5.646,1.093,21.435,101.989,110.082,308.12,329.273,2.325
855.779,4.039,4.988,0.949,21.461,102.249,110.466,324.671,330.021,2.343
855.829,3.755,4.623,0.868,21.491,102.705,110.466,324.682,329.646,2.361
855.879,3.583,4.406,0.823,21.502,102.9,110.467,330.021,326.389,2.371
855.929,3.42,4.36,0.94,21.485,102.965,110.948,330.021,324.573,2.379
855.979,3.564,4.674,1.11,21.453,103.095,112.102,322.759,321.742,2.374
856.029,4.139,5.409,1.27,21.419,103.063,114.314,322.756,321.154,2.359
856.079,5.174,6.405,1.231,21.383,102.998,116.819,307.051,321.742,2.34
856.129,6.073,7.151,1.078,21.343,103.03,119.512,307.051,321.955,2.323
856.179,6.138,7.265,1.127,21.29,102.998,120.474,303.098,322.276,2.319
856.229,5.574,6.638,1.064,21.227,103.03,121.917,303.098,322.81,2.324
856.279,4.74,5.685,0.945,21.18,103.258,123.36,315.378,324.145,2.336
856.329,4.036,5.022,0.986,21.162,103.584,123.841,315.388,323.718,2.346
856.379,3.705,4.685,0.98,21.182,103.747,122.879,322.329,322.97,2.346
856.429,3.563,4.488,0.925,21.228,103.812,120.185,322.329,322.863,2.351
856.479,3.473,4.366,0.893,21.265,104.17,118.55,332.689,322.116,2.362
856.529,3.419,4.335,0.916,21.276,104.365,118.165,332.692,321.848,2.373
856.579,3.444,4.414,0.97,21.269,104.202,118.357,330.021,323.558,2.38
856.629,3.474,4.502,1.028,21.268,104.267,118.934,330.02,325.214,2.389
856.679,3.623,4.668,1.045,21.269,104.235,118.549,322.116,327.137,2.392
856.729,3.88,4.907,1.027,21.245,104.105,117.684,322.115,327.617,2.39
856.779,3.904,4.951,1.047,21.19,104.267,117.299,318.592,328.632,2.384
856.829,3.822,4.831,1.009,21.141,104.463,116.624,318.589,328.953,2.38
856.879,3.759,4.715,0.956,21.151,104.593,115.181,317.735,328.045,2.383
856.929,3.691,4.668,0.977,21.223,104.69,112.391,317.735,326.336,2.386
856.979,3.815,4.806,0.991,21.335,104.886,109.313,315.919,321.689,2.393
857.029,4.023,4.995,0.972,21.478,105.048,106.619,315.919,320.14,2.402
857.079,3.942,4.918,0.976,21.622,104.918,105.174,319.444,319.498,2.41
857.129,3.688,4.661,0.973,21.714,104.788,104.405,319.446,320.781,2.405
857.179,3.529,4.435,0.906,21.727,104.756,105.559,327.991,326.015,2.398
857.229,3.326,4.241,0.915,21.672,104.821,107.098,327.991,329.006,2.382
857.279,3.282,4.273,0.991,21.588,105.211,110.753,313.683,332.21,2.364
857.329,3.619,4.66,1.041,21.52,105.569,113.836,313.678,331.731,2.348
857.379,4.048,5.01,0.962,21.494,105.504,117.106,319.444,332.853,2.345
857.429,4.192,4.917,0.725,21.51,105.276,118.838,319.444,336.912,2.353
857.479,3.756,4.391,0.635,21.542,105.146,120.089,352.875,341.078,2.355
857.529,3.137,3.804,0.667,21.555,105.244,120.955,352.885,341.987,2.351
857.579,2.832,3.532,0.7,21.521,105.407,121.917,374.466,341.559,2.342
857.629,2.82,3.615,0.795,21.429,105.374,122.302,374.463,339.956,2.332
857.679,3.096,3.904,0.808,21.313,105.244,121.629,361.432,335.791,2.325
857.729,3.482,4.453,0.971,21.229,105.016,120.763,361.432,333.868,2.328
857.779,3.783,5.428,1.645,21.218,104.658,120.474,346.162,331.678,2.323
857.829,4.242,6.492,2.25,21.285,104.397,119.608,346.147,331.625,2.327
857.879,5.357,7.12,1.763,21.385,104.137,119.03,330.128,334.776,2.336
857.929,5.923,6.712,0.789,21.475,103.779,119.03,330.128,337.927,2.347
857.979,4.76,5.428,0.668,21.54,103.812,118.357,326.604,341.826,2.37
858.029,3.818,4.82,1.002,21.569,104.137,117.203,326.603,342.201,2.391
858.079,4.111,5.246,1.135,21.585,104.104,116.24,321.474,341.344,2.413
858.129,4.554,5.762,1.208,21.592,103.844,115.277,321.473,337.392,2.435
858.179,4.979,6.283,1.304,21.566,103.747,113.546,316.987,333.761,2.45
858.229,5.763,6.926,1.163,21.524,103.877,110.756,316.987,328.474,2.453
858.279,5.904,6.805,0.901,21.497,104.137,109.216,339.198,330.554,2.439
858.329,4.62,5.595,0.975,21.497,104.333,108.927,339.215,331.784,2.418
858.379,3.42,4.498,1.078,21.498,104.56,108.638,351.603,330.983,2.393
858.429,3.206,4.111,0.905,21.48,104.69,108.542,351.603,330.235,2.382
858.479,3.553,4.262,0.709,21.465,104.43,108.35,347.223,326.23,2.37
858.529,4.094,4.77,0.676,21.467,104.072,109.504,347.222,323.506,2.37
858.579,4.43,5.243,0.813,21.477,103.909,111.141,327.778,318.803,2.365
858.629,4.542,5.642,1.1,21.484,103.844,113.257,327.776,317.04,2.362
858.679,4.624,5.808,1.184,21.486,103.812,115.181,319.765,315.011,2.361
858.729,4.553,5.534,0.981,21.493,103.909,115.374,319.765,314.904,2.366
858.779,4.36,5.165,0.805,21.511,104.267,114.797,318.804,318.588,2.37
858.829,4.152,4.914,0.762,21.538,104.756,114.508,318.808,322.493,2.372
858.879,3.787,4.666,0.879,21.575,105.244,114.989,328.526,330.075,2.375
858.929,3.465,4.403,0.938,21.613,105.7,114.604,328.526,330.556,2.383
858.979,3.272,4.133,0.861,21.621,105.895,114.123,346.469,331.357,2.39
859.029,3.055,3.93,0.875,21.615,106.058,112.777,346.474,332.905,2.401
859.079,2.991,3.959,0.968,21.63,106.22,111.717,341.133,333.013,2.406
859.129,3.047,4.118,1.071,21.671,106.058,110.178,341.13,332.425,2.408
859.179,3.163,4.323,1.16,21.725,105.895,109.889,329.701,332.265,2.408
859.229,3.391,4.621,1.23,21.76,105.83,109.985,329.701,332.265,2.406
859.279,3.593,4.885,1.292,21.749,105.635,110.466,326.391,332.212,2.396
859.329,3.648,4.886,1.238,21.709,105.407,110.466,326.386,332.639,2.378
859.379,3.661,4.796,1.135,21.663,105.472,109.6,320.085,333.173,2.358
859.429,3.746,4.804,1.058,21.624,105.797,108.638,320.085,333.227,2.346
859.479,3.709,4.701,0.992,21.608,105.7,108.35,319.979,330.289,2.341
859.529,3.6,4.592,0.992,21.601,105.146,108.446,319.979,328.9,2.333
859.579,3.572,4.61,1.038,21.586,104.821,108.542,328.312,326.816,2.332
859.629,3.51,4.614,1.104,21.557,104.625,108.157,328.313,325.587,2.33
859.679,3.499,4.756,1.257,21.526,104.17,108.638,331.517,325,2.317
859.729,4.03,5.534,1.504,21.505,103.616,109.985,331.517,326.709,2.308
859.779,5.668,6.918,1.25,21.495,103.096,111.428,325.537,328.258,2.301
859.829,6.635,7.507,0.872,21.487,102.737,113.161,325.53,331.197,2.312
859.879,5.789,6.955,1.166,21.48,102.64,114.412,315.385,331.571,2.322
859.929,5.358,6.661,1.303,21.479,102.64,115.181,315.385,331.998,2.338
859.979,5.54,6.601,1.061,21.482,102.607,116.143,313.355,333.76,2.348
860.029,5.074,6.053,0.979,21.518,102.672,117.298,313.355,333.601,2.354
860.079,4.352,5.283,0.931,21.609,102.933,117.202,326.175,331.624,2.351
860.129,3.84,4.629,0.789,21.696,103.193,115.951,326.18,330.876,2.335
860.179,3.309,4.118,0.809,21.719,103.714,113.161,351.281,332.105,2.324
860.229,2.985,3.946,0.961,21.65,104.267,111.814,351.282,332.265,2.319
860.279,3.195,4.289,1.094,21.51,104.17,111.14,338.468,331.517,2.319
860.329,3.724,4.989,1.265,21.396,103.909,112.488,338.453,331.41,2.322
860.379,4.324,5.724,1.4,21.327,103.649,113.257,319.338,330.181,2.321
860.429,4.885,6.34,1.455,21.268,103.063,113.257,319.338,329.167,2.315
860.479,5.179,6.647,1.468,21.235,102.477,113.257,314.104,328.419,2.305
860.529,4.923,6.462,1.539,21.23,102.152,112.872,314.103,329.754,2.293
860.579,4.66,6.299,1.639,21.227,101.858,112.294,323.077,329.807,2.3
860.629,4.706,6.436,1.73,21.2,101.435,110.081,323.08,327.937,2.306
860.679,4.778,6.756,1.978,21.141,101.077,106.233,336.004,324.626,2.315
860.729,5.27,7.452,2.182,21.083,100.719,101.807,336.004,322.116,2.319
860.779,5.893,8.001,2.108,21.092,100.199,98.44,330.131,317.737,2.318
860.829,5.843,7.826,1.983,21.212,99.743,96.898,330.119,317.523,2.31
860.879,5.577,7.374,1.797,21.395,99.71,96.417,310.256,320.406,2.307
860.929,5.361,6.849,1.488,21.544,100.133,95.552,310.256,320.94,2.31
860.979,4.932,6.187,1.255,21.628,100.752,96.033,297.546,321.581,2.32
861.029,4.653,5.823,1.17,21.661,101.402,97.764,297.543,322.062,2.336
861.079,4.775,5.738,0.963,21.667,101.989,100.556,296.688,324.413,2.356
861.129,4.459,5.234,0.775,21.669,102.477,102.288,296.692,325.588,2.382
861.179,3.546,4.569,1.023,21.668,102.868,103.538,315.277,326.335,2.405
861.229,3.285,4.281,0.996,21.677,103.193,103.153,315.278,325.107,2.419
861.279,3.566,4.318,0.752,21.679,103.323,102.288,338.022,318.647,2.413
861.329,3.698,4.778,1.08,21.666,103.095,101.325,338.033,311.751,2.389
861.379,4.26,5.49,1.23,21.647,102.607,101.229,335.256,309.402,2.348
861.429,4.736,5.963,1.227,21.597,101.891,101.036,335.256,310.63,2.303
861.479,4.739,6.482,1.743,21.516,100.98,101.133,325.644,313.674,2.262
861.529,5.849,7.958,2.109,21.423,99.939,101.902,325.641,314.796,2.234
861.579,7.397,9.316,1.919,21.349,98.831,102.48,314.53,317.575,2.228
861.629,7.263,8.92,1.657,21.336,97.952,102.576,314.53,318.75,2.24
861.679,6.106,7.591,1.485,21.371,97.725,101.999,316.88,320.192,2.267
861.729,5.119,6.573,1.454,21.422,98.213,101.71,316.88,319.872,2.295
861.779,4.76,6.201,1.441,21.478,98.864,102.479,321.685,319.391,2.309
861.829,4.885,6.189,1.304,21.52,99.255,101.71,321.692,320.353,2.311
861.879,4.664,6.129,1.465,21.516,99.45,100.94,331.517,321.368,2.307
861.929,4.717,6.686,1.969,21.449,99.254,99.016,331.517,322.115,2.298
861.979,5.76,8.097,2.337,21.346,98.669,97.957,326.711,325.907,2.285
862.029,6.706,8.867,2.161,21.263,98.05,98.342,326.709,327.19,2.27
862.079,6.343,8.119,1.776,21.22,97.855,100.652,320.192,327.724,2.259
862.129,5.169,6.816,1.647,21.16,98.245,102.384,320.195,326.175,2.251
862.179,4.509,6.31,1.801,21.024,98.441,103.346,336.004,323.932,2.252
862.229,4.955,7.183,2.228,20.858,97.822,103.153,336.004,322.81,2.269
862.279,6.044,8.55,2.506,20.734,96.911,102.48,335.791,322.223,2.282
862.329,6.409,8.923,2.514,20.706,96.129,101.613,335.784,321.098,2.296
862.379,6.028,8.666,2.638,20.781,95.316,100.651,320.299,314.689,2.305
862.429,6.185,8.882,2.697,20.925,94.958,98.15,320.299,310.844,2.309
862.479,6.349,8.895,2.546,21.116,95.251,95.552,286.335,305.664,2.3
862.529,5.961,8.361,2.4,21.278,95.901,93.532,286.325,305.342,2.294
862.579,6.281,8.398,2.117,21.328,96.585,92.28,283.761,305.289,2.288
862.629,6.738,8.796,2.058,21.278,96.715,91.414,283.768,306.144,2.289
862.679,6.415,8.77,2.355,21.186,96.423,91.029,319.229,310.256,2.285
862.729,6.324,8.878,2.554,21.135,96.227,90.933,319.231,310.256,2.297
862.779,6.535,8.904,2.369,21.188,96.39,91.221,303.854,307.694,2.313
862.829,6.139,7.994,1.855,21.296,97.041,93.243,303.846,306.303,2.337
862.879,5.19,6.864,1.674,21.378,98.018,95.359,303.419,306.197,2.362
862.929,4.724,6.438,1.714,21.406,98.896,96.514,303.419,306.036,2.379
862.979,4.902,6.67,1.768,21.407,99.385,96.995,311.429,305.983,2.383
863.029,5.68,7.508,1.828,21.433,99.58,96.995,311.432,307.691,2.384
863.079,6.806,8.452,1.646,21.496,99.775,96.514,319.338,314.104,2.379
863.129,6.988,8.359,1.371,21.569,100.003,96.706,319.339,317.255,2.363
863.179,6.071,7.44,1.369,21.623,100.003,96.995,328.418,319.658,2.345
863.229,5.711,7.283,1.572,21.652,99.645,96.514,328.419,318.75,2.328
863.279,6.443,7.899,1.456,21.654,99.125,95.264,327.885,314.799,2.315
863.329,6.66,8.013,1.353,21.639,98.603,93.819,327.882,312.286,2.299
863.379,6.299,7.768,1.469,21.62,98.017,92.953,322.65,311.272,2.287
863.429,6.234,7.802,1.568,21.589,97.301,92.953,322.65,312.714,2.274
863.479,6.203,8.072,1.869,21.55,96.488,93.819,322.329,315.01,2.26
863.529,6.276,8.376,2.1,21.509,95.577,95.166,322.329,315.384,2.25
863.579,6.354,8.389,2.035,21.463,94.599,96.225,316.239,317.79,2.231
863.629,6.03,8.146,2.116,21.396,93.623,96.225,316.241,320.568,2.21
863.679,5.829,8.166,2.337,21.316,92.614,95.07,323.29,327.938,2.195
863.729,6.066,8.643,2.577,21.236,91.54,93.627,323.291,331.516,2.184
863.779,6.317,9.212,2.895,21.146,90.564,92.569,336.531,332.318,2.174
863.829,6.86,10.083,3.223,21.025,89.749,92.472,336.539,332.961,2.169
863.879,7.574,11.169,3.595,20.841,89.001,92.376,337.927,336.806,2.173
863.929,7.783,11.411,3.628,20.619,88.48,91.51,337.927,340.224,2.179
863.979,7.452,10.959,3.507,20.426,88.122,89.875,337.821,345.084,2.185
864.029,7.321,10.918,3.597,20.306,87.764,88.432,337.821,345.993,2.192
864.079,7.757,11.416,3.659,20.271,87.536,88.239,343.697,346.955,2.194
864.129,7.915,11.885,3.97,20.298,87.21,89.105,343.697,347.223,2.195
864.179,7.665,11.84,4.175,20.378,86.755,91.029,344.872,348.932,2.186
864.229,7.423,11.169,3.746,20.504,86.657,92.087,344.872,348.985,2.177
864.279,7.703,11.143,3.44,20.628,86.69,92.28,339.96,346.903,2.177
864.329,8.517,11.964,3.447,20.699,86.494,92.472,339.954,345.618,2.177
864.379,8.377,11.701,3.324,20.71,86.234,92.568,333.44,343.002,2.179
864.429,7.356,10.703,3.347,20.719,86.006,91.895,333.44,342.521,2.176
864.479,7.785,11.028,3.243,20.759,85.811,90.837,336.858,342.415,2.171
864.529,8.723,11.874,3.151,20.82,85.486,89.298,336.859,340.973,2.162
864.579,8.226,11.764,3.538,20.886,84.997,89.586,330.876,339.049,2.151
864.629,7.877,11.545,3.668,20.939,84.672,90.548,330.876,339.37,2.137
864.679,8.106,11.556,3.45,20.951,84.672,92.953,329.915,340.758,2.127
864.729,7.837,11.27,3.433,20.859,84.769,94.204,329.915,340.812,2.125
864.779,7.458,11.288,3.83,20.646,84.834,94.301,343.582,338.516,2.134
864.829,7.661,11.854,4.193,20.388,84.9,94.782,343.586,336.055,2.156
864.879,8.048,11.815,3.767,20.166,85.03,96.418,334.829,329.754,2.185
864.929,7.612,10.896,3.284,20.051,85.258,98.534,334.829,327.351,2.204
864.979,6.789,10.143,3.354,20.034,85.55,100.266,331.945,325.535,2.222
865.029,7.175,10.352,3.177,20.054,85.681,100.651,331.944,325.214,2.233
865.079,7.997,10.669,2.672,20.15,85.876,100.362,321.154,324.038,2.244
865.129,7.771,10.084,2.313,20.371,86.625,98.823,321.152,323.397,2.253
865.179,7.25,9.358,2.108,20.647,87.601,98.727,310.577,323.665,2.264
865.229,6.791,8.678,1.887,20.891,88.577,99.112,310.577,324.359,2.275
865.279,6.252,7.773,1.521,21.033,89.619,100.843,324.138,325.32,2.279
865.329,5.731,7.204,1.473,21.085,90.661,101.807,324.149,326.229,2.281
865.379,5.789,7.242,1.453,21.133,91.573,102.961,332.479,326.496,2.276
865.429,5.995,7.189,1.194,21.183,92.126,102.48,332.479,327.404,2.257
865.479,5.351,6.949,1.598,21.194,92.256,100.556,335.79,330.181,2.225
865.529,5.602,7.763,2.161,21.142,92.028,97.093,335.791,331.89,2.19
865.579,6.994,9.502,2.508,21.039,91.507,94.396,343.697,333.601,2.159
865.629,7.774,10.601,2.827,20.933,90.791,92.28,343.697,333.975,2.139
865.679,7.677,10.678,3.001,20.852,90.01,91.221,347.543,337.233,2.121
865.729,7.946,11.462,3.516,20.792,89.359,88.72,347.543,339.636,2.11
865.779,9.269,13.26,3.991,20.765,89.034,86.988,350.105,344.869,2.091
865.829,10.201,14.253,4.052,20.793,88.968,85.159,350.108,347.758,2.08
865.879,10.237,14.377,4.14,20.836,89.164,85.063,352.671,351.282,2.08
865.929,10.33,14.242,3.912,20.832,89.684,86.025,352.671,351.816,2.1
865.979,9.469,12.151,2.682,20.748,90.335,87.372,348.933,351.282,2.128
866.029,6.601,8.179,1.578,20.59,91.019,89.392,348.932,351.335,2.161
866.079,4.332,6.054,1.722,20.425,91.312,92.859,345.192,351.067,2.181
866.129,4.554,6.704,2.15,20.34,90.628,97.573,345.192,348.611,2.188
866.179,5.994,8.487,2.493,20.385,89.326,101.132,345.192,347.703,2.188
866.229,7.167,9.892,2.725,20.527,87.96,103.538,345.192,346.902,2.19
866.279,7.185,9.774,2.589,20.683,86.951,104.308,340.708,345.887,2.193
866.329,6.578,8.998,2.42,20.816,86.657,105.656,340.699,344.228,2.205
866.379,6.428,8.69,2.262,20.936,86.69,107.292,327.137,338.407,2.216
866.429,6.672,8.604,1.932,21.074,86.787,109.697,327.137,334.295,2.224
866.479,6.605,8.222,1.617,21.184,87.21,109.697,326.816,328.634,2.225
866.529,5.811,7.755,1.944,21.175,87.861,108.735,326.816,327.351,2.213
866.579,5.684,8.063,2.379,21.066,88.252,107.195,338.675,327.511,2.202
866.629,6.402,8.725,2.323,20.924,88.252,106.714,338.674,327.938,2.186
866.679,6.191,8.525,2.334,20.8,88.285,106.136,333.44,328.686,2.184
866.729,5.515,7.877,2.362,20.731,88.643,105.271,333.44,328.846,2.195
866.779,5.149,7.393,2.244,20.711,89.098,103.828,333.867,331.089,2.218
866.829,4.829,7.049,2.22,20.735,89.587,103.153,333.865,332.372,2.243
866.879,4.647,6.693,2.046,20.813,90.14,102.672,328.526,333.547,2.263
866.929,4.779,6.44,1.661,20.929,90.856,102.576,328.526,333.654,2.282
866.979,4.969,6.433,1.464,21.062,92.093,101.518,323.079,333.974,2.29
867.029,4.844,6.203,1.359,21.169,93.59,99.979,323.077,336.217,2.288
867.079,4.647,5.918,1.271,21.226,95.121,98.823,316.987,338.621,2.292
867.129,4.658,5.841,1.183,21.257,96.716,97.957,316.987,337.873,2.304
867.179,4.705,5.635,0.93,21.282,98.083,97.765,316.667,334.295,2.323
867.229,4.549,5.311,0.762,21.315,99.189,98.246,316.667,333.601,2.336
867.279,4.478,5.162,0.684,21.361,100.328,98.534,336.421,330.878,2.341
867.329,4.385,5.072,0.687,21.395,101.305,99.208,336.441,328.736,2.337
867.379,3.936,4.837,0.901,21.391,101.566,99.208,358.013,321.848,2.325
867.429,3.667,4.842,1.175,21.31,101.24,98.15,358.013,317.949,2.304
867.479,4.173,5.858,1.685,21.167,100.427,98.438,343.38,314.371,2.289
867.529,5.777,7.851,2.074,21.049,99.027,99.112,343.376,315.01,2.283
867.579,7.262,9.023,1.761,20.996,97.985,100.94,323.397,319.019,2.288
867.629,6.781,8.246,1.465,21.011,97.985,101.614,323.399,322.703,2.298
867.679,5.747,7.219,1.472,21.083,98.376,101.71,332.051,323.825,2.303
867.729,5.675,6.952,1.277,21.174,98.766,100.652,332.051,323.611,2.301
867.779,5.253,6.411,1.158,21.236,99.254,100.363,334.828,324.839,2.291
867.829,4.51,5.893,1.383,21.221,99.645,101.23,334.833,327.619,2.285
867.879,5.107,6.541,1.434,21.158,99.743,103.442,343.59,331.678,2.283
867.929,6.264,7.226,0.962,21.129,99.873,105.655,343.59,334.508,2.291
867.979,5.67,6.455,0.785,21.18,100.361,107.772,347.648,339.742,2.304
868.029,4.798,5.82,1.022,21.283,101.109,109.503,347.65,342.52,2.325
868.079,6.115,6.638,0.523,21.406,102.185,111.044,348.291,347.223,2.345
868.129,7.402,7.175,-0.227,21.525,103.454,112.006,348.292,347.863,2.368
868.179,6.137,6.014,-0.123,21.619,104.593,112.968,353.419,348.397,2.386
868.229,4.042,4.356,0.314,21.678,105.569,112.968,353.419,348.237,2.399
868.279,3.145,3.615,0.47,21.676,106.285,112.295,350.856,342.738,2.407
868.329,3.038,3.639,0.601,21.614,106.578,110.466,350.84,340.169,2.406
868.379,3.105,4.048,0.943,21.533,106.644,108.83,316.56,335.843,2.405
868.429,3.423,4.595,1.172,21.478,106.839,106.906,316.56,331.197,2.399
868.479,3.896,4.921,1.025,21.471,107.164,104.597,312.715,329.114,2.386
868.529,4.036,4.84,0.804,21.485,107.327,102.096,312.714,326.711,2.377
868.579,3.795,4.497,0.702,21.486,107.164,100.362,332.799,328.527,2.377
868.629,3.587,4.183,0.596,21.474,106.937,99.304,332.801,330.77,2.376
868.679,3.502,4.029,0.527,21.453,106.904,98.631,340.277,332.959,2.377
868.729,3.529,4.19,0.661,21.423,106.871,97.957,340.278,330.716,2.376
868.779,3.777,4.622,0.845,21.38,106.806,96.322,334.085,318.329,2.374
868.829,4.039,4.939,0.9,21.334,106.839,94.396,334.08,311.911,2.385
868.879,3.877,5.126,1.249,21.324,106.741,93.338,332.265,308.601,2.399
868.929,3.683,5.171,1.488,21.354,106.578,93.627,332.265,309.776,2.409
868.979,3.85,4.926,1.076,21.398,106.546,93.435,342.091,309.402,2.414
869.029,3.83,4.861,1.031,21.429,106.481,91.896,342.094,306.679,2.41
869.079,4.558,6.31,1.752,21.434,106.318,89.681,299.786,299.998,2.401
869.129,7.334,9.841,2.507,21.427,106.058,88.238,299.773,296.475,2.393
869.179,12.056,13.86,1.804,21.41,105.634,87.757,234.725,297.382,2.382
869.229,14.795,15.202,0.407,21.365,105.081,87.95,234.722,300.64,2.359
869.279,11.66,12.492,0.832,21.293,104.203,88.527,292.811,307.155,2.333
869.329,7.336,9.357,2.021,21.195,103.063,88.912,292.862,310.63,2.303
869.379,6.252,8.747,2.495,21.052,102.119,88.912,338.996,310.951,2.27
869.429,7.095,9.799,2.704,20.887,101.208,89.297,338.996,313.301,2.24
869.479,8.227,11.299,3.072,20.76,100.296,91.221,351.065,314.69,2.223
869.529,8.882,12.42,3.538,20.709,99.515,95.165,351.068,315.651,2.222
869.579,9.227,12.48,3.253,20.723,98.961,98.054,334.509,317.201,2.24
869.629,8.651,11.225,2.574,20.761,98.896,99.882,334.504,318.377,2.265
869.679,7.472,9.621,2.149,20.813,99.32,100.459,311.86,323.718,2.295
869.729,6.663,8.257,1.594,20.887,100.166,100.555,311.859,326.548,2.328
869.779,5.699,6.969,1.27,20.973,100.979,100.459,308.656,328.525,2.355
869.829,4.967,6.035,1.068,21.064,101.729,100.748,308.654,328.472,2.375
869.879,4.53,5.463,0.933,21.176,102.868,101.036,310.043,327.19,2.394
869.929,4.028,5.205,1.177,21.294,103.877,99.786,310.043,327.457,2.4
869.979,3.825,5.144,1.319,21.388,104.43,99.112,316.558,329.593,2.388
870.029,3.736,5.028,1.292,21.446,104.886,97.188,316.56,329.434,2.352
870.079,3.756,5.011,1.255,21.444,105.146,96.128,319.338,328.15,2.298
870.129,3.945,5.319,1.374,21.376,104.853,95.166,319.342,325.268,2.232
870.179,4.028,5.933,1.905,21.243,104.007,93.916,343.054,330.555,2.173
870.229,4.741,7.443,2.702,21.056,102.933,92.28,343.056,336.483,2.133
870.279,6.919,10.622,3.703,20.864,101.794,91.414,363.237,350.687,2.1
870.329,9.296,13.981,4.685,20.714,100.686,90.355,363.247,355.342,2.076
870.379,10.607,15.639,5.032,20.633,99.677,90.163,362.286,356.516,2.074
870.429,11.199,14.987,3.788,20.618,98.896,88.72,362.286,353.419,2.086
870.479,10.093,12.179,2.086,20.657,98.571,89.008,346.265,345.408,2.114
870.529,7.405,9.147,1.742,20.735,98.538,89.681,346.261,342.47,2.154
870.579,5.633,7.344,1.711,20.81,98.538,91.222,336.859,340.652,2.198
870.629,4.705,6.576,1.871,20.845,98.571,92.665,336.858,341.186,2.23
870.679,4.405,6.587,2.182,20.868,98.669,94.204,333.44,342.949,2.256
870.729,4.97,7.077,2.107,20.918,98.506,95.455,333.44,344.23,2.28
870.779,5.455,7.643,2.188,21.004,98.083,96.129,332.266,346.313,2.295
870.829,6.148,8.001,1.853,21.146,98.083,96.61,332.262,346.794,2.315
870.879,6.466,7.686,1.22,21.342,98.734,97.188,326.389,344.924,2.326
870.929,5.508,6.683,1.175,21.529,99.84,97.861,326.389,341.079,2.338
870.979,4.538,5.767,1.229,21.638,101.077,98.246,324.36,338.729,2.344
