DEPT    .M ,RMG     .none ,RMN     .none   ,RMN-RMG,CAL     .none ,SP      .none,GR      .none,HAC     .non,BHC     .none,DEN     .none 
775.629,2.769,2.743,-0.026,21.461,114.391,119.127,458.97,420.619,2.198
775.679,2.532,2.476,-0.056,21.465,114.456,119.512,437.821,416.667,2.218
775.729,2.137,2.172,0.035,21.476,114.521,119.608,437.821,413.409,2.246
775.779,1.828,2.276,0.448,21.513,114.391,117.78,385.176,403.05,2.282
775.829,2.426,3.108,0.682,21.574,114.293,115.373,385.137,397.646,2.311
775.879,2.739,3.4,0.661,21.634,114.456,113.834,357.799,390.064,2.335
775.929,2.4,3.062,0.662,21.668,114.684,114.123,357.799,387.34,2.351
775.979,2.346,2.955,0.609,21.662,114.651,115.47,360.042,382.747,2.35
776.029,2.449,2.996,0.547,21.64,114.553,115.663,360.043,380.663,2.351
776.079,2.392,2.963,0.571,21.616,114.423,115.854,359.722,376.013,2.346
776.129,2.336,2.971,0.635,21.583,114.13,114.507,359.72,372.915,2.342
776.179,2.519,3.15,0.631,21.551,114.098,112.68,351.389,365.598,2.343
776.229,2.682,3.239,0.557,21.528,114.195,111.237,351.389,357.961,2.342
776.279,2.613,3.301,0.688,21.527,114.065,110.274,356.087,354.489,2.335
776.329,2.517,3.348,0.831,21.557,114.033,109.119,356.096,347.703,2.329
776.379,2.419,3.08,0.661,21.587,114.163,107.676,369.338,346.688,2.309
776.429,2.407,2.907,0.5,21.582,114.13,106.521,369.338,346.368,2.304
776.479,2.464,2.977,0.513,21.555,113.87,106.906,359.618,343.751,2.309
776.529,2.402,3.111,0.709,21.526,113.675,108.541,359.615,342.522,2.331
776.579,2.442,3.34,0.898,21.501,113.577,109.986,347.436,339.476,2.351
776.629,2.724,3.51,0.786,21.492,113.479,110.851,347.437,337.927,2.362
776.679,2.88,3.519,0.639,21.509,113.512,110.274,350.107,335.256,2.368
776.729,2.762,3.411,0.649,21.54,113.609,110.755,350.107,334.242,2.372
776.779,2.682,3.339,0.657,21.571,113.74,111.428,357.902,334.402,2.368
776.829,2.771,3.414,0.643,21.576,113.902,112.872,357.907,334.99,2.363
776.879,2.824,3.525,0.701,21.543,113.935,113.642,359.615,336.859,2.356
776.929,2.98,3.706,0.726,21.488,113.837,113.642,359.615,338.675,2.353
776.979,3.356,4.016,0.66,21.416,113.642,113.449,351.071,342.36,2.349
777.029,3.469,4.179,0.71,21.326,113.284,113.161,351.068,343.536,2.344
777.079,3.253,4.074,0.821,21.237,112.958,113.257,349.252,343.643,2.347
777.129,3.092,3.93,0.838,21.168,112.796,112.776,349.251,343.269,2.349
777.179,3.093,3.949,0.856,21.136,112.763,112.006,344.338,343.643,2.359
777.229,3.175,4.077,0.902,21.141,112.958,110.852,344.338,344.498,2.367
777.279,3.195,4.111,0.916,21.163,113.121,110.563,344.444,346.954,2.375
777.329,3.16,4.039,0.879,21.193,113.186,109.214,344.446,348.185,2.382
777.379,3.098,3.944,0.846,21.228,113.186,106.713,347.97,350.267,2.393
777.429,3.025,3.929,0.904,21.246,112.926,104.501,347.97,350.694,2.397
777.479,3.018,3.995,0.977,21.251,112.698,103.923,348.825,350.534,2.402
777.529,3.05,3.998,0.948,21.261,112.666,103.346,348.825,350.107,2.41
777.579,3.082,3.935,0.853,21.285,112.633,102.672,358.974,350.749,2.412
777.629,3.022,3.785,0.763,21.332,112.6,102.384,358.975,352.458,2.414
777.679,2.854,3.604,0.75,21.376,112.763,102.576,362.82,355.716,2.409
777.729,2.791,3.571,0.78,21.403,112.991,103.442,362.821,356.143,2.402
777.779,2.938,3.668,0.73,21.409,112.991,103.731,363.248,355.556,2.392
777.829,3.087,3.772,0.685,21.402,112.893,103.73,363.245,354.487,2.367
777.879,3.119,3.821,0.702,21.402,112.828,103.153,358.013,353.151,2.349
777.929,3.182,3.875,0.693,21.413,112.763,103.442,358.013,349.252,2.337
777.979,3.14,3.778,0.638,21.428,112.698,104.308,350.857,345.14,2.329
778.029,2.982,3.649,0.667,21.438,112.633,104.308,350.855,343.644,2.318
778.079,3.116,3.923,0.807,21.442,112.438,103.153,338.782,339.956,2.312
778.129,3.325,4.194,0.869,21.445,112.438,102.287,338.779,338.14,2.298
778.179,3.464,4.402,0.938,21.443,112.893,101.999,326.816,334.615,2.278
778.229,3.68,4.892,1.212,21.437,113.056,101.999,326.816,332.906,2.261
778.279,4.036,5.477,1.441,21.435,112.763,102.287,318.06,329.649,2.246
778.329,4.891,6.238,1.347,21.452,112.503,101.325,318.055,328.045,2.235
778.379,5.544,6.811,1.267,21.491,112.307,100.652,317.735,327.938,2.228
778.429,5.341,6.8,1.459,21.528,112.307,100.94,317.735,327.991,2.222
778.479,5.284,6.841,1.557,21.549,112.405,103.73,322.862,326.656,2.217
778.529,5.708,7.204,1.496,21.552,112.112,105.654,322.863,326.069,2.216
778.579,6.06,7.607,1.547,21.54,111.819,107.58,326.496,324.732,2.222
778.629,6.169,7.81,1.641,21.521,112.015,107.868,326.495,323.558,2.23
778.679,6.042,7.696,1.654,21.496,112.177,106.617,323.398,322.97,2.23
778.729,5.92,7.502,1.582,21.468,112.047,105.078,323.397,322.863,2.222
778.779,5.799,7.341,1.542,21.445,111.982,102.481,324.038,325.533,2.21
778.829,5.56,7.171,1.611,21.426,111.982,99.399,324.041,328.047,2.195
778.879,5.545,7.162,1.617,21.407,111.884,95.647,329.915,332.693,2.181
778.929,5.793,7.46,1.667,21.383,111.754,92.28,329.915,334.402,2.171
778.979,5.955,7.805,1.85,21.359,111.624,90.067,336.109,336.164,2.158
779.029,5.992,7.942,1.95,21.337,111.494,89.105,336.111,336.805,2.158
779.079,6.205,8.178,1.973,21.308,111.363,89.586,344.017,337.981,2.165
779.129,6.547,8.533,1.986,21.281,111.233,90.259,344.02,338.462,2.181
779.179,6.596,8.659,2.063,21.274,111.103,90.259,358.974,340.224,2.207
779.229,6.633,8.875,2.242,21.287,111.005,90.355,358.974,341.132,2.239
779.279,6.847,8.7,1.853,21.305,110.94,91.125,360.042,340.759,2.273
779.329,6.093,7.181,1.088,21.326,111.038,92.954,360.03,339.529,2.31
779.379,4.451,5.463,1.012,21.36,111.168,94.108,332.585,337.125,2.339
779.429,3.6,4.737,1.137,21.397,111.331,94.493,332.585,333.921,2.359
779.479,3.507,4.594,1.087,21.405,111.917,95.551,326.925,331.892,2.363
779.529,3.497,4.549,1.052,21.381,112.47,96.706,326.923,328.207,2.357
779.579,3.612,4.6,0.988,21.349,112.666,98.15,317.308,324.839,2.346
779.629,3.664,4.741,1.077,21.328,112.796,98.15,317.307,323.878,2.338
779.679,3.661,4.825,1.164,21.315,112.893,98.246,312.5,321.741,2.321
779.729,3.809,4.956,1.147,21.293,113.024,98.823,312.5,321.154,2.311
779.779,3.975,5.168,1.193,21.259,113.056,99.977,312.393,319.445,2.297
779.829,4.063,5.329,1.266,21.233,112.991,100.748,312.394,318.376,2.284
779.879,4.345,5.731,1.386,21.226,113.089,101.229,314.423,318.857,2.27
779.929,4.904,6.515,1.611,21.241,112.958,101.71,314.423,320.032,2.253
779.979,5.817,7.541,1.724,21.27,112.6,100.844,331.94,321.794,2.239
780.029,6.812,8.469,1.657,21.3,112.6,98.151,331.944,321.741,2.222
780.079,7.072,8.721,1.649,21.314,112.828,95.358,342.949,319.069,2.209
780.129,6.768,8.528,1.76,21.309,113.056,93.82,342.947,316.772,2.209
780.179,6.71,8.468,1.758,21.296,113.349,94.204,337.393,311.645,2.228
780.229,6.978,8.722,1.744,21.299,113.447,94.589,337.393,304.596,2.255
780.279,7.218,8.991,1.773,21.331,113.154,93.435,323.511,300.696,2.29
780.329,7.337,9.209,1.872,21.367,112.926,92.28,323.487,292.037,2.326
780.379,7.9,9.839,1.939,21.379,112.991,92.184,285.577,284.561,2.353
780.429,8.999,10.818,1.819,21.376,113.219,93.146,285.577,282.158,2.373
780.479,10.57,12.437,1.867,21.377,113.544,93.338,248.407,281.197,2.388
780.529,12.138,14.209,2.071,21.369,113.805,92.954,248.397,282.211,2.386
780.579,12.159,14.106,1.947,21.351,114,91.413,250,285.631,2.382
780.629,10.535,11.971,1.436,21.345,114.098,90.452,250.009,287.929,2.365
780.679,8.074,9.349,1.275,21.352,114.098,91.029,290.704,293.429,2.345
780.729,5.957,7.423,1.466,21.357,114.065,93.145,290.705,295.993,2.331
780.779,4.939,6.477,1.538,21.347,114,95.069,319.11,299.144,2.323
780.829,4.635,6.125,1.49,21.331,114.033,96.611,319.127,299.787,2.324
780.879,4.669,6.115,1.446,21.314,114.163,98.535,325.855,300.695,2.324
780.929,4.573,5.929,1.356,21.299,114.228,100.555,325.855,301.976,2.326
780.979,4.272,5.451,1.179,21.292,114.358,104.211,316.135,307.477,2.323
781.029,3.968,5.2,1.232,21.29,114.553,107.097,316.133,314.099,2.313
781.079,3.751,5.071,1.32,21.29,114.488,108.927,317.094,317.042,2.304
781.129,3.664,4.857,1.193,21.297,114.358,109.504,317.096,320.727,2.301
781.179,3.556,4.616,1.06,21.317,114.326,110.274,324.466,321.154,2.3
781.229,3.439,4.474,1.035,21.344,114.358,110.851,324.466,320.673,2.306
781.279,3.46,4.498,1.038,21.359,114.521,111.428,327.456,319.712,2.316
781.329,3.6,4.657,1.057,21.358,114.488,111.236,327.457,319.337,2.326
781.379,3.742,4.966,1.224,21.36,114.228,109.696,325.962,318.803,2.326
781.429,4.107,5.415,1.308,21.37,114.065,107.58,325.962,319.07,2.32
781.479,4.93,6.078,1.148,21.376,114.098,106.618,320.728,321.474,2.311
781.529,5.468,6.514,1.046,21.362,114.163,108.252,320.727,324.091,2.293
781.579,4.997,6.128,1.131,21.338,114.13,111.815,321.047,330.611,2.284
781.629,4.281,5.538,1.257,21.329,114.261,115.278,321.049,333.869,2.278
781.679,4.186,5.445,1.259,21.335,114.553,118.549,328.632,338.996,2.28
781.729,4.096,5.292,1.196,21.334,114.651,120.762,328.633,339.423,2.283
781.779,3.716,4.896,1.18,21.317,114.456,123.167,333.545,337.715,2.289
781.829,3.511,4.676,1.165,21.296,114.195,124.612,333.546,332.584,2.295
781.879,3.533,4.64,1.107,21.286,114.228,125.574,332.265,329.807,2.295
781.929,3.854,4.95,1.096,21.283,114.358,124.9,332.265,326.496,2.297
781.979,4.218,5.315,1.097,21.273,114.228,122.495,329.274,324.947,2.293
782.029,4.109,5.198,1.089,21.264,114.098,120.571,329.274,324.466,2.3
782.079,3.843,5.019,1.176,21.271,114.098,118.645,326.603,325.214,2.308
782.129,3.721,4.945,1.224,21.295,114.065,117.876,326.602,324.946,2.323
782.179,3.802,4.967,1.165,21.32,114.098,117.106,323.398,323.718,2.331
782.229,4.083,5.155,1.072,21.335,114.195,118.164,323.397,323.344,2.341
782.279,4.031,5.151,1.12,21.338,114.195,118.357,326.708,321.369,2.348
782.329,3.904,5.124,1.22,21.324,114.13,118.357,326.707,319.71,2.353
782.379,3.955,5.154,1.199,21.309,114.195,117.78,321.795,315.491,2.353
782.429,3.965,5.161,1.196,21.307,114.391,117.78,321.795,313.782,2.355
782.479,4.094,5.311,1.217,21.319,114.553,116.721,312.396,311.592,2.349
782.529,4.22,5.459,1.239,21.328,114.716,114.701,312.393,311.005,2.343
782.579,4.218,5.514,1.296,21.316,114.944,112.678,311.218,311.539,2.339
782.629,4.15,5.572,1.422,21.294,115.074,110.178,311.217,313.195,2.337
782.679,4.176,5.668,1.492,21.278,115.009,109.216,306.304,314.103,2.347
782.729,4.241,5.573,1.332,21.28,114.977,107.003,306.303,316.185,2.348
782.779,4.106,5.276,1.17,21.301,114.944,104.598,313.031,318.108,2.343
782.829,3.95,5.131,1.181,21.325,114.814,101.709,313.039,319.018,2.32
782.879,4.033,5.321,1.288,21.347,114.781,99.978,324.359,320.62,2.28
782.929,4.499,5.922,1.423,21.374,114.912,98.631,324.359,320.78,2.242
782.979,5.07,6.43,1.36,21.4,115.074,97.861,333.331,320.94,2.217
783.029,5.099,6.258,1.159,21.408,115.139,98.534,333.333,321.581,2.207
783.079,4.727,5.947,1.22,21.386,115.139,100.845,333.44,323.451,2.216
783.129,4.675,6.166,1.491,21.348,115.172,103.25,333.438,324.039,2.233
783.179,5.15,6.634,1.484,21.321,115.27,105.848,323.398,326.87,2.25
783.229,5.375,6.546,1.171,21.306,115.367,106.521,323.397,328.739,2.263
783.279,4.858,6.029,1.171,21.298,115.4,107.579,315.923,331.089,2.268
783.329,4.474,5.746,1.272,21.299,115.432,108.062,315.921,331.304,2.272
783.379,4.576,5.537,0.961,21.312,115.66,110.178,320.192,332.372,2.272
783.429,4.366,5.237,0.871,21.339,116.018,112.198,320.192,334.989,2.281
783.479,3.889,4.728,0.839,21.371,116.181,112.872,353.09,336.591,2.287
783.529,3.306,3.759,0.453,21.396,116.246,112.199,353.098,340.276,2.306
783.579,2.389,2.81,0.421,21.416,116.441,111.91,360.15,340.758,2.329
783.629,2.246,3.007,0.761,21.43,116.506,111.718,360.143,339.262,2.346
783.679,3.04,4.033,0.993,21.432,116.279,113.834,332.052,336.218,2.355
783.729,3.454,4.474,1.02,21.426,116.051,115.662,332.051,335.417,2.352
783.779,3.466,4.434,0.968,21.421,115.986,117.105,327.673,336.431,2.342
783.829,3.494,4.475,0.981,21.419,116.018,117.491,327.673,337.019,2.325
783.879,3.468,4.527,1.059,21.41,116.051,116.913,331.197,337.34,2.32
783.929,3.496,4.561,1.065,21.389,115.986,116.144,331.197,337.393,2.322
783.979,3.554,4.533,0.979,21.365,115.921,115.759,331.837,337.233,2.322
784.029,3.585,4.594,1.009,21.346,115.888,116.24,331.838,335.845,2.319
784.079,3.769,4.948,1.179,21.344,115.758,116.24,327.03,332.638,2.304
784.129,4.032,5.276,1.244,21.355,115.725,115.951,327.029,330.501,2.282
784.179,4.129,5.275,1.146,21.365,115.823,115.566,324.039,326.603,2.263
784.229,4.022,5.111,1.089,21.369,115.758,114.604,324.038,327.083,2.256
784.279,3.839,4.911,1.072,21.357,115.66,114.123,329.484,328.044,2.263
784.329,3.642,4.789,1.147,21.33,115.66,114.027,329.489,329.915,2.269
784.379,3.681,5.153,1.472,21.302,115.628,115.182,332.479,330.93,2.266
784.429,4.911,6.563,1.652,21.28,115.628,115.47,332.479,331.09,2.258
784.479,7.04,8.472,1.432,21.276,115.628,115.663,333.867,331.784,2.245
784.529,8.058,9.439,1.381,21.284,115.563,115.086,333.868,331.731,2.247
784.579,7.324,8.787,1.463,21.298,115.497,114.797,330.876,327.937,2.253
784.629,5.687,7.022,1.335,21.311,115.497,114.7,330.875,325.106,2.276
784.679,4.316,5.559,1.243,21.322,115.693,114.219,324.68,320.673,2.297
784.729,3.864,5.041,1.177,21.338,115.921,113.834,324.68,319.712,2.315
784.779,3.742,4.915,1.173,21.358,115.986,112.873,322.437,322.221,2.326
784.829,3.592,4.804,1.212,21.378,115.953,111.525,322.436,324.2,2.329
784.879,3.671,4.731,1.06,21.392,115.888,110.659,322.756,326.549,2.317
784.929,3.778,4.756,0.978,21.395,115.986,109.889,322.756,326.496,2.308
784.979,3.709,4.822,1.113,21.397,116.181,109.312,326.708,324.573,2.289
785.029,3.664,4.882,1.218,21.405,116.181,108.35,326.709,323.345,2.277
785.079,3.716,5.154,1.438,21.414,116.051,107.194,326.175,323.611,2.272
785.129,4.346,6.07,1.724,21.416,115.986,106.425,326.174,324.199,2.279
785.179,6.046,7.768,1.722,21.407,116.051,106.329,321.154,324.733,2.289
785.229,7.512,9.208,1.696,21.397,116.116,106.617,321.154,324.519,2.301
785.279,7.742,9.161,1.419,21.394,116.148,106.714,322.542,325,2.308
785.329,6.698,7.737,1.039,21.394,116.083,105.944,322.544,326.445,2.31
785.379,4.738,5.805,1.067,21.39,115.855,105.367,326.282,331.571,2.313
785.429,3.338,4.291,0.953,21.385,115.79,105.27,326.282,333.761,2.318
785.479,3.058,3.98,0.922,21.384,115.953,106.425,331.195,337.125,2.319
785.529,3.432,4.457,1.025,21.385,116.148,107.483,331.197,337.767,2.325
785.579,3.628,4.551,0.923,21.388,116.279,108.253,323.718,337.5,2.329
785.629,3.414,4.328,0.914,21.41,116.279,108.542,323.722,337.982,2.33
785.679,3.328,4.19,0.862,21.465,116.214,108.638,342.414,341.987,2.325
785.729,3.081,3.79,0.709,21.53,116.181,109.215,342.415,344.871,2.321
785.779,2.559,3.225,0.666,21.581,116.246,109.6,374.556,350.211,2.329
785.829,2.461,3.041,0.58,21.602,116.474,109.793,374.557,350.534,2.349
785.879,2.856,3.508,0.652,21.595,116.767,109.985,340.705,349.84,2.375
785.929,3.557,4.276,0.719,21.588,116.93,109.697,340.705,349.573,2.396
785.979,3.975,4.404,0.429,21.604,116.995,110.37,331.092,353.097,2.392
786.029,3.447,3.888,0.441,21.631,117.06,110.659,331.09,356.195,2.385
786.079,2.734,3.338,0.604,21.648,117.06,111.524,353.633,362.341,2.372
786.129,2.456,3.039,0.583,21.655,116.995,110.562,353.634,364.798,2.361
786.179,2.382,2.925,0.543,21.654,116.897,109.216,361.752,368.483,2.357
786.229,2.335,2.817,0.482,21.665,116.767,107.099,361.752,370.032,2.348
786.279,2.24,2.745,0.505,21.693,116.832,105.56,366.451,373.556,2.331
786.329,2.16,2.682,0.522,21.721,117.027,104.789,366.457,375.322,2.315
786.379,2.072,2.56,0.488,21.733,117.027,104.693,375.855,378.419,2.302
786.429,1.959,2.423,0.464,21.73,116.93,104.693,375.855,380.182,2.285
786.479,1.945,2.372,0.427,21.718,116.8,104.116,386.215,386.003,2.274
786.529,1.954,2.354,0.4,21.711,116.702,104.789,386.218,389.582,2.256
786.579,2.007,2.424,0.417,21.707,116.897,106.33,395.62,394.659,2.253
786.629,2.035,2.431,0.396,21.713,116.93,109.023,395.62,396.849,2.264
786.679,1.876,2.186,0.31,21.743,116.702,109.793,396.795,400.374,2.283
786.729,1.713,2.056,0.343,21.786,116.897,108.735,396.795,402.19,2.297
786.779,1.8,2.233,0.433,21.832,117.19,105.657,393.485,404.112,2.3
786.829,2.015,2.382,0.367,21.859,117.19,103.345,393.488,404.113,2.295
786.879,1.972,2.295,0.323,21.846,117.19,101.325,404.594,404.167,2.284
786.929,1.8,2.162,0.362,21.818,117.158,99.016,404.594,404.487,2.276
786.979,1.724,2.095,0.371,21.807,117.027,96.803,404.06,408.599,2.277
787.029,1.7,2.116,0.416,21.805,116.962,94.783,404.06,412.178,2.283
787.079,1.898,2.342,0.444,21.79,116.897,94.975,402.885,418.858,2.287
787.129,2.174,2.524,0.35,21.76,116.962,96.514,402.886,421.635,2.278
787.179,2.094,2.394,0.3,21.741,117.027,99.016,411.004,424.947,2.264
787.229,1.827,2.178,0.351,21.754,116.865,102.383,411.004,425.32,2.247
787.279,1.724,2.056,0.332,21.78,116.962,105.654,422.43,426.015,2.245
787.329,1.732,2.011,0.279,21.784,117.125,109.409,422.442,426.87,2.243
787.379,1.719,1.989,0.27,21.767,117.027,112.295,434.509,428.365,2.246
787.429,1.638,1.923,0.285,21.756,116.897,114.123,434.509,428.793,2.245
787.479,1.641,1.903,0.262,21.756,116.897,114.7,435.47,429.167,2.243
787.529,1.728,1.935,0.207,21.761,117.092,115.374,435.47,428.74,2.238
787.579,1.802,2.025,0.223,21.765,117.223,115.373,431.09,427.831,2.237
787.629,1.851,2.171,0.32,21.777,117.19,113.93,431.086,427.618,2.242
787.679,1.818,2.208,0.39,21.812,117.06,111.429,414.423,428.045,2.245
787.729,1.752,2.186,0.434,21.86,116.962,109.409,414.423,427.885,2.248
787.779,1.842,2.346,0.504,21.901,116.93,108.062,405.56,427.831,2.243
787.829,2.15,2.593,0.443,21.927,116.734,108.446,405.562,428.794,2.233
787.879,2.15,2.47,0.32,21.932,116.539,109.312,418.483,432.479,2.218
787.929,1.83,2.129,0.299,21.926,116.604,108.446,418.483,434.028,2.209
787.979,1.699,2.024,0.325,21.923,116.734,106.714,430.339,435.363,2.212
788.029,1.729,2.029,0.3,21.93,116.832,103.636,430.342,434.99,2.22
788.079,1.73,1.964,0.234,21.943,116.962,101.421,436.752,434.562,2.235
788.129,1.499,1.745,0.246,21.956,117.06,100.171,436.753,434.99,2.234
788.179,1.31,1.635,0.325,21.971,117.158,101.133,440.385,436.966,2.22
788.229,1.516,1.809,0.293,21.984,117.288,102.768,440.385,438.782,2.2
788.279,1.685,1.847,0.162,21.987,117.353,103.345,442.093,439.743,2.184
788.329,1.463,1.622,0.159,21.977,117.32,102.094,442.093,441.56,2.173
788.379,1.325,1.588,0.263,21.964,117.255,100.555,439.53,442.308,2.164
788.429,1.476,1.792,0.316,21.955,117.255,101.036,439.53,442.628,2.157
788.479,1.489,1.837,0.348,21.949,117.255,102.095,444.87,443.162,2.147
788.529,1.449,1.776,0.327,21.94,117.19,104.211,444.872,443.429,2.145
788.579,1.565,1.669,0.104,21.928,117.157,104.982,446.261,443.857,2.151
788.629,1.706,1.591,-0.115,21.924,117.027,106.04,446.26,443.91,2.168
788.679,1.722,1.676,-0.046,21.925,116.93,107.195,444.124,443.91,2.186
788.729,1.592,1.73,0.138,21.925,117.027,109.504,444.124,444.498,2.201
788.779,1.497,1.725,0.228,21.92,116.962,111.332,444.444,447.328,2.213
788.829,1.461,1.677,0.216,21.912,116.865,111.332,444.445,449.04,2.228
788.879,1.36,1.575,0.215,21.912,116.995,109.311,446.047,452.564,2.242
788.929,1.307,1.591,0.284,21.925,117.092,105.752,446.047,453.846,2.255
788.979,1.326,1.696,0.37,21.939,117.092,103.731,453.096,454.861,2.259
789.029,1.264,1.665,0.401,21.95,117.027,101.326,453.098,454.487,2.256
789.079,1.187,1.508,0.321,21.96,116.832,99.592,457.906,453.365,2.245
789.129,1.182,1.424,0.242,21.966,116.637,98.053,457.905,452.51,2.235
789.179,1.172,1.422,0.25,21.967,116.702,97.284,454.915,450.267,2.231
789.229,1.146,1.424,0.278,21.965,116.799,97.861,454.915,449.306,2.229
789.279,1.19,1.46,0.27,21.957,116.702,100.169,447.013,447.917,2.233
789.329,1.258,1.515,0.257,21.948,116.702,102.962,447.006,447.435,2.241
789.379,1.286,1.555,0.269,21.938,116.669,106.137,440.705,445.78,2.254
789.429,1.291,1.597,0.306,21.928,116.604,108.253,440.705,444.444,2.265
789.479,1.251,1.613,0.362,21.925,116.702,109.985,438.889,441.187,2.271
789.529,1.301,1.638,0.337,21.927,116.604,109.697,438.889,439.584,2.27
789.579,1.463,1.731,0.268,21.928,116.474,109.312,435.791,435.255,2.27
789.629,1.483,1.825,0.342,21.93,116.507,109.504,435.79,433.225,2.272
789.679,1.434,1.854,0.42,21.929,116.507,109.985,434.402,427.938,2.278
789.729,1.451,1.804,0.353,21.918,116.669,110.37,434.402,425.214,2.286
789.779,1.489,1.781,0.292,21.882,116.799,110.947,416.889,418.807,2.294
789.829,1.539,1.84,0.301,21.832,116.637,111.814,416.872,411.162,2.302
789.879,1.509,1.938,0.429,21.785,116.441,112.487,399.573,405.662,2.309
789.929,1.612,2.16,0.548,21.745,116.474,113.546,399.573,403.686,2.32
789.979,1.719,2.217,0.498,21.732,116.702,114.604,398.398,400.909,2.332
790.029,1.516,1.956,0.44,21.744,116.799,114.796,398.397,399.36,2.336
790.079,1.44,1.863,0.423,21.763,116.734,114.411,387.286,394.71,2.334
790.129,1.632,1.888,0.256,21.77,115.855,112.102,387.285,392.414,2.324
790.179,1.847,1.914,0.067,21.767,115.074,109.216,383.333,389.69,2.324
790.229,1.844,2.025,0.181,21.773,116.051,106.33,383.333,389.69,2.328
790.279,1.589,1.964,0.375,21.811,116.994,104.309,395.613,390.651,2.331
790.329,1.367,1.792,0.425,21.904,117.158,103.154,395.623,391.347,2.331
790.379,1.293,1.681,0.388,22.034,117.288,103.539,402.564,392.361,2.33
790.429,1.288,1.639,0.351,22.142,117.255,104.885,402.564,392.949,2.324
790.479,1.335,1.693,0.358,22.182,117.255,107.194,404.166,394.444,2.322
790.529,1.411,1.771,0.36,22.157,117.385,109.888,404.167,395.139,2.332
790.579,1.46,1.826,0.366,22.105,117.45,113.067,402.564,394.765,2.346
790.629,1.568,1.93,0.362,22.059,117.418,117.395,402.564,394.124,2.356
790.679,1.661,2.005,0.344,22.027,117.385,120.474,402.671,394.712,2.352
790.729,1.626,1.996,0.37,22.01,117.288,121.917,402.671,397.115,2.334
790.779,1.611,2.015,0.404,22.005,117.255,122.879,401.923,397.97,2.31
790.829,1.693,2.107,0.414,21.991,117.255,122.687,401.923,398.344,2.287
790.879,1.815,2.196,0.381,21.968,117.288,122.879,402.137,398.504,2.272
790.929,1.795,2.145,0.35,21.935,117.45,122.302,402.137,398.825,2.262
790.979,1.687,2.074,0.387,21.865,117.548,121.34,404.166,400.587,2.259
791.029,1.716,2.192,0.476,21.743,117.548,118.455,404.167,401.869,2.256
791.079,1.792,2.296,0.504,21.616,117.483,114.795,412.18,404.648,2.246
791.129,1.859,2.24,0.381,21.547,117.353,111.14,412.181,405.716,2.243
791.179,1.983,2.236,0.253,21.559,117.288,108.927,417.521,408.44,2.248
791.229,2.033,2.37,0.337,21.6,117.288,107.388,417.521,410.737,2.248
791.279,1.963,2.493,0.53,21.619,117.32,106.522,414.745,415.329,2.249
791.329,2.029,2.562,0.533,21.606,117.32,105.366,414.741,416.935,2.24
791.379,2.13,2.651,0.521,21.58,117.223,104.019,408.547,419.605,2.223
791.429,2.053,2.556,0.503,21.572,117.19,103.25,408.547,420.994,2.202
791.479,2.027,2.423,0.396,21.558,117.223,103.538,417.412,421.741,2.177
791.529,2.125,2.527,0.402,21.516,117.125,104.789,417.415,424.945,2.15
791.579,2.184,2.568,0.384,21.483,117.06,104.789,435.791,428.206,2.127
791.629,2.23,2.551,0.321,21.476,117.027,104.115,435.791,429.754,2.106
791.679,2.25,2.555,0.305,21.485,116.93,103.634,435.684,430.395,2.093
791.729,2.246,2.575,0.329,21.502,116.995,103.346,435.684,429.968,2.081
791.779,2.368,2.678,0.31,21.519,117.092,102.288,432.374,429.06,2.08
791.829,2.545,2.767,0.222,21.524,117.158,100.844,432.373,428.686,2.084
791.879,2.605,2.816,0.211,21.516,117.157,100.459,433.868,428.098,2.091
791.929,2.526,2.806,0.28,21.505,116.865,100.651,433.868,427.511,2.108
791.979,2.392,2.727,0.335,21.497,116.637,101.036,429.382,425.642,2.138
792.029,2.322,2.631,0.309,21.496,116.702,100.844,429.38,423.772,2.173
792.079,2.404,2.645,0.241,21.499,116.702,100.459,420.086,419.23,2.205
792.129,2.514,2.756,0.242,21.504,116.506,99.497,420.082,416.88,2.222
792.179,2.557,2.842,0.285,21.509,116.441,100.267,404.274,413.996,2.226
792.229,2.533,2.812,0.279,21.506,116.702,101.998,404.274,411.753,2.221
792.279,2.313,2.638,0.325,21.492,116.962,103.634,388.576,410.684,2.202
792.329,2.078,2.506,0.428,21.481,116.962,105.079,388.561,409.402,2.189
792.379,2.051,2.48,0.429,21.482,116.734,106.522,373.611,410.524,2.18
792.429,2.072,2.449,0.377,21.488,116.637,108.349,373.611,412.126,2.176
792.479,2.215,2.505,0.29,21.49,116.799,109.696,395.721,418.161,2.17
792.529,2.174,2.366,0.192,21.513,116.962,110.37,395.727,422.647,2.16
792.579,1.652,2.133,0.481,21.578,117.158,110.659,436.432,427.403,2.147
792.629,1.35,2.477,1.127,21.625,117.32,111.429,436.433,426.441,2.145
792.679,1.506,2.656,1.15,21.596,117.255,112.006,443.055,422.329,2.15
792.729,1.775,2.243,0.468,21.533,117.06,112.006,443.056,421.154,2.17
792.779,1.856,1.973,0.117,21.505,116.962,111.14,440.92,421.367,2.199
792.829,1.692,1.883,0.191,21.52,116.93,109.792,440.915,422.276,2.226
792.879,1.608,1.87,0.262,21.555,116.799,108.638,433.547,423.771,2.249
792.929,1.658,1.956,0.298,21.586,116.572,108.542,433.547,423.718,2.265
792.979,1.722,2.035,0.313,21.605,116.474,109.312,425.002,423.344,2.27
