DEPT    .M    ,RMG     .none ,RMN     .none ,RMN-RMG,CAL     .none ,SP      .none,GR      .none ,HAC     .none,BHC     .none,DEN     .none
1017.719,3.668,3.9,0.232,22.445,93.943,107.603,392.873,344.802,2.411
1017.769,3.769,3.934,0.165,22.438,93.873,107.798,366.799,340.402,2.407
1017.819,3.758,3.764,0.006,22.431,93.873,108.387,354.501,337.255,2.403
1017.869,3.864,3.645,-0.219,22.424,93.804,108.779,344.979,333.451,2.394
1017.919,4.652,4.246,-0.406,22.427,93.734,107.995,342.446,331.552,2.385
1017.969,5.15,4.998,-0.152,22.45,93.804,105.936,338.159,329.537,2.372
1018.019,4.846,4.887,0.041,22.494,93.873,104.758,331.127,328.937,2.372
1018.069,4.588,4.452,-0.136,22.561,93.734,104.856,311.459,330.153,2.374
1018.119,4.323,4.234,-0.089,22.639,93.595,106.425,297.391,332.546,2.378
1018.169,3.99,4.224,0.234,22.675,93.595,107.406,279.065,338.887,2.38
1018.219,3.949,4.25,0.301,22.645,93.665,109.367,289.845,343.427,2.378
1018.269,3.948,4.112,0.164,22.586,93.804,111.232,313.255,350.107,2.38
1018.319,3.723,3.918,0.195,22.559,93.943,113.978,329.705,350.908,2.376
1018.369,3.42,3.669,0.249,22.61,94.082,117.607,351.815,350.053,2.373
1018.419,3.168,3.418,0.25,22.701,94.151,121.235,354.059,350.694,2.369
1018.469,3.042,3.271,0.229,22.749,94.151,124.667,354.914,351.335,2.368
1018.519,2.995,3.171,0.176,22.725,94.22,127.417,351.709,348.878,2.368
1018.569,2.934,3.076,0.142,22.656,94.29,129.672,350.854,347.596,2.373
1018.619,2.872,3.036,0.164,22.587,94.29,130.849,346.902,347.222,2.383
1018.669,2.914,3.058,0.144,22.543,94.29,129.182,346.474,351.548,2.395
1018.719,3,3.036,0.036,22.523,94.22,127.613,346.581,353.204,2.403
1018.769,2.96,2.995,0.035,22.539,94.151,125.061,348.398,348.557,2.406
1018.819,2.95,3.041,0.091,22.581,94.151,123.002,349.572,345.995,2.404
1018.869,2.994,3.092,0.098,22.628,94.22,121.825,347.97,351.389,2.399
1018.919,2.936,3.084,0.148,22.681,94.359,121.432,346.582,364.099,2.396
1018.969,2.865,3.066,0.201,22.728,94.359,120.648,350.959,372.538,2.402
1019.019,2.842,3.033,0.191,22.751,94.22,119.569,355.988,374.145,2.408
1019.069,2.819,3.048,0.229,22.733,94.151,119.765,367.95,372.756,2.415
1019.119,2.895,3.149,0.254,22.683,94.151,120.942,372.649,369.925,2.422
1019.169,3.084,3.295,0.211,22.654,94.151,122.217,373.824,364.211,2.424
1019.219,3.239,3.414,0.175,22.676,94.22,123.001,368.593,363.889,2.42
1019.269,3.322,3.457,0.135,22.73,94.29,123.296,357.69,364.578,2.392
1019.319,3.311,3.416,0.105,22.789,94.29,122.609,351.708,352.829,2.374
1019.369,3.195,3.339,0.144,22.816,94.29,120.844,345.299,344.018,2.358
1019.419,3.28,3.536,0.256,22.808,94.22,119.079,332.269,327.943,2.356
1019.469,3.534,4.006,0.472,22.786,94.151,116.039,316.889,317.847,2.36
1019.519,3.564,4.284,0.72,22.752,94.22,113.094,309.397,315.543,2.386
1019.569,3.645,4.378,0.733,22.707,94.29,111.133,299.358,311.699,2.409
1019.619,3.946,4.577,0.631,22.65,94.29,111.329,296.795,310.791,2.427
1019.669,4.065,4.708,0.643,22.601,94.359,111.624,298.824,312.179,2.431
1019.719,3.923,4.535,0.612,22.581,94.429,112.016,304.164,313.621,2.428
1019.769,3.712,4.233,0.521,22.591,94.429,111.722,318.913,316.346,2.41
1019.819,3.54,4.02,0.48,22.649,94.359,111.918,325.749,316.452,2.389
1019.869,3.462,3.897,0.435,22.74,94.29,112.016,329.594,312.393,2.374
1019.919,3.451,3.841,0.39,22.839,94.359,111.82,327.565,310.524,2.361
1019.969,3.464,3.887,0.423,22.928,94.359,111.036,316.779,312.979,2.356
1020.019,3.515,3.967,0.452,22.961,94.22,110.151,311.43,315.707,2.367
1020.069,3.582,3.971,0.389,22.961,94.22,108.092,308.121,320.3,2.389
1020.119,3.679,4.01,0.331,22.98,94.29,107.014,313.568,326.602,2.411
1020.169,3.751,4.111,0.36,23.016,94.22,105.935,318.268,328.044,2.424
1020.219,3.678,4.073,0.395,23.089,94.151,105.64,330.549,327.831,2.427
1020.269,3.635,3.935,0.3,23.195,94.151,104.561,340.386,326.496,2.424
1020.319,3.628,3.859,0.231,23.279,94.151,103.09,343.804,326.229,2.414
1020.369,3.593,3.873,0.28,23.338,94.151,102.207,348.29,326.549,2.392
1020.419,3.621,3.872,0.251,23.387,94.082,101.325,347.97,326.442,2.362
1020.469,3.503,3.762,0.259,23.418,94.012,101.52,345.087,329.005,2.345
1020.519,3.375,3.637,0.262,23.435,94.082,102.306,343.053,331.786,2.332
1020.569,3.421,3.626,0.205,23.44,94.151,103.09,338.034,336.485,2.326
1020.619,3.449,3.734,0.285,23.442,94.151,104.267,334.295,338.141,2.317
1020.669,3.488,3.749,0.261,23.473,94.211,105.15,330.023,341.345,2.323
1020.719,3.519,3.65,0.131,23.53,94.24,105.64,329.274,342.307,2.331
1020.769,3.428,3.616,0.188,23.571,94.28,107.112,330.77,341.293,2.348
1020.819,3.308,3.629,0.321,23.577,94.349,108.387,333.227,340.919,2.372
1020.869,3.308,3.696,0.388,23.596,94.419,109.956,336.752,342.147,2.401
1020.919,3.418,3.807,0.389,23.678,94.469,111.231,337.713,347.114,2.411
1020.969,3.525,3.837,0.312,23.773,94.508,111.231,334.51,350.265,2.418
1021.019,3.5,3.744,0.244,23.808,94.548,111.133,332.483,354.809,2.416
1021.069,3.33,3.564,0.234,23.779,94.598,110.643,341.881,358.334,2.401
1021.119,3.171,3.399,0.228,23.733,94.637,110.741,345.085,360.577,2.381
1021.169,3.076,3.299,0.223,23.707,94.488,111.427,349.785,363.461,2.345
1021.219,2.955,3.209,0.254,23.668,94.211,111.525,353.417,364.209,2.319
1021.269,2.808,3.116,0.308,23.577,94.131,111.918,369.77,362.446,2.314
1021.319,2.723,3.038,0.315,23.453,94.171,112.114,380.771,360.201,2.321
1021.369,2.721,3.019,0.298,23.365,94.171,111.82,389.85,352.084,2.335
1021.419,2.693,3.082,0.389,23.318,94.161,111.035,384.724,346.743,2.352
1021.469,2.791,3.34,0.549,23.244,94.121,109.565,364.968,337.772,2.378
1021.519,3.322,3.985,0.663,23.099,94.211,107.896,355.444,335.202,2.389
1021.569,4.06,4.882,0.822,22.896,94.419,107.112,344.978,333.707,2.389
1021.619,5.104,5.687,0.583,22.698,94.439,106.817,343.056,333.013,2.383
1021.669,6.171,6.472,0.301,22.558,94.32,107.406,339.638,332.906,2.373
1021.719,6.716,7.168,0.452,22.484,94.23,107.7,333.23,334.561,2.363
1021.769,7.524,7.723,0.199,22.457,94.161,107.602,329.807,335.523,2.346
1021.819,8.639,8.387,-0.252,22.455,94.101,107.013,328.099,334.669,2.325
1021.869,8.893,8.101,-0.792,22.469,94.052,105.935,332.051,333.173,2.307
1021.919,7.394,6.5,-0.894,22.507,94.002,105.542,347.645,331.304,2.295
1021.969,5.124,5.108,-0.016,22.576,93.923,105.836,353.309,329.595,2.296
1022.019,4.17,5.07,0.9,22.633,93.843,105.935,349.783,329.059,2.29
1022.069,4.925,6.141,1.216,22.632,93.804,106.032,342.414,328.152,2.286
1022.119,6.795,7.349,0.554,22.566,93.804,104.659,341.026,328.312,2.283
1022.169,8.285,8.394,0.109,22.469,93.873,104.071,338.783,326.229,2.288
1022.219,8.372,8.741,0.369,22.415,94.022,102.796,336.753,323.613,2.293
1022.269,8.242,8.211,-0.031,22.409,94.24,102.011,327.241,318.909,2.295
1022.319,8.088,7.625,-0.463,22.409,94.508,101.913,321.045,317.093,2.298
1022.369,7.176,7.106,-0.07,22.407,94.766,102.894,308.548,310.844,2.301
1022.419,6.14,6.824,0.684,22.392,95.004,103.678,304.488,306.839,2.303
1022.469,6.201,6.657,0.456,22.348,95.242,104.659,302.565,301.605,2.313
1022.519,6.575,6.072,-0.503,22.292,95.461,104.857,305.128,305.611,2.329
1022.569,5.86,5.637,-0.223,22.25,95.61,107.112,305.021,309.991,2.345
1022.619,5.055,5.648,0.593,22.239,95.669,108.975,305.021,319.444,2.357
1022.669,5.363,5.658,0.295,22.264,95.699,111.133,305.555,324.838,2.368
1022.719,5.972,5.569,-0.403,22.281,95.759,112.212,307.905,326.174,2.384
1022.769,5.403,5.221,-0.182,22.278,95.818,112.899,313.891,328.42,2.413
1022.819,4.409,4.553,0.144,22.278,95.828,113.389,319.02,330.022,2.437
1022.869,4.031,4.041,0.01,22.308,95.749,114.468,333.76,333.387,2.446
1022.919,3.77,3.807,0.037,22.383,95.818,115.449,341.771,333.867,2.451
1022.969,3.542,3.63,0.088,22.466,95.818,116.822,356.616,330.504,2.441
1023.019,3.388,3.561,0.173,22.52,95.818,117.018,357.9,327.401,2.427
1023.069,3.484,3.704,0.22,22.526,95.749,116.822,344.977,320.833,2.405
1023.119,4.225,4.369,0.144,22.473,95.54,115.743,334.082,318.376,2.385
1023.169,4.958,5.29,0.332,22.388,95.332,116.332,317.206,316.293,2.372
1023.219,4.956,5.57,0.614,22.305,95.193,117.018,313.25,315.972,2.36
1023.269,4.839,5.46,0.621,22.249,95.263,118.49,310.362,314.904,2.354
1023.319,5,5.614,0.614,22.237,95.54,118.489,307.265,315.759,2.354
1023.369,5.282,5.862,0.58,22.268,95.679,116.724,307.265,315.865,2.349
1023.419,5.673,6.046,0.373,22.327,95.749,114.371,314.848,317.094,2.344
1023.469,5.766,6.408,0.642,22.376,95.679,112.507,328.091,319.39,2.343
1023.519,6.036,6.851,0.815,22.389,95.54,111.722,330.341,320.034,2.346
1023.569,7.016,7.118,0.102,22.368,95.679,112.016,327.564,324.413,2.352
1023.619,7.578,7.227,-0.351,22.342,95.749,112.114,324.68,327.03,2.359
1023.669,7.045,6.723,-0.322,22.344,95.749,111.526,320.514,331.783,2.367
1023.719,5.647,5.531,-0.116,22.365,95.818,109.075,319.018,332.745,2.369
1023.769,4.288,4.695,0.407,22.386,95.679,107.602,309.827,330.662,2.366
1023.819,4.303,4.746,0.443,22.385,95.471,106.425,304.488,328.792,2.361
1023.869,4.992,5.099,0.107,22.354,95.332,106.229,307.692,324.146,2.363
1023.919,5.222,5.137,-0.085,22.317,95.262,104.268,319.014,321.849,2.364
1023.969,5.164,4.747,-0.417,22.308,94.985,101.032,357.458,320.674,2.361
1024.019,4.624,4.178,-0.446,22.359,94.15,97.693,375.321,318.905,2.348
1024.069,3.512,3.845,0.333,22.452,92.971,93.58,376.815,307.597,2.329
1024.119,3.644,5.063,1.419,22.515,91.789,91.418,327.353,294.979,2.312
1024.1691,6.647,9.153,2.506,22.485,90.886,91.221,293.436,290.112,2.312
1024.219,10.31,14.635,4.325,22.392,90.469,91.025,242.549,284.618,2.336
1024.269,12.562,19.527,6.965,22.311,90.608,91.025,234.3,287.395,2.387
1024.319,16.624,23.488,6.864,22.275,91.025,89.555,245.821,291.342,2.449
1024.369,22.745,24.256,1.511,22.283,91.442,88.279,287.605,298.824,2.478
1024.4191,21.793,18.868,-2.925,22.313,91.789,88.377,309.954,300.102,2.495
1024.469,12.66,10.952,-1.708,22.358,91.928,88.475,329.904,294.768,2.491
1024.519,5.703,6.495,0.792,22.43,91.928,89.358,320.706,288.616,2.465
1024.569,4.223,6.202,1.979,22.502,91.789,89.554,274.193,275.121,2.423
1024.619,7.692,9.229,1.537,22.531,91.511,89.358,250.536,270.727,2.402
1024.6691,14.271,13.293,-0.978,22.488,91.372,89.751,239.65,274.74,2.402
1024.719,15.502,13.981,-1.521,22.392,91.025,90.24,253.838,282.528,2.41
1024.769,10.829,11.247,0.418,22.307,90.608,91.811,295.305,296.155,2.42
1024.819,7.738,8.512,0.774,22.287,90.955,93.77,308.64,298.929,2.421
1024.869,6.977,7.036,0.059,22.33,91.511,95.439,315.918,298.451,2.422
1024.9191,6.05,6.065,0.015,22.389,91.72,96.617,314.958,297.65,2.409
1024.969,5.283,5.508,0.225,22.426,91.997,97.302,315.812,297.917,2.393
1025.019,5.155,5.449,0.294,22.429,92.275,98.382,319.764,296.581,2.382
1025.069,5.16,5.537,0.377,22.409,92.206,98.872,318.378,295.994,2.367
1025.119,5.148,5.624,0.476,22.381,91.928,98.578,315.919,297.115,2.361
1025.1691,5.272,5.66,0.388,22.351,91.65,98.578,307.69,299.095,2.353
1025.219,5.512,5.91,0.398,22.328,91.303,99.068,304.702,302.616,2.352
1025.269,6.106,6.63,0.524,22.323,90.886,100.639,303.633,312.395,2.351
1025.319,7.089,7.192,0.103,22.332,90.539,102.402,305.02,317.089,2.354
1025.369,7.127,6.861,-0.266,22.341,90.33,104.267,309.401,320.887,2.357
1025.4191,5.708,6.151,0.443,22.338,90.191,105.934,311.326,320.08,2.359
1025.469,4.955,5.996,1.041,22.308,90.122,105.64,312.179,314.319,2.361
1025.519,6.014,6.583,0.569,22.267,90.122,104.658,309.503,309.237,2.365
1025.569,7.459,7.258,-0.201,22.238,90.122,102.308,297.662,297.928,2.362
1025.619,7.799,7.635,-0.164,22.219,90.261,100.54,291.453,294.765,2.361
1025.6691,7.25,7.795,0.545,22.204,90.4,98.281,285.902,299.049,2.354
1025.719,6.594,7.816,1.222,22.201,90.4,95.735,291.236,310.25,2.346
1025.769,7.241,8.561,1.32,22.203,90.469,93.379,296.264,313.514,2.334
1025.819,10.224,9.949,-0.275,22.199,90.469,91.518,304.372,311.487,2.319
1025.869,11.871,10.045,-1.826,22.177,90.469,90.633,302.885,302.725,2.309
1025.9191,9.981,8.685,-1.296,22.14,90.678,91.026,299.998,300.214,2.301
1025.969,8.016,7.761,-0.255,22.094,90.747,91.908,297.544,300.908,2.295
1026.019,7.183,7.613,0.43,22.052,90.678,92.202,299.79,302.032,2.291
1026.069,6.552,8.031,1.479,22.038,90.678,91.81,307.471,306.566,2.288
1026.119,8.007,9.154,1.147,22.061,90.678,92.202,310.256,309.936,2.295
1026.1691,11.42,10.759,-0.661,22.105,90.747,92.988,308.545,315.386,2.305
1026.219,12.696,11.979,-0.717,22.144,90.747,94.065,306.091,317.413,2.332
1026.269,12.249,11.573,-0.676,22.153,90.747,95.636,305.77,320.193,2.346
1026.319,11.28,9.586,-1.694,22.129,91.025,96.811,307.157,320.726,2.356
1026.369,8.41,7.177,-1.233,22.095,91.372,98.186,311.645,322.436,2.367
1026.4191,5.638,5.647,0.009,22.082,91.511,99.758,315.29,323.183,2.37
1026.469,4.641,4.982,0.341,22.113,91.442,102.5,328.839,322.169,2.365
1026.519,4.345,4.754,0.409,22.207,91.303,105.053,340.063,317.68,2.362
1026.569,4.281,5.245,0.964,22.344,91.095,106.913,337.396,314.213,2.352
1026.619,5.292,6.588,1.296,22.449,90.817,108.289,315.065,308.654,2.323
1026.6691,6.766,9.15,2.384,22.463,90.538,108.779,296.367,307.159,2.309
1026.719,8.499,11.413,2.914,22.385,90.122,109.073,295.3,308.226,2.311
1026.769,10.684,11.455,0.771,22.265,89.636,108.681,303.42,309.401,2.315
1026.819,10.854,10.671,-0.183,22.158,89.497,108.093,306.621,308.548,2.321
1026.869,9.826,10.518,0.692,22.08,89.844,106.327,307.585,305.342,2.32
1026.9191,10.137,10.865,0.728,22.034,90.4,103.186,306.304,304.112,2.32
1026.969,10.456,10.854,0.398,22.023,90.886,100.737,307.371,302.939,2.319
1027.019,9.574,9.913,0.339,22.052,91.303,100.441,308.868,302.992,2.32
1027.069,8.623,8.522,-0.101,22.125,91.65,100.05,310.362,305.393,2.321
1027.119,7.676,7.359,-0.317,22.213,91.859,99.755,310.043,306.944,2.325
1027.1691,6.835,6.919,0.084,22.278,91.928,97.399,308.12,311.113,2.339
1027.219,6.719,6.961,0.242,22.309,91.859,95.832,308.226,313.3,2.356
1027.269,6.909,7.03,0.121,22.305,91.928,94.458,306.73,316.828,2.373
1027.319,7.118,6.888,-0.23,22.277,92.206,94.654,305.664,318.855,2.386
1027.369,6.532,6.385,-0.147,22.248,92.206,95.635,306.517,318.803,2.391
1027.4191,5.361,5.826,0.465,22.228,91.51,95.831,315.721,319.501,2.384
1027.469,4.902,5.644,0.742,22.212,89.984,94.753,333.217,322.808,2.36
1027.519,5.079,6.043,0.964,22.2,87.968,93.673,339.641,323.665,2.325
1027.569,6.07,7.352,1.282,22.195,86.095,92.106,349.029,324.732,2.289
1027.619,7.868,9.387,1.519,22.195,84.912,91.32,350.214,324.519,2.259
1027.6691,9.226,11.255,2.029,22.2,84.565,90.142,346.577,325.162,2.243
1027.719,10.305,12.903,2.598,22.207,84.981,89.75,341.883,326.815,2.239
1027.769,11.745,13.807,2.062,22.222,86.233,89.946,328.845,330.877,2.258
1027.819,11.792,12.314,0.522,22.259,87.967,90.436,325.111,332.584,2.295
1027.869,9.226,9.006,-0.22,22.339,89.566,91.712,321.795,335.47,2.34
1027.9191,6.337,6.361,0.024,22.456,90.678,92.595,322.972,337.021,2.37
1027.969,4.918,5.199,0.281,22.55,91.372,93.085,324.999,339.048,2.391
1028.019,4.422,4.881,0.459,22.581,91.789,93.674,324.893,340.707,2.404
1028.069,4.228,4.891,0.663,22.547,91.997,94.555,325.427,344.227,2.409
1028.119,4.505,5.115,0.61,22.494,92.136,96.518,324.68,346.421,2.413
1028.1691,5.281,5.378,0.097,22.475,92.206,97.5,325.649,345.724,2.411
1028.219,5.575,5.32,-0.255,22.48,92.275,98.675,334.504,342.63,2.408
1028.269,4.897,5.03,0.133,22.485,92.414,99.461,347.225,337.285,2.403
1028.319,4.041,4.628,0.587,22.483,92.484,101.029,353.199,334.191,2.396
1028.369,3.652,4.392,0.74,22.466,92.623,103.09,361.965,325.535,2.38
1028.4191,4.055,4.555,0.5,22.44,92.761,105.052,364.417,320.718,2.366
1028.469,4.632,4.69,0.058,22.426,92.553,105.248,358.337,311.383,2.359
1028.519,4.294,4.583,0.289,22.436,92.345,104.364,348.812,305.925,2.369
1028.569,4.022,4.889,0.867,22.459,92.275,102.307,319.902,295.363,2.381
1028.619,5.473,6.089,0.616,22.484,91.928,100.344,304.061,290.705,2.394
1028.6691,8.139,8.393,0.254,22.483,91.302,97.791,270.496,283.597,2.411
1028.719,11.12,11.769,0.649,22.439,90.539,95.538,252.254,279.81,2.439
1028.769,13.614,14.451,0.837,22.374,89.635,92.495,225.533,274.092,2.471
1028.819,13.858,14.448,0.59,22.317,88.733,89.459,222.546,273.665,2.495
1028.869,12.258,12.67,0.412,22.286,88.177,87.102,253.738,282.371,2.518
1028.9191,10.641,11.244,0.603,22.27,88.038,87.299,293.174,292.524,2.516
1028.969,9.413,10,0.587,22.242,88.107,88.964,306.296,295.244,2.504
1029.019,8.011,8.821,0.81,22.193,88.385,91.222,314.205,294.711,2.473
1029.069,7.894,8.612,0.718,22.144,88.663,93.279,304.604,293.217,2.447
1029.119,8.352,8.109,-0.243,22.113,88.524,94.752,300.748,293.964,2.41
1029.1691,6.664,6.789,0.125,22.11,87.689,95.439,305.991,299.15,2.377
1029.219,5.084,6.081,0.997,22.131,86.163,95.733,314.739,303.844,2.347
1029.269,5.224,6.341,1.117,22.149,84.634,97.5,333.871,313.142,2.313
1029.319,6.334,7.781,1.447,22.149,83.662,99.067,341.232,315.863,2.284
1029.369,8.645,10.675,2.03,22.138,83.245,99.951,341.133,317.842,2.264
1029.4191,11.231,13.596,2.365,22.129,83.454,100.147,332.773,317.732,2.261
1029.469,12.598,14.405,1.807,22.133,84.286,99.363,304.182,314.105,2.272
1029.519,12.049,12.624,0.575,22.142,85.259,98.676,293.588,312.713,2.295
1029.569,9.599,9.877,0.278,22.135,85.676,97.598,288.787,312.127,2.324
1029.619,7.226,8.02,0.794,22.106,85.19,96.616,293.91,313.782,2.35
1029.6691,6.373,7.539,1.166,22.065,84.008,95.241,312.195,322.229,2.357
1029.719,6.663,8.333,1.67,22.024,82.759,93.478,329.478,330.017,2.338
1029.769,8.22,10.703,2.483,21.994,81.786,92.3,335.473,332.482,2.296
1029.819,10.509,13.929,3.42,21.979,81.161,91.223,342.514,340.11,2.248
1029.869,12.296,16.262,3.966,21.97,80.813,89.946,347.115,348.717,2.198
1029.9191,13.081,17.123,4.042,21.961,80.744,89.653,349.038,350.214,2.157
1029.969,13.138,17.094,3.956,21.953,81.299,90.73,348.718,350.267,2.133
1030.019,12.625,16.799,4.174,21.953,82.412,93.675,343.475,346.257,2.137
1030.069,11.867,16.44,4.573,21.959,83.868,96.809,326.193,338.79,2.167
1030.119,12.404,15.175,2.771,21.976,85.606,100.245,319.231,337.553,2.214
1030.1691,12.351,12.209,-0.142,22.027,87.205,102.306,319.985,340.119,2.26
1030.219,9.275,8.814,-0.461,22.1,88.107,102.795,326.492,341.666,2.289
1030.269,6.311,6.748,0.437,22.17,87.829,101.618,338.462,339.635,2.31
1030.319,5.413,6.343,0.93,22.213,86.58,100.149,338.462,336.061,2.304
1030.369,6.106,7.648,1.542,22.188,85.12,97.793,335.043,329.06,2.275
1030.4191,7.506,9.797,2.291,22.103,84.078,95.633,333.652,326.76,2.238
1030.469,8.406,11.456,3.05,22.021,83.731,93.577,332.052,323.346,2.204
1030.519,9.374,12.876,3.502,21.983,84.009,92.594,330.232,324.895,2.186
1030.569,10.33,14.07,3.74,22.009,84.842,91.125,322.657,329.376,2.185
1030.619,10.628,14.635,4.007,22.06,86.162,90.829,315.706,331.891,2.206
1030.6691,11.027,15.037,4.01,22.083,87.831,91.714,307.161,334.134,2.241
1030.719,12.161,14.586,2.425,22.089,89.635,94.065,310.148,333.601,2.297
1030.769,11.046,11.23,0.184,22.109,91.303,96.716,327.782,332.691,2.348
1030.819,6.596,6.494,-0.102,22.149,92.552,99.752,337.81,329.544,2.377
1030.869,3.612,4.1,0.488,22.21,93.248,100.638,336.004,326.443,2.403
1030.9191,3.21,3.852,0.642,22.275,93.456,99.656,329.056,320.189,2.414
1030.969,3.236,4.069,0.833,22.331,93.248,98.579,325.323,316.989,2.395
1031.019,3.585,4.618,1.033,22.368,92.553,98.48,324.465,317.575,2.368
1031.069,4.635,5.515,0.88,22.36,91.443,98.97,321.904,318.162,2.35
1031.119,5.739,6.509,0.77,22.292,90.33,98.872,320.406,317.788,2.333
1031.1691,6.399,7.39,0.991,22.188,89.496,98.381,319.442,316.933,2.318
1031.219,7.319,8.252,0.933,22.099,89.15,97.892,316.989,315.759,2.306
1031.269,8.23,8.662,0.432,22.056,89.567,97.794,311.431,311.003,2.299
1031.319,8.33,8.208,-0.122,22.063,90.607,98.479,309.724,308.55,2.3
1031.369,7.513,7.229,-0.284,22.11,91.859,100.245,314.209,306.731,2.308
1031.4191,6.055,6.011,-0.044,22.213,92.762,101.128,319.665,307.105,2.324
1031.469,4.767,5.148,0.381,22.373,93.039,101.128,326.812,307.532,2.35
1031.519,4.233,4.937,0.704,22.533,92.831,99.264,325.957,307.319,2.377
1031.569,4.198,5.17,0.972,22.632,92.207,97.991,315.609,307.799,2.39
1031.619,4.948,5.915,0.967,22.608,91.303,96.812,304.808,308.921,2.392
1031.6691,6.293,6.805,0.512,22.471,90.26,96.518,303.528,309.726,2.376
1031.719,6.78,7.484,0.704,22.313,89.011,96.322,305.875,313.46,2.359
1031.769,6.851,8.455,1.604,22.197,87.69,95.537,306.944,316.026,2.336
1031.819,8.061,9.678,1.617,22.15,86.858,94.165,305.237,315.812,2.317
1031.869,9.187,9.921,0.734,22.154,86.44,93.085,308.013,314.049,2.31
1031.9191,8.394,8.777,0.383,22.181,85.605,92.792,314.115,313.355,2.306
1031.969,6.702,7.532,0.83,22.211,84.149,93.869,327.557,313.622,2.298
1032.019,6.103,7.584,1.481,22.215,82.48,94.262,332.693,315.012,2.282
1032.069,7.133,8.949,1.816,22.164,80.954,94.752,334.507,318.159,2.266
1032.119,8.279,10.197,1.918,22.07,79.98,94.753,332.906,320.139,2.249
1032.1691,8.382,10.38,1.998,21.985,79.493,95.243,332.264,323.933,2.237
1032.219,7.867,10.124,2.257,21.959,79.285,95.733,331.304,325.427,2.227
1032.269,7.751,10.411,2.66,21.989,79.494,95.831,324.357,325.16,2.224
1032.319,8.447,10.843,2.396,22.033,79.84,95.342,320.517,323.826,2.228
1032.369,8.417,10.233,1.816,22.074,80.119,94.262,318.59,323.558,2.236
1032.4191,7.403,9.192,1.789,22.109,80.327,93.281,325.214,326.549,2.242
1032.469,7.119,9.277,2.158,22.133,80.535,93.183,325.854,326.336,2.238
1032.519,8.077,10.633,2.556,22.145,80.953,92.987,317.517,321.312,2.239
1032.569,9.191,11.663,2.472,22.147,81.646,92.791,306.955,316.671,2.241
1032.619,9.041,11.12,2.079,22.147,82.481,91.908,305.662,316.506,2.251
1032.6691,8.177,9.98,1.803,22.155,83.315,92.302,307.48,318.858,2.258
1032.719,7.854,9.276,1.422,22.168,84.008,93.771,308.546,320.512,2.273
1032.769,7.769,8.762,0.993,22.173,84.356,95.538,310.791,320.619,2.288
1032.819,7.242,8.216,0.974,22.177,84.495,97.497,311.965,320.033,2.301
1032.869,6.881,8.015,1.134,22.183,84.634,98.872,315.064,321.261,2.307
1032.9191,7.324,8.304,0.98,22.184,84.843,100.051,316.238,322.168,2.307
1032.969,7.45,8.627,1.177,22.177,85.259,101.422,314.851,321.101,2.309
1033.019,7.457,9.217,1.76,22.166,85.885,102.895,313.569,319.068,2.311
1033.069,8.061,9.885,1.824,22.158,86.37,104.658,314.849,313.201,2.311
1033.119,8.136,9.947,1.811,22.161,86.232,104.267,318.269,311.485,2.308
1033.1691,7.957,10.052,2.095,22.173,85.745,102.793,326.818,311.859,2.296
1033.219,8.446,10.435,1.989,22.177,85.259,99.953,329.059,311.912,2.279
1033.269,8.534,10.662,2.128,22.164,84.634,97.989,325.422,311.484,2.259
1033.319,8.142,11.171,3.029,22.138,84.356,96.422,313.26,308.924,2.25
1033.369,8.756,11.447,2.691,22.111,84.981,95.341,300.642,307.479,2.247
1033.4191,9.186,10.211,1.025,22.1,86.093,93.182,297.865,308.495,2.255
1033.469,7.753,8.354,0.601,22.109,86.718,91.811,299.785,310.362,2.268
1033.519,6.42,7.619,1.199,22.129,86.648,90.928,305.774,310.524,2.282
1033.569,6.707,8.109,1.402,22.153,86.302,92.005,317.616,311.431,2.297
1033.619,7.335,8.805,1.47,22.169,86.023,94.066,319.551,312.233,2.306
1033.6691,7.555,9.061,1.506,22.173,86.232,98.089,318.693,314.53,2.308
1033.719,7.601,9.109,1.508,22.176,86.857,99.95,315.173,315.01,2.31
1033.769,7.798,9.311,1.513,22.19,87.413,101.129,312.5,314.957,2.312
1033.819,7.988,9.159,1.171,22.208,87.413,101.912,312.607,314.424,2.311
1033.869,7.369,8.282,0.913,22.223,86.718,103.973,314.316,313.836,2.301
1033.9191,6.564,7.712,1.148,22.219,85.884,105.64,316.46,314.103,2.293
1033.969,6.638,7.975,1.337,22.194,85.26,105.64,323.607,314.957,2.275
1034.019,6.773,8.389,1.616,22.179,84.842,104.169,328.525,314.102,2.259
1034.069,6.976,9.205,2.229,22.173,84.704,103.189,326.498,313.409,2.246
1034.119,8.168,10.87,2.702,22.161,85.051,102.502,319.338,313.355,2.248
1034.1691,9.678,11.789,2.111,22.142,86.164,102.501,308.972,313.407,2.261
1034.219,9.882,10.452,0.57,22.135,87.967,102.403,306.091,312.5,2.289
1034.269,8.34,8.08,-0.26,22.184,90.053,102.698,307.479,308.759,2.325
1034.319,6.572,6.403,-0.169,22.295,91.649,103.482,307.799,305.772,2.36
1034.369,5.479,5.564,0.085,22.403,92.345,104.071,306.838,299.52,2.399
1034.4191,5.124,5.461,0.337,22.429,92.275,104.659,308.874,295.825,2.417
1034.469,5.531,5.926,0.395,22.374,91.442,104.463,315.915,287.077,2.417
1034.519,5.83,6.335,0.505,22.301,90.191,103.481,319.549,283.222,2.4
