DEPT    .M    ,RMG     .none ,RMN     .none ,RMN-RMG,CAL     .none ,SP      .none,GR      .none ,HAC     .none,BHC     .none,DEN     .none
881.919,3.33,3.295,-0.035,23.328,103.598,97.597,371.16,378.74,2.252
881.969,3.475,3.366,-0.109,23.302,103.46,100.244,350.331,377.778,2.254
882.019,3.428,3.319,-0.109,23.218,103.251,102.012,349.796,381.095,2.253
882.069,3.264,3.197,-0.067,23.223,103.251,103.777,369.021,391.828,2.25
882.119,3.196,3.024,-0.172,23.337,103.251,104.659,387.393,397.489,2.247
882.169,2.925,2.683,-0.242,23.482,103.112,105.346,416.339,402.456,2.247
882.219,2.694,2.576,-0.118,23.571,103.043,105.444,420.19,401.069,2.256
882.269,2.938,2.896,-0.042,23.595,103.043,105.542,410.358,395.566,2.268
882.319,3.167,3.119,-0.048,23.577,103.043,104.855,399.355,394.766,2.275
882.369,3.196,3.119,-0.077,23.502,103.043,103.777,382.906,397.489,2.275
882.419,3.244,3.13,-0.114,23.402,103.112,102.6,383.226,398.451,2.268
882.469,3.307,3.201,-0.106,23.337,103.182,102.796,396.361,400.8,2.258
882.519,3.357,3.244,-0.113,23.336,103.112,102.403,405.772,403.045,2.246
882.569,3.354,3.282,-0.072,23.4,103.043,100.932,412.283,402.617,2.238
882.619,3.342,3.315,-0.027,23.435,102.973,100.049,398.825,398.985,2.239
882.669,3.323,3.236,-0.087,23.391,102.765,99.559,394.018,396.689,2.245
882.719,3.289,3.134,-0.155,23.289,102.557,101.324,391.027,391.883,2.247
882.769,3.239,3.067,-0.172,23.161,102.487,102.698,390.705,387.819,2.26
882.819,3.203,3.019,-0.184,23.078,102.626,103.973,390.383,385.469,2.259
882.869,3.316,3.265,-0.051,23.035,102.765,104.659,381.838,382.479,2.27
882.919,3.576,3.637,0.061,23.025,102.626,105.836,377.245,381.517,2.269
882.969,3.61,3.58,-0.03,23.071,102.487,108.287,371.691,380.983,2.268
883.019,3.353,3.296,-0.057,23.138,102.556,109.368,371.902,382.589,2.268
883.069,3.278,3.229,-0.049,23.199,102.626,109.661,373.397,390.813,2.259
883.119,3.352,3.262,-0.09,23.257,102.556,107.504,373.504,396.367,2.246
883.169,3.332,3.177,-0.155,23.31,102.418,105.739,374.359,404.699,2.234
883.219,3.24,3.007,-0.233,23.367,102.348,103.974,373.291,406.783,2.225
883.269,3.177,2.934,-0.243,23.426,102.418,103.58,378.422,407.585,2.221
883.319,3.219,2.957,-0.262,23.539,102.487,102.992,386.01,406.678,2.212
883.369,3.256,2.918,-0.338,23.789,102.487,101.619,408.76,408.333,2.178
883.419,3.232,2.875,-0.357,24.118,102.556,101.423,439.522,416.291,2.167
883.469,3.192,2.8,-0.392,24.421,102.626,102.501,453.198,419.87,2.175
883.519,2.997,2.967,-0.03,24.565,102.556,104.366,463.241,417.78,2.202
883.569,3.053,3.161,0.108,24.37,102.487,106.033,447.753,400.373,2.239
883.619,3.442,2.955,-0.487,23.917,102.487,106.817,430.769,394.338,2.289
883.669,3.27,2.945,-0.325,23.45,102.765,107.7,390.609,393.002,2.323
883.719,2.949,3.053,0.104,23.143,103.181,107.406,374.474,395.084,2.316
883.769,3.068,3.101,0.033,23.091,103.182,106.817,363.891,401.71,2.301
883.819,3.24,3.239,-0.001,23.235,102.973,105.64,367.203,403.9,2.274
883.869,3.353,3.263,-0.09,23.447,102.834,104.561,377.778,407.051,2.249
883.919,3.344,3.107,-0.237,23.634,102.765,102.698,383.546,408.653,2.228
883.969,3.079,2.784,-0.295,23.784,102.765,100.737,393.371,410.683,2.216
884.019,2.698,2.478,-0.22,23.957,102.834,99.656,399.257,411.539,2.213
884.069,2.58,2.432,-0.148,24.147,102.904,98.676,409.937,413.141,2.222
884.119,2.601,2.404,-0.197,24.316,102.834,97.891,413.675,414.103,2.231
884.169,2.279,2.165,-0.114,24.475,102.765,97.499,416.986,419.71,2.242
884.219,2.095,2.138,0.043,24.674,102.834,97.499,420.084,431.618,2.247
884.269,2.483,2.42,-0.063,24.965,102.973,97.794,422.116,436.167,2.248
884.319,2.843,2.558,-0.285,25.295,103.043,98.873,424.147,440.813,2.241
884.369,3.018,2.563,-0.455,25.541,103.043,100.932,429.38,443.75,2.234
884.419,2.994,2.531,-0.463,25.678,103.043,102.893,432.371,443.376,2.228
884.469,2.632,2.37,-0.262,25.752,103.043,104.168,441.876,437.45,2.227
884.519,2.526,2.239,-0.287,25.775,102.973,106.425,444.228,432.206,2.229
884.569,2.511,2.12,-0.391,25.744,102.904,107.504,438.567,420.138,2.23
884.619,2.095,1.999,-0.096,25.626,102.973,108.387,433.547,415.865,2.234
884.669,1.892,2.031,0.139,25.452,103.043,108.681,428.42,414.317,2.234
884.719,2.215,2.2,-0.015,25.259,103.043,109.073,429.06,416.345,2.227
884.769,2.571,2.275,-0.296,25.026,103.112,109.171,429.806,424.789,2.208
884.819,2.684,2.24,-0.444,24.804,103.182,107.504,427.027,429.917,2.183
884.869,2.789,2.344,-0.445,24.692,103.112,105.64,415.919,439.53,2.172
884.919,2.895,2.549,-0.346,24.766,103.043,104.169,410.685,442.788,2.166
884.969,3,2.652,-0.348,25.004,103.043,102.698,405.024,444.23,2.167
885.019,2.924,2.497,-0.427,25.29,103.043,102.305,408.015,444.124,2.164
885.069,2.639,2.263,-0.376,25.612,103.043,101.52,413.466,443.322,2.169
885.119,2.698,2.27,-0.428,25.976,103.043,100.736,432.265,441.239,2.188
885.169,2.767,2.288,-0.479,26.282,103.043,100.344,451.277,437.554,2.2
885.219,2.43,2.076,-0.354,26.409,102.973,100.736,455.66,434.19,2.217
885.269,2.145,1.938,-0.207,26.27,102.765,101.717,454.912,425.585,2.227
885.319,2.211,2.05,-0.161,25.978,102.556,102.992,450.317,420.618,2.252
885.369,2.501,2.288,-0.213,25.627,102.487,103.09,433.334,412.126,2.272
885.419,2.707,2.475,-0.232,25.184,102.418,103.188,422.332,409.242,2.29
885.469,2.629,2.431,-0.198,24.782,102.418,103.776,399.584,405.184,2.297
885.519,2.372,2.247,-0.125,24.569,102.556,104.365,389.523,404.165,2.303
885.569,2.281,2.154,-0.127,24.537,102.556,104.463,375.427,400.16,2.299
885.619,2.32,2.124,-0.196,24.553,102.626,103.973,373.397,397.863,2.287
885.669,2.264,2.096,-0.168,24.523,102.765,103.09,377.99,398.931,2.27
885.719,2.299,2.135,-0.164,24.515,102.626,102.502,386.748,403.31,2.252
885.769,2.274,2.031,-0.243,24.674,102.487,102.011,415.93,412.979,2.245
885.819,1.936,1.768,-0.168,24.919,102.487,102.894,438.462,409.988,2.242
885.869,1.693,1.682,-0.011,24.996,102.418,103.973,441.239,403.579,2.245
885.919,1.787,1.753,-0.034,24.894,102.348,104.855,429.49,398.025,2.248
885.969,1.973,1.831,-0.142,24.703,102.417,105.836,421.692,400.48,2.24
886.019,2.058,1.835,-0.223,24.483,102.556,106.425,421.269,412.238,2.218
886.069,1.988,1.832,-0.156,24.309,102.626,106.032,437.715,421.956,2.223
886.119,1.943,1.95,0.007,24.152,102.556,105.444,441.88,423.558,2.24
886.169,1.816,2.135,0.319,23.981,102.487,105.248,417.528,416.829,2.276
886.219,2.412,2.625,0.213,23.784,102.418,105.444,392.427,409.459,2.315
886.269,4.387,3.389,-0.998,23.579,102.418,105.64,361.757,399.946,2.33
886.319,4.776,3.387,-1.389,23.506,102.556,104.855,371.914,399.573,2.346
886.369,3.179,2.598,-0.581,23.665,102.695,103.09,423.183,400.588,2.354
886.419,2.397,2.082,-0.315,23.929,102.765,102.207,442.837,399.893,2.353
886.469,2.164,1.878,-0.286,24.121,102.695,101.619,449.462,397.864,2.336
886.519,2.031,1.84,-0.191,24.289,102.765,102.109,441.977,398.346,2.321
886.569,2.149,1.956,-0.193,24.553,102.973,101.52,419.761,402.138,2.317
886.619,2.352,2.093,-0.259,24.876,103.043,100.54,400.962,405.502,2.314
886.669,2.576,2.211,-0.365,25.106,102.904,100.442,395.194,406.677,2.309
886.719,2.384,2.227,-0.157,25.157,102.696,100.54,387.29,410.094,2.298
886.769,2.334,2.316,-0.018,25.099,102.626,101.815,390.495,421.211,2.286
886.819,2.529,2.343,-0.186,25.04,102.626,102.501,397.867,429.382,2.267
886.869,2.276,2.152,-0.124,25.011,102.626,102.403,412.179,438.248,2.247
886.919,2.275,2.204,-0.071,24.977,102.695,101.913,421.792,438.675,2.229
886.969,2.56,2.343,-0.217,24.879,102.904,102.599,439.307,436.219,2.21
887.019,2.399,2.145,-0.254,24.723,102.973,103.875,442.413,434.881,2.206
887.069,2.053,1.849,-0.204,24.598,102.765,104.463,439.636,431.516,2.209
887.119,1.845,1.708,-0.137,24.606,102.626,103.973,437.927,428.739,2.229
887.169,1.915,1.813,-0.102,24.727,102.626,102.502,438.782,419.393,2.26
887.219,2.03,1.93,-0.1,24.797,102.556,100.639,439.102,411.436,2.281
887.269,1.955,1.822,-0.133,24.707,102.487,99.558,442.521,397.114,2.289
887.319,1.864,1.75,-0.114,24.505,102.418,97.989,441.983,394.926,2.293
887.369,1.887,1.992,0.105,24.28,102.487,95.537,423.825,396.688,2.29
887.419,2.552,2.715,0.163,24.076,102.834,92.399,380.033,390.867,2.284
887.469,3.613,3.345,-0.268,23.932,103.043,89.359,353.753,383.177,2.26
887.519,3.901,3.49,-0.411,23.932,103.043,87.592,305.651,367.736,2.235
887.569,3.408,3.468,0.06,24.222,103.043,86.513,281.945,368.751,2.196
887.619,2.737,3.039,0.302,24.828,103.043,86.709,283.761,373.237,2.17
887.669,2.538,2.723,0.185,25.529,103.043,87.004,320.931,385.146,2.151
887.719,2.959,2.988,0.029,26.167,102.973,87.886,356.926,390.649,2.149
887.769,3.259,3.176,-0.083,26.687,102.904,89.162,433.129,397.488,2.155
887.819,3.069,2.951,-0.118,26.893,102.973,90.339,453.416,395.082,2.193
887.869,2.721,2.614,-0.107,26.677,102.973,92.3,439.21,380.449,2.239
887.919,2.631,2.574,-0.057,26.139,102.834,94.654,415.391,373.88,2.272
887.969,2.734,2.591,-0.143,25.546,102.834,96.125,369.681,366.243,2.292
888.019,2.835,2.621,-0.214,25.176,102.973,96.714,356.946,365.333,2.307
888.069,2.813,2.702,-0.111,25.031,102.973,97.107,360.152,368.217,2.299
888.119,2.827,2.728,-0.099,25.075,102.765,97.401,372.222,371.314,2.274
888.169,2.93,2.759,-0.171,25.3,102.557,97.107,394.866,375.693,2.247
888.219,2.718,2.546,-0.172,25.545,102.487,96.42,395.726,375.855,2.235
888.269,2.533,2.403,-0.13,25.624,102.626,95.243,388.346,374.251,2.233
888.319,2.658,2.453,-0.205,25.451,102.834,94.262,370.511,371.903,2.236
888.369,2.613,2.41,-0.203,25.153,102.765,93.968,362.714,376.229,2.242
888.419,2.409,2.403,-0.006,24.965,102.695,93.87,366.666,382.477,2.247
888.469,2.578,2.537,-0.041,24.938,102.834,93.87,391.974,401.059,2.249
888.519,2.978,2.781,-0.197,24.958,102.765,94.36,410.059,409.943,2.243
888.569,3.133,2.878,-0.255,24.882,102.556,94.949,443.699,424.894,2.233
888.619,3.004,2.679,-0.325,24.685,102.487,95.733,452.778,429.434,2.218
888.669,2.68,2.433,-0.247,24.514,102.487,96.42,452.457,432.691,2.216
888.719,2.558,2.433,-0.125,24.502,102.487,97.695,447.438,433.119,2.218
888.769,2.687,2.53,-0.157,24.605,102.487,98.676,439.422,432.584,2.229
888.819,2.62,2.417,-0.203,24.676,102.487,99.069,437.5,429.484,2.236
888.869,2.515,2.302,-0.213,24.663,102.556,99.951,436.111,416.72,2.238
888.919,2.768,2.567,-0.201,24.649,102.695,101.618,436.859,411.219,2.236
888.969,3.058,2.746,-0.312,24.683,102.834,103.677,441.237,404.597,2.234
889.019,2.958,2.463,-0.495,24.662,102.834,106.132,441.879,401.441,2.25
889.069,2.619,2.254,-0.365,24.462,102.556,108.583,438.566,399.411,2.272
889.119,2.445,2.221,-0.224,24.11,102.348,109.858,426.71,393.964,2.299
889.169,2.837,2.365,-0.472,23.79,102.418,110.741,411.115,386.754,2.309
889.219,3.349,2.754,-0.595,23.659,102.487,110.839,402.782,382,2.336
889.269,3.205,2.913,-0.292,23.68,102.487,111.33,386.211,370.67,2.358
889.319,3.049,3.202,0.153,23.682,102.487,111.721,372.106,364.795,2.386
889.369,4.369,4.087,-0.282,23.518,102.487,110.643,329.167,356.25,2.396
889.419,6.12,4.909,-1.211,23.26,102.348,108.878,306.63,354.594,2.397
889.469,6.087,5.172,-0.915,23.14,102.07,106.524,285.801,355.875,2.404
889.519,4.854,4.64,-0.214,23.3,101.862,104.365,292.857,357.104,2.405
889.569,3.699,3.688,-0.011,23.718,101.792,103.384,325.645,355.181,2.416
889.619,3.187,3.185,-0.002,24.205,102.001,104.071,344.765,352.35,2.404
889.669,3.122,3.028,-0.094,24.527,102.209,106.032,371.147,344.447,2.393
889.719,2.957,2.857,-0.1,24.6,102.07,106.131,376.173,340.6,2.391
889.769,3.182,2.947,-0.235,24.492,101.931,106.719,373.177,333.118,2.403
889.819,3.898,3.424,-0.474,24.3,101.931,106.523,358.653,329.273,2.41
889.869,4.086,3.638,-0.448,24.147,102.07,107.896,353.846,327.831,2.415
889.919,3.517,3.327,-0.19,24.114,102.209,109.759,352.458,327.404,2.409
889.969,3.109,3.151,0.042,24.154,102.001,110.936,355.768,328.845,2.393
890.019,3.132,3.166,0.034,24.154,101.653,110.74,356.837,328.31,2.371
890.069,3.144,3.186,0.042,24.034,101.445,109.76,355.02,324.572,2.346
890.119,3.583,3.755,0.172,23.813,101.445,108.779,350.641,322.543,2.33
890.169,4.698,4.897,0.199,23.526,101.514,109.269,333.231,322.97,2.301
890.219,5.497,5.5,0.003,23.264,101.445,108.583,319.772,326.814,2.277
890.269,5.441,4.999,-0.442,23.185,101.375,106.718,289.632,341.458,2.245
890.319,4.809,4.198,-0.611,23.435,101.306,105.15,278.846,351.287,2.219
890.369,4.01,3.565,-0.445,24.039,101.445,105.248,279.38,374.038,2.162
890.419,3.369,3.031,-0.338,24.872,101.445,106.229,293.907,385.894,2.106
890.469,2.846,2.673,-0.173,25.762,101.514,107.111,338.546,407.361,2.054
890.519,2.586,2.629,0.043,26.491,101.792,107.504,363.162,417.208,2.025
890.569,2.954,2.915,-0.039,26.927,102.001,107.602,408.021,433.013,2.007
890.619,3.287,2.958,-0.329,27.058,102.07,107.602,445.192,435.63,2.019
890.669,3.215,2.736,-0.479,26.867,102.001,109.563,460.359,430.717,2.037
890.719,2.999,2.613,-0.386,26.425,101.931,112.505,470.294,418.062,2.07
890.769,2.726,2.607,-0.119,25.96,101.792,114.174,454.909,405.126,2.103
890.819,2.722,2.748,0.026,25.722,101.584,114.076,442.728,399.998,2.129
890.869,2.836,2.865,0.029,25.759,101.514,113.683,412.073,391.56,2.145
890.919,2.885,2.943,0.058,25.887,101.445,112.997,396.799,386.273,2.163
890.969,3.081,3.153,0.072,25.958,101.306,113.487,371.06,369.72,2.171
891.019,3.265,3.38,0.115,25.956,101.167,113.193,362.178,361.051,2.196
891.069,3.175,3.464,0.289,25.839,101.237,113.88,358.44,347.007,2.239
891.119,3.159,3.626,0.467,25.501,101.445,113.782,358.333,341.079,2.281
891.169,3.413,3.969,0.556,24.968,101.514,113.88,354.061,327.995,2.315
891.219,3.719,4.298,0.579,24.465,101.514,113.782,347.226,320.196,2.351
891.269,4.205,5.087,0.882,24.128,101.375,113.683,320.711,310.526,2.38
891.319,6.333,5.731,-0.602,23.922,101.237,113.193,288.139,316.401,2.386
891.369,8.108,5.25,-2.858,23.858,101.306,112.212,278.739,321.955,2.372
891.419,6.159,4.584,-1.575,23.952,101.445,110.643,291.77,337.443,2.332
891.469,3.788,4.051,0.263,24.2,101.584,109.27,308.539,343.533,2.297
891.519,3.338,3.576,0.238,24.595,101.723,107.307,331.197,347.113,2.274
891.569,3.295,3.349,0.054,25.027,101.862,104.757,332.479,342.521,2.245
891.619,3.163,3.211,0.048,25.375,101.723,102.109,334.509,339.423,2.23
891.669,3.066,3.129,0.063,25.635,101.445,99.756,348.607,334.99,2.218
891.719,3.127,3.038,-0.089,25.825,101.584,98.971,356.513,334.082,2.228
891.769,3.153,2.966,-0.187,25.892,101.931,98.676,369.019,332.265,2.218
891.819,3.03,2.94,-0.09,25.812,102.14,98.872,373.292,332.96,2.211
891.869,2.94,3.079,0.139,25.563,102.209,98.774,377.564,336.538,2.231
891.919,3.607,3.283,-0.324,25.113,102.209,98.284,378.953,337.874,2.27
891.969,5.301,4.384,-0.917,24.531,102.279,98.578,373.507,337.554,2.322
892.019,5.98,5.946,-0.034,23.945,102.418,99.952,364.734,337.395,2.345
892.069,5.125,5.655,0.53,23.568,102.418,100.834,343.909,340.919,2.352
892.119,4.492,4.404,-0.088,23.541,102.348,101.521,338.034,343.59,2.363
892.169,3.941,3.623,-0.318,23.75,102.418,101.815,338.248,347.916,2.364
892.219,3.237,3.045,-0.192,24.031,102.418,103.089,343.587,350.213,2.344
892.269,2.969,2.783,-0.186,24.287,102.348,105.151,345.301,351.819,2.316
892.319,2.992,2.75,-0.242,24.548,102.348,107.799,350.215,356.893,2.296
892.369,2.798,2.624,-0.174,24.853,102.348,109.662,355.555,366.132,2.281
892.419,2.574,2.504,-0.07,25.096,102.487,111.427,358.76,371.847,2.264
892.469,2.789,2.636,-0.153,25.209,102.626,112.114,364.207,382.046,2.241
892.519,3.065,2.743,-0.322,25.233,102.556,112.409,368.276,386.381,2.222
892.569,2.841,2.612,-0.229,25.229,102.556,113.291,381.626,391.4,2.205
892.619,2.506,2.463,-0.043,25.23,102.626,113.683,388.782,392.361,2.2
892.669,2.425,2.321,-0.104,25.257,102.626,113.291,401.706,393.963,2.206
892.719,2.255,2.154,-0.101,25.297,102.695,112.213,402.777,394.498,2.225
892.769,2.123,2.181,0.058,25.276,102.626,111.231,396.473,391.025,2.249
892.819,2.153,2.269,0.116,25.148,102.557,110.839,392.948,388.888,2.271
892.869,2.269,2.249,-0.02,24.947,102.834,110.937,389.423,386.218,2.3
892.919,2.461,2.284,-0.177,24.725,103.043,111.721,389.103,385.791,2.323
892.969,2.532,2.294,-0.238,24.487,103.112,112.506,389.53,384.029,2.341
893.019,2.489,2.244,-0.245,24.188,103.182,112.604,389.423,383.228,2.352
893.069,2.479,2.272,-0.207,23.865,103.043,112.506,388.461,385.364,2.352
893.119,2.505,2.294,-0.211,23.683,102.834,112.016,388.248,388.996,2.345
893.169,2.481,2.219,-0.262,23.742,102.834,110.545,386.539,398.502,2.341
893.219,2.396,2.157,-0.239,23.978,102.834,109.76,385.15,402.829,2.331
893.269,2.309,2.142,-0.167,24.199,102.626,109.269,381.837,407.587,2.324
893.319,2.29,2.111,-0.179,24.29,102.487,108.877,380.876,410.951,2.318
893.369,2.38,2.168,-0.212,24.319,102.556,109.76,382.479,413.622,2.32
893.419,2.567,2.412,-0.155,24.382,102.626,109.956,393.266,420.297,2.322
893.469,2.632,2.507,-0.125,24.56,102.487,110.544,418.15,425.318,2.319
893.519,2.644,2.479,-0.165,24.827,102.279,110.839,431.63,426.87,2.31
893.569,2.684,2.51,-0.174,25.04,102.279,111.624,444.444,426.923,2.305
893.619,2.527,2.305,-0.222,25.062,102.279,112.31,441.56,425.053,2.299
893.669,2.564,2.246,-0.318,24.837,102.07,111.82,426.927,421.849,2.291
893.719,2.771,2.362,-0.409,24.471,101.862,111.526,420.516,420.674,2.291
893.769,2.638,2.206,-0.432,24.198,101.792,110.446,417.202,419.338,2.296
893.819,2.342,2.048,-0.294,24.157,101.653,109.662,418.805,419.124,2.295
893.869,2.226,2.096,-0.13,24.273,101.514,109.073,424.466,419.818,2.293
893.919,2.271,2.169,-0.102,24.389,101.792,107.602,427.35,420.833,2.288
893.969,2.293,2.124,-0.169,24.402,102.07,106.916,430.661,421.581,2.284
894.019,2.217,2.001,-0.216,24.349,102.07,106.523,430.341,420.563,2.277
894.069,2.088,1.94,-0.148,24.276,102.07,107.013,427.563,413.78,2.281
894.119,2.072,1.996,-0.076,24.139,102.001,106.327,422.329,403.205,2.287
894.169,2.208,2.034,-0.174,23.944,101.931,106.425,418.911,401.122,2.292
894.219,2.276,2.047,-0.229,23.771,101.931,106.327,414.212,401.816,2.291
894.269,2.242,2.072,-0.17,23.705,102.001,106.916,408.438,403.366,2.288
894.319,2.218,2.063,-0.155,23.775,102.209,107.896,404.589,403.685,2.293
894.369,2.219,2.102,-0.117,23.928,102.279,108.191,383.441,401.709,2.302
894.419,2.137,2.482,0.345,24.066,102.07,107.602,364.214,400.641,2.332
894.469,2.11,2.577,0.467,24.148,102.001,106.426,327.155,401.442,2.356
894.519,2.54,2.388,-0.152,24.21,102.14,105.15,319.885,402.673,2.357
894.569,3.072,2.807,-0.265,24.301,102.14,105.248,348.083,407.425,2.353
894.619,3.141,2.984,-0.157,24.451,102.14,106.327,375,408.173,2.346
894.669,2.897,2.644,-0.253,24.627,102.348,107.798,411.422,403.901,2.338
894.719,2.807,2.416,-0.391,24.808,102.487,107.7,416.984,401.764,2.331
894.769,2.915,2.273,-0.642,24.979,102.487,107.308,417.415,401.068,2.317
894.819,3.016,2.285,-0.731,25.097,102.487,107.308,417.736,400.908,2.285
894.869,2.816,2.355,-0.461,25.159,102.418,108.779,422.115,398.397,2.277
894.919,2.446,2.287,-0.159,25.161,102.348,110.838,424.465,391.989,2.273
894.969,2.353,2.141,-0.212,25.118,102.417,111.917,422.971,388.517,2.266
895.019,2.246,2.035,-0.211,25.018,102.557,110.936,414.953,385.362,2.271
895.069,2.279,2.06,-0.219,24.851,102.765,109.269,406.837,382.959,2.283
895.119,2.416,2.092,-0.324,24.712,102.834,107.406,403.953,381.731,2.303
895.169,2.258,2.072,-0.186,24.672,102.765,107.21,396.797,380.93,2.322
895.219,2.21,2.137,-0.073,24.685,102.834,105.445,391.669,380.502,2.338
895.269,2.433,2.236,-0.197,24.654,102.904,104.266,380.661,379.594,2.348
895.319,2.676,2.297,-0.379,24.549,102.973,102.796,377.351,379.006,2.35
895.369,2.764,2.339,-0.425,24.429,103.043,102.305,377.671,377.03,2.354
895.419,2.562,2.32,-0.242,24.401,103.112,101.423,379.807,375.268,2.36
895.469,2.334,2.313,-0.021,24.482,103.251,100.638,379.914,373.025,2.371
895.519,2.439,2.414,-0.025,24.583,103.251,99.558,379.166,374.363,2.383
895.569,2.506,2.385,-0.121,24.629,103.182,98.578,377.03,383.869,2.392
895.619,2.445,2.33,-0.115,24.583,103.321,98.774,375.641,388.461,2.397
895.669,2.581,2.475,-0.106,24.458,103.459,100.049,370.194,389.263,2.401
895.719,3.058,2.836,-0.222,24.316,103.39,102.108,359.194,377.89,2.403
895.769,3.601,3.273,-0.328,24.236,103.39,105.053,354.915,371.151,2.4
895.819,3.509,3.298,-0.211,24.237,103.46,107.897,355.879,365.599,2.394
895.869,2.991,2.878,-0.113,24.283,103.321,109.76,369.765,366.56,2.389
895.919,2.597,2.476,-0.121,24.316,103.112,110.348,376.814,367.201,2.385
895.969,2.454,2.349,-0.105,24.335,103.043,110.447,383.544,366.774,2.38
896.019,2.464,2.334,-0.13,24.416,103.043,110.839,383.546,366.24,2.371
896.069,2.493,2.315,-0.178,24.571,103.112,111.624,380.876,368.003,2.361
896.119,2.531,2.332,-0.199,24.732,103.182,111.231,379.38,370.139,2.355
896.169,2.531,2.343,-0.188,24.752,103.112,109.466,377.992,372.702,2.353
896.219,2.5,2.352,-0.148,24.559,103.043,107.015,377.458,373.557,2.356
896.269,2.462,2.377,-0.085,24.272,102.973,105.346,377.244,376.443,2.358
896.319,2.435,2.364,-0.071,24.065,102.904,104.561,377.351,378.848,2.364
896.369,2.483,2.363,-0.12,24.082,102.904,104.267,381.624,386.378,2.362
896.419,2.567,2.371,-0.196,24.329,102.834,104.071,386.003,389.956,2.359
896.469,2.489,2.29,-0.199,24.685,102.695,102.6,394.761,394.442,2.354
896.519,2.364,2.236,-0.128,25.006,102.556,101.52,399.786,396.902,2.347
896.569,2.267,2.158,-0.109,25.205,102.487,100.736,399.573,397.971,2.341
896.619,2.191,2.07,-0.121,25.258,102.626,100.736,399.038,401.389,2.335
896.669,2.212,2.084,-0.128,25.211,102.765,100.736,400.747,404.273,2.335
896.719,2.18,2.077,-0.103,25.175,102.626,100.932,402.243,404.914,2.337
896.769,2.127,2.062,-0.065,25.203,102.487,101.718,403.205,406.785,2.338
896.819,2.16,2.053,-0.107,25.28,102.487,103.287,402.885,408.922,2.338
896.869,2.212,1.994,-0.218,25.376,102.487,104.856,404.38,413.355,2.335
896.919,2.21,1.981,-0.229,25.441,102.556,107.013,407.691,414.209,2.332
896.969,2.18,2.053,-0.127,25.424,102.626,108.974,415.488,413.729,2.331
897.019,2.205,2.086,-0.119,25.28,102.626,110.545,416.665,412.391,2.329
897.069,2.175,2.035,-0.14,24.984,102.626,111.722,412.713,408.654,2.33
897.119,2.185,2.069,-0.116,24.656,102.695,113.291,409.509,407.532,2.331
897.169,2.288,2.13,-0.158,24.479,102.904,114.272,403.207,406.731,2.335
897.219,2.244,2.078,-0.166,24.485,103.043,114.468,401.497,406.838,2.34
897.269,2.148,2.109,-0.039,24.597,103.043,113.388,402.565,407.158,2.34
897.319,2.143,2.178,0.035,24.72,102.973,111.82,403.846,407.799,2.338
897.369,2.238,2.109,-0.129,24.756,102.904,110.643,403.633,408.28,2.333
897.419,2.303,2.049,-0.254,24.623,102.973,109.662,400.215,407.319,2.328
897.469,2.196,2.096,-0.1,24.348,102.973,108.78,393.273,403.1,2.323
897.519,2.166,2.187,0.021,24.067,102.904,108.386,392.63,402.458,2.313
897.569,2.281,2.188,-0.093,23.934,102.973,107.798,397.223,404.915,2.298
897.619,2.333,2.09,-0.243,24.005,102.973,107.504,401.923,406.944,2.284
897.669,2.291,2.016,-0.275,24.232,102.834,107.798,409.934,411.377,2.271
897.719,2.127,1.955,-0.172,24.58,102.765,108.779,410.256,413.567,2.269
897.769,2.013,1.915,-0.098,24.954,102.695,109.466,402.24,417.255,2.288
897.819,2.081,1.92,-0.161,25.222,102.626,109.171,395.084,418.377,2.319
897.869,2.18,1.92,-0.26,25.359,102.695,107.994,387.714,422.65,2.334
897.919,2.226,2.016,-0.21,25.435,102.765,107.406,392.093,425.48,2.34
897.969,2.441,2.36,-0.081,25.587,102.695,106.72,414.198,430.339,2.336
898.019,2.9,2.758,-0.142,25.855,102.556,106.326,425.541,430.394,2.326
898.069,3.232,2.875,-0.357,26.111,102.487,105.444,439.53,426.709,2.303
898.119,2.981,2.604,-0.377,26.234,102.487,103.58,439.53,423.825,2.272
898.169,2.298,2.171,-0.127,26.235,102.487,102.894,433.121,417.95,2.27
898.219,1.939,1.905,-0.034,26.153,102.487,102.698,427.46,414.051,2.283
898.269,1.956,1.889,-0.067,26.002,102.487,103.973,421.793,412.393,2.312
898.319,2.247,2.128,-0.119,25.876,102.487,104.855,417.412,411.538,2.335
898.369,2.626,2.325,-0.301,25.863,102.487,104.169,405.449,411.271,2.347
898.419,2.586,2.227,-0.359,25.949,102.556,102.404,399.788,410.524,2.34
898.469,2.473,2.246,-0.227,26.069,102.765,100.933,390.817,407.907,2.336
898.519,2.603,2.357,-0.246,26.129,103.043,100.148,388.889,406.302,2.341
898.569,2.494,2.24,-0.254,26.168,103.182,100.442,388.355,403.419,2.351
898.619,2.314,2.21,-0.104,26.291,103.182,99.853,388.889,403.205,2.367
898.669,2.4,2.334,-0.066,26.416,103.182,99.657,391.88,404.861,2.385
898.719,2.425,2.398,-0.027,26.438,103.182,99.265,394.87,405.609,2.395
898.769,2.41,2.429,0.019,26.361,103.182,99.756,398.931,404.861,2.398
898.819,2.564,2.469,-0.095,26.287,103.112,101.423,397.862,404.327,2.4
898.869,2.868,2.585,-0.283,26.312,102.973,103.482,392.308,403.045,2.388
