DEPT    .M,RMG     .ohmm   ,RMN     .ohmm,RMN-RMG,CAL     .cm  ,SP      .mv   ,GR      .   ,HAC     .us/m  ,BHC     .   ,DEN     .g/cm3
847.27,7.063,6.805,-0.258,22.404,128.445,84.882,309.509,307.906,2.278
847.32,5.495,5.802,0.307,22.363,128.312,82.863,327.778,309.722,2.273
847.37,4.741,5.503,0.762,22.345,128.217,82.638,344.444,311.592,2.256
847.42,4.877,5.846,0.969,22.313,128.167,84.097,343.376,312.5,2.229
847.47,5.484,6.428,0.944,22.367,128.098,85.667,340.385,314.156,2.209
847.52,5.973,6.607,0.634,22.523,127.977,86.228,341.987,314.423,2.199
847.57,5.764,6.349,0.585,22.604,127.866,85.331,345.513,315.705,2.213
847.62,5.153,5.94,0.787,22.459,127.829,84.209,345.62,316.827,2.224
847.67,4.781,5.716,0.935,22.039,127.833,83.536,344.765,324.359,2.233
847.72,4.998,5.91,0.912,21.493,127.785,83.199,344.231,329.808,2.233
847.77,5.495,6.331,0.836,21.046,127.669,81.965,347.543,340.865,2.225
847.82,5.667,6.588,0.921,20.782,127.561,80.507,350.107,344.071,2.221
847.87,5.663,6.657,0.994,20.678,127.507,78.825,354.487,347.382,2.208
847.92,5.744,6.703,0.959,20.69,127.46,78.712,353.312,346.581,2.195
847.97,5.758,6.74,0.982,20.799,127.372,79.834,347.863,344.391,2.18
848.02,5.787,6.784,0.997,20.974,127.293,81.853,346.902,343.697,2.174
848.07,6.002,6.887,0.885,21.209,127.302,83.087,347.222,340.759,2.178
848.12,6.223,6.98,0.757,21.49,127.38,83.424,347.222,339.744,2.193
848.17,6.353,6.985,0.632,21.801,127.436,84.097,347.65,339.263,2.21
848.22,6.277,6.887,0.61,22.101,127.463,84.882,347.115,340.171,2.223
848.27,5.953,6.8,0.847,22.297,127.503,85.106,338.889,345.887,2.234
848.32,5.892,6.914,1.022,22.343,127.592,85.331,331.517,347.756,2.251
848.37,6.031,7.046,1.015,22.309,127.722,83.536,317.949,343.323,2.264
848.42,5.919,6.903,0.984,22.32,127.817,81.965,313.782,338.515,2.261
848.47,5.768,6.663,0.895,22.364,127.828,79.946,313.889,331.464,2.271
848.52,5.762,6.453,0.691,22.361,127.803,78.825,319.872,329.541,2.271
848.57,5.568,6.169,0.601,22.254,127.826,77.366,335.363,324.038,2.267
848.62,5.144,5.939,0.795,22.118,127.906,75.572,343.056,311.912,2.275
848.67,4.922,6.042,1.12,22.063,127.979,74.899,341.453,304.594,2.272
848.72,5.268,6.655,1.387,22.044,128.005,73.552,328.739,289.797,2.282
848.77,6.161,7.721,1.56,22.003,128.011,74.45,317.308,276.763,2.299
848.82,7.125,9.031,1.906,21.948,128.041,74.674,312.714,270.62,2.332
848.87,8.361,10.65,2.289,21.888,128.101,76.02,287.5,257.158,2.367
848.92,10.163,12.431,2.268,21.83,128.166,76.918,266.132,249.466,2.411
848.97,11.393,13.388,1.995,21.798,128.23,79.049,228.098,238.889,2.448
849.02,11.235,13.069,1.834,21.783,128.309,80.395,217.842,237.233,2.468
849.07,10.369,12.221,1.852,21.789,128.411,81.629,213.568,237.874,2.472
849.12,9.546,11.358,1.812,21.823,128.513,82.078,215.385,239.583,2.463
849.17,8.906,10.548,1.642,21.826,128.578,82.975,219.765,244.925,2.442
849.22,8.527,9.946,1.419,21.759,128.582,83.312,220.62,249.359,2.412
849.27,8.087,9.284,1.197,21.708,128.534,84.097,220.085,262.66,2.372
849.32,7.191,8.387,1.196,21.797,128.46,86.004,220.299,271.154,2.328
849.37,6.477,7.656,1.179,22.042,128.386,88.584,239.209,289.85,2.27
849.42,6.275,7.142,0.867,22.327,128.327,91.5,290.171,316.239,2.216
849.47,6.019,6.216,0.197,22.513,128.294,95.763,319.338,330.502,2.183
849.52,4.918,4.522,-0.396,22.542,128.307,98.791,371.368,355.342,2.176
849.57,3.202,2.924,-0.278,22.455,128.367,101.596,400.855,371.902,2.2
849.62,2.247,2.253,0.006,22.299,128.444,104.849,407.906,378.365,2.231
849.67,2.099,2.149,0.05,22.109,128.497,108.775,417.201,389.744,2.262
849.72,2.027,2.084,0.057,21.922,128.524,111.018,420.086,395.353,2.275
849.77,1.898,1.982,0.084,21.748,128.559,111.691,425.534,408.173,2.272
849.82,1.749,1.888,0.139,21.672,128.623,111.691,427.671,414.423,2.264
849.87,1.705,1.834,0.129,21.728,128.749,110.682,429.06,423.825,2.254
849.92,1.813,1.875,0.062,21.845,128.913,108.999,428.739,426.977,2.253
849.97,1.981,1.984,0.003,22.065,129.029,106.531,422.756,431.25,2.245
850.02,2.161,2.096,-0.065,22.44,129.059,104.624,419.658,433.814,2.238
850.07,2.331,2.163,-0.168,22.875,129.052,103.615,416.667,440.652,2.225
850.12,2.37,2.159,-0.211,23.189,129.075,102.717,417.521,443.536,2.216
850.17,2.256,2.121,-0.135,23.221,129.118,102.269,418.056,445.94,2.215
850.22,2.191,2.12,-0.071,23.019,129.125,102.381,406.731,443.857,2.211
850.27,2.355,2.241,-0.114,22.765,129.069,102.493,400.214,441.56,2.222
850.32,2.631,2.41,-0.221,22.65,128.987,103.503,391.026,436.966,2.234
850.37,2.73,2.468,-0.262,22.823,128.938,105.634,390.491,432.532,2.257
850.42,2.574,2.42,-0.154,23.183,128.96,107.99,391.026,430.288,2.286
850.47,2.392,2.395,0.003,23.508,129.046,108.214,391.88,424.573,2.304
850.52,2.369,2.479,0.11,23.638,129.142,108.775,393.483,420.406,2.311
850.57,2.46,2.611,0.151,23.482,129.164,108.438,395.406,408.654,2.303
850.62,2.592,2.703,0.111,23.056,129.068,107.765,394.338,402.671,2.288
850.67,2.784,2.83,0.046,22.507,128.928,105.858,381.517,391.506,2.284
850.72,3.108,3.044,-0.064,22.048,128.884,103.839,372.97,387.66,2.285
850.77,3.269,3.2,-0.069,21.886,128.992,102.381,361.325,383.547,2.304
850.82,3.031,3.18,0.149,22.085,129.145,102.044,362.5,383.28,2.32
850.87,2.738,2.918,0.18,22.479,129.176,103.503,377.778,385.203,2.333
850.92,2.489,2.505,0.016,22.822,129.039,106.083,387.286,385.577,2.329
850.97,2.271,2.267,-0.004,22.905,128.844,107.877,398.932,384.936,2.313
851.02,2.189,2.277,0.088,22.63,128.713,109.336,399.893,385.31,2.298
851.07,2.164,2.315,0.151,22.134,128.652,110.794,400,386.592,2.282
851.12,2.127,2.307,0.18,21.688,128.58,111.579,399.145,390.118,2.279
851.17,2.063,2.269,0.206,21.425,128.451,111.691,401.496,393.109,2.281
851.22,2.057,2.219,0.162,21.314,128.31,109.56,401.603,393.536,2.287
851.27,2.092,2.215,0.123,21.296,128.225,106.644,399.466,396.581,2.293
851.32,2.089,2.228,0.139,21.362,128.194,104.624,399.893,399.947,2.307
851.37,2.082,2.258,0.176,21.528,128.16,102.381,404.38,408.013,2.314
851.42,2.064,2.291,0.227,21.733,128.073,100.474,409.188,411.111,2.316
851.47,2.052,2.227,0.175,21.799,127.991,98.679,418.162,414.904,2.318
851.52,2.035,2.082,0.047,21.649,127.969,97.109,420.833,416.613,2.315
851.57,1.954,1.979,0.025,21.461,127.985,96.66,424.466,419.124,2.312
851.62,1.896,1.979,0.083,21.436,128,96.997,424.68,420.78,2.309
851.67,1.902,2.011,0.109,21.558,127.984,98.791,425.962,423.13,2.3
851.72,1.925,2.041,0.116,21.742,127.921,99.128,425.321,423.451,2.294
851.77,1.958,2.07,0.112,21.912,127.841,100.025,426.923,425.427,2.286
851.82,1.966,2.063,0.097,22.028,127.815,99.913,428.633,428.953,2.282
851.87,1.96,2.015,0.055,22.109,127.858,100.025,427.564,431.25,2.278
851.92,1.922,1.942,0.02,22.222,127.89,100.698,429.701,435.043,2.266
851.97,1.85,1.881,0.031,22.491,127.827,101.371,428.739,434.989,2.25
852.02,1.817,1.872,0.055,22.905,127.715,102.381,428.205,433.814,2.231
852.07,1.848,1.907,0.059,23.295,127.677,103.503,428.098,431.891,2.223
852.12,1.899,1.947,0.048,23.581,127.731,104.512,427.137,431.143,2.223
852.17,1.94,2.014,0.074,23.784,127.755,106.307,425.107,429.861,2.234
852.22,1.993,2.079,0.086,23.896,127.647,107.99,424.893,429.38,2.251
852.27,2.007,2.076,0.069,23.858,127.474,108.551,425.321,427.778,2.265
852.32,1.976,2.061,0.085,23.649,127.391,108.438,425.214,427.618,2.269
852.37,1.956,2.039,0.083,23.361,127.449,106.756,425.534,427.724,2.269
852.42,1.949,2,0.051,23.154,127.551,104.624,424.68,427.244,2.262
852.47,1.954,2.003,0.049,23.118,127.578,103.503,422.009,425.267,2.255
852.52,2.004,2.101,0.097,23.173,127.527,102.044,421.581,424.199,2.253
852.57,2.124,2.216,0.092,23.26,127.497,102.044,426.068,423.13,2.259
852.62,2.286,2.248,-0.038,23.375,127.559,101.596,434.509,423.771,2.266
852.67,2.41,2.261,-0.149,23.451,127.663,102.269,437.286,423.825,2.271
852.72,2.398,2.263,-0.135,23.492,127.695,104.288,439.209,425,2.271
852.77,2.358,2.265,-0.093,23.494,127.618,106.644,430.876,425.374,2.273
852.82,2.394,2.289,-0.105,23.424,127.518,108.551,425.641,425.16,2.269
852.87,2.421,2.273,-0.148,23.327,127.496,110.009,419.979,425.962,2.267
852.92,2.349,2.201,-0.148,23.282,127.53,111.018,429.274,428.793,2.267
852.97,2.146,2.166,0.02,23.38,127.512,110.233,436.538,430.983,2.269
853.02,2.027,2.161,0.134,23.549,127.403,109.897,444.658,433.387,2.277
853.07,2.078,2.079,0.001,23.62,127.246,108.999,440.812,432.692,2.289
853.12,2.087,2.019,-0.068,23.548,127.096,108.326,438.248,432.105,2.303
853.17,2.107,2.063,-0.044,23.374,126.948,106.98,435.15,431.036,2.312
853.22,2.18,2.081,-0.099,23.103,126.798,105.746,435.577,430.876,2.31
853.27,2.146,2.024,-0.122,23.002,126.666,104.512,434.722,428.739,2.303
853.32,2.1,2.024,-0.076,22.93,126.564,103.727,433.974,427.511,2.292
853.37,2.101,2.084,-0.017,22.918,126.498,103.839,431.517,425.32,2.288
853.42,2.083,2.123,0.04,22.959,126.488,105.073,427.885,424.733,2.299
853.47,2.102,2.131,0.029,22.989,126.552,106.307,420.62,422.276,2.319
853.52,2.059,2.084,0.025,22.997,126.671,105.41,416.346,420.727,2.333
853.57,1.965,2.02,0.055,23.104,126.811,103.503,408.654,418.483,2.342
853.62,1.951,2.033,0.082,23.295,126.967,101.82,407.479,416.88,2.332
853.67,1.978,2.119,0.141,23.448,127.137,101.82,405.128,413.996,2.319
853.72,2.051,2.179,0.128,23.486,127.278,100.923,404.701,411.699,2.303
853.77,2.047,2.149,0.102,23.411,127.34,100.811,404.594,410.043,2.295
853.82,1.92,2.118,0.198,23.306,127.338,99.689,402.137,407.639,2.292
853.87,1.749,2.128,0.379,23.23,127.338,100.586,399.573,406.944,2.296
853.92,1.706,2.006,0.3,23.153,127.366,102.044,399.038,407.692,2.299
853.97,1.731,1.877,0.146,23.051,127.381,104.288,402.991,407.639,2.298
854.02,1.787,1.928,0.141,22.939,127.347,105.41,406.731,405.93,2.292
854.07,1.804,2.077,0.273,22.835,127.291,105.185,415.064,401.068,2.29
854.12,1.721,2.121,0.4,22.808,127.252,105.073,416.667,399.947,2.293
854.17,1.674,2.088,0.414,22.887,127.226,104.288,413.996,399.306,2.297
854.22,1.778,2.09,0.312,23.04,127.191,104.288,410.791,399.893,2.292
854.27,1.942,2.207,0.265,23.206,127.134,103.054,405.556,402.297,2.288
854.32,2.095,2.314,0.219,23.266,127.054,102.044,406.09,403.365,2.28
854.37,2.207,2.339,0.132,23.216,126.96,99.801,414.316,406.41,2.279
854.42,2.31,2.428,0.118,23.137,126.891,97.221,419.017,407.799,2.275
854.47,2.427,2.566,0.139,23.078,126.895,94.978,422.009,409.882,2.269
854.52,2.436,2.666,0.23,23.089,126.953,93.183,422.436,411.432,2.259
854.57,2.37,2.76,0.39,23.104,126.985,93.407,420.62,412.18,2.251
854.62,2.363,2.772,0.409,23.039,126.983,95.202,419.551,415.812,2.25
854.67,2.406,2.694,0.288,22.942,126.995,97.221,422.009,420.94,2.258
854.72,2.52,2.606,0.086,22.886,127.043,99.577,424.359,423.291,2.271
854.77,2.526,2.416,-0.11,22.886,127.085,100.923,430.235,426.068,2.275
854.82,2.275,2.179,-0.096,22.888,127.026,103.054,431.944,427.137,2.271
854.87,2.093,2.101,0.008,22.862,126.837,105.073,431.624,428.045,2.252
854.92,2.122,2.136,0.014,22.846,126.616,106.531,428.846,428.205,2.228
854.97,2.156,2.152,-0.004,22.882,126.486,105.971,427.457,429.915,2.2
855.02,2.127,2.089,-0.038,22.93,126.446,105.073,429.808,431.303,2.184
855.07,2.038,1.971,-0.067,22.892,126.398,103.951,437.714,433.6,2.172
855.12,1.946,1.913,-0.033,22.727,126.316,102.717,440.064,434.135,2.166
855.17,1.921,1.949,0.028,22.496,126.295,101.035,436.645,433.227,2.163
855.22,2.008,2.084,0.076,22.32,126.387,99.801,433.013,432.158,2.164
855.27,2.155,2.182,0.027,22.282,126.472,98.343,425.641,431.891,2.172
855.32,2.105,2.037,-0.068,22.392,126.402,96.772,425.855,433.814,2.187
855.37,1.958,1.87,-0.088,22.584,126.229,95.538,429.594,434.829,2.203
855.42,2.051,1.93,-0.121,22.746,126.158,95.651,433.761,435.523,2.218
855.47,2.199,2.062,-0.137,22.766,126.272,97.333,434.509,436.378,2.231
855.52,2.285,2.235,-0.05,22.591,126.415,99.801,434.402,435.791,2.239
855.57,2.399,2.478,0.079,22.324,126.411,102.157,434.722,436.058,2.249
855.62,2.418,2.635,0.217,22.055,126.285,103.278,435.363,437.073,2.253
855.67,2.419,2.724,0.305,21.753,126.198,104.064,434.188,437.019,2.26
855.72,2.451,2.779,0.328,21.479,126.206,104.737,428.633,434.989,2.26
855.77,2.445,2.752,0.307,21.362,126.225,106.868,430.769,435.47,2.259
855.82,2.303,2.547,0.244,21.484,126.189,109.56,433.974,436.004,2.254
855.87,2.16,2.339,0.179,21.817,126.137,111.355,437.927,435.31,2.255
855.92,2.262,2.296,0.034,22.193,126.116,110.682,440.491,434.295,2.263
855.97,2.251,2.137,-0.114,22.463,126.089,109.111,441.239,434.135,2.271
856.02,2.02,1.955,-0.065,22.598,126.001,108.775,440.705,434.295,2.279
856.07,1.948,2.028,0.08,22.621,125.87,108.775,436.859,431.891,2.285
856.12,2.009,2.131,0.122,22.546,125.748,108.438,434.509,428.793,2.282
856.17,2.028,2.055,0.027,22.431,125.65,107.092,433.868,421.848,2.276
856.22,2.013,1.955,-0.058,22.343,125.557,103.951,434.722,418.75,2.272
856.27,1.975,1.885,-0.09,22.286,125.478,101.035,438.782,416.728,2.273
856.32,1.956,1.853,-0.103,22.245,125.418,97.782,436.462,416.606,2.281
856.37,2.029,2.014,-0.015,22.258,125.423,95.875,422.238,418.33,2.29
856.42,2.17,2.299,0.129,22.361,125.496,93.856,417.43,423.672,2.297
856.47,2.261,2.507,0.246,22.547,125.592,93.519,418.468,428.884,2.309
856.52,2.281,2.616,0.335,22.811,125.668,93.968,429.625,432.799,2.319
856.57,2.247,2.561,0.314,23.074,125.726,95.314,433.135,433.837,2.34
856.62,2.159,2.375,0.216,23.225,125.817,97.333,441.804,436.653,2.354
856.67,2.089,2.189,0.1,23.229,125.992,98.455,449.741,435.264,2.359
856.72,1.942,1.992,0.05,23.102,126.246,100.25,454.7,433.089,2.347
856.77,1.716,1.902,0.186,22.953,126.497,101.82,455.829,429.869,2.326
856.82,1.685,1.992,0.307,22.881,126.673,103.839,453.07,429.098,2.303
856.87,1.873,2.195,0.322,22.863,126.782,104.624,446.137,429.846,2.29
856.92,2.093,2.399,0.306,22.809,126.875,105.073,441.871,430.624,2.279
856.97,2.179,2.449,0.27,22.691,126.948,105.634,439.033,431.769,2.27
857.02,2.184,2.408,0.224,22.63,126.971,105.522,440.444,432.738,2.261
857.07,2.161,2.421,0.26,22.813,126.974,105.746,446.109,431.418,2.266
857.12,2.065,2.46,0.395,23.281,127.043,104.737,454.358,424.512,2.277
857.17,2.1,2.507,0.407,23.773,127.193,102.717,466.724,412.983,2.296
857.22,2.197,2.451,0.254,23.937,127.352,99.464,472.644,406.156,2.314
857.27,2.159,2.249,0.09,23.677,127.473,95.314,474.702,401.223,2.322
857.32,2.097,2.136,0.039,23.255,127.582,90.266,470.734,396.91,2.334
857.37,2.035,2.1,0.065,22.958,127.648,84.77,441.012,391.102,2.352
857.42,1.992,2.209,0.217,22.85,127.531,79.161,394.717,388.462,2.378
857.47,2.51,3.111,0.601,22.717,127.168,75.796,334.321,387.89,2.422
857.52,5.147,5.295,0.148,22.377,126.734,73.777,318.583,392.543,2.461
857.57,8.39,6.901,-1.489,22.029,126.473,73.777,336.471,406.18,2.484
857.62,7.604,5.803,-1.801,21.948,126.411,75.908,358.211,413.236,2.475
857.67,4.454,4.073,-0.381,22.199,126.393,79.946,371.267,413.831,2.438
857.72,3.449,3.682,0.233,22.555,126.364,84.433,367.947,410.019,2.402
857.77,3.469,3.468,-0.001,22.753,126.447,88.359,369.178,406.757,2.364
857.82,2.924,3.013,0.089,22.755,126.688,91.5,381.814,407.837,2.333
857.87,2.459,2.601,0.142,22.662,126.915,94.529,407.086,411.963,2.311
857.92,2.246,2.195,-0.051,22.549,126.985,96.436,419.338,414.049,2.281
857.97,2.153,2.053,-0.1,22.429,126.992,98.118,433.868,419.858,2.24
858.02,2.101,2.015,-0.086,22.32,127.082,99.016,441.026,424.84,2.2
858.07,2.082,1.886,-0.196,22.211,127.215,101.147,446.117,437.044,2.187
858.12,2.176,1.945,-0.231,22.113,127.242,103.391,450.327,448.03,2.17
858.17,2.233,2.064,-0.169,22.013,127.139,106.531,455.99,460.578,2.145
858.22,2.082,1.96,-0.122,21.888,127.046,108.663,458.464,464.463,2.151
858.27,1.946,1.916,-0.03,21.776,127.071,110.233,460.318,461.875,2.158
858.32,2.038,2.056,0.018,21.748,127.153,110.682,461.364,455.831,2.162
858.37,2.111,2.09,-0.021,21.869,127.178,109.336,465.788,445.695,2.158
858.42,2.166,2.071,-0.095,22.129,127.147,106.083,471.719,441.133,2.155
858.47,2.546,2.259,-0.287,22.453,127.146,102.493,481.17,441.378,2.154
858.52,3.058,2.552,-0.506,22.745,127.175,98.791,479.762,445.051,2.162
858.57,3.215,2.82,-0.395,22.883,127.108,95.202,459.264,449.181,2.209
858.62,3.755,3.673,-0.082,22.781,126.878,91.612,411.508,446.671,2.262
858.67,5.619,6.164,0.545,22.532,126.628,88.808,327.259,436.342,2.309
858.72,6.754,7.433,0.679,22.269,126.591,87.462,290.522,431.163,2.349
858.77,4.952,4.704,-0.248,22.041,126.841,87.462,332.585,430.369,2.359
858.82,2.32,1.954,-0.366,21.938,127.224,88.696,382.845,431.873,2.334
858.87,1.328,1.436,0.108,21.95,127.566,89.93,446.245,427.401,2.3
858.92,1.431,1.615,0.184,22.011,127.832,90.939,448.535,419.132,2.268
858.97,1.829,2.087,0.258,22.103,128.049,90.939,440.034,402.656,2.243
859.02,2.288,2.677,0.389,22.181,128.18,90.491,422.97,389.049,2.226
859.07,2.911,3.503,0.592,22.255,128.173,90.154,398.611,371.1,2.215
859.12,4.024,4.659,0.635,22.317,128.099,89.818,385.791,362.607,2.202
859.17,4.868,5.406,0.538,22.367,128.105,90.491,368.59,356.517,2.196
859.22,4.827,5.33,0.503,22.422,128.23,92.173,364.637,360.523,2.193
859.27,4.365,4.857,0.492,22.444,128.377,93.631,359.295,367.308,2.2
859.32,3.998,4.55,0.552,22.405,128.474,94.305,357.479,366.934,2.214
859.37,3.992,4.597,0.605,22.31,128.569,94.865,352.244,359.509,2.229
859.42,4.131,4.709,0.578,22.245,128.699,93.856,350.214,354.754,2.242
859.47,4.168,4.729,0.561,22.292,128.783,92.51,347.222,342.912,2.253
859.52,4.25,4.743,0.493,22.442,128.797,90.827,346.047,335.491,2.264
859.57,4.249,4.679,0.43,22.658,128.804,89.481,344.444,325.407,2.279
859.62,4.088,4.554,0.466,22.841,128.855,87.686,347.436,319.9,2.286
859.67,4.024,4.58,0.556,22.866,128.916,86.004,348.932,318.336,2.284
859.72,4.028,4.598,0.57,22.708,128.943,86.452,354.701,323.755,2.279
859.77,3.957,4.396,0.439,22.479,128.942,86.901,359.509,338.326,2.27
859.82,3.828,4.25,0.422,22.383,128.949,88.92,355.235,345.232,2.277
859.87,4.254,4.469,0.215,22.45,128.982,90.827,334.509,343.716,2.275
859.92,5.065,4.867,-0.198,22.514,129.05,93.183,318.269,336.407,2.279
859.97,5.148,5.269,0.121,22.512,129.155,95.538,295.727,325.341,2.291
860.02,5.09,5.634,0.544,22.441,129.264,98.455,292.842,322.441,2.296
860.07,5.497,5.749,0.252,22.304,129.318,101.259,287.393,326.815,2.285
860.12,5.455,5.516,0.061,22.158,129.292,103.166,289.103,334.027,2.276
860.17,4.691,4.757,0.066,22.066,129.24,105.522,315.705,350.107,2.258
860.22,3.778,3.794,0.016,22.074,129.231,107.317,339.85,359.883,2.25
860.27,3.012,3.11,0.098,22.156,129.274,110.009,388.568,376.335,2.239
860.32,2.508,2.615,0.107,22.217,129.32,111.916,405.235,381.357,2.232
860.37,2.349,2.394,0.045,22.192,129.334,112.14,420.727,386.806,2.232
860.42,2.334,2.371,0.037,22.119,129.323,111.804,420.833,393.323,2.221
860.47,2.226,2.298,0.072,22.067,129.325,112.14,419.338,399.786,2.226
860.52,2.141,2.253,0.112,22.049,129.39,112.252,416.239,409.669,2.238
860.57,2.143,2.257,0.114,22.091,129.542,111.691,415.598,419.124,2.235
860.62,2.131,2.209,0.078,22.199,129.745,110.233,418.056,424.947,2.231
860.67,2.107,2.139,0.032,22.296,129.911,109.784,420.833,434.295,2.221
860.72,2.086,2.114,0.028,22.346,129.961,109.56,421.474,437.233,2.209
860.77,2.063,2.079,0.016,22.339,129.888,110.682,425.855,439.049,2.214
860.82,2.018,1.997,-0.021,22.213,129.751,111.13,428.312,439.37,2.202
860.87,1.957,1.942,-0.015,21.985,129.627,110.457,431.731,440.385,2.184
860.92,1.937,1.947,0.01,21.773,129.571,108.999,432.692,440.652,2.179
860.97,1.981,1.957,-0.024,21.675,129.592,107.653,431.944,444.551,2.179
861.02,2.006,1.955,-0.051,21.643,129.611,107.765,431.09,448.13,2.179
861.07,1.983,1.935,-0.048,21.488,129.586,108.326,431.517,455.556,2.175
861.12,1.922,1.899,-0.023,21.167,129.558,108.775,432.051,458.974,2.168
861.17,1.858,1.885,0.027,20.842,129.539,109.784,433.547,464.263,2.161
861.22,1.885,1.928,0.043,20.642,129.535,110.57,440.171,467.949,2.148
861.27,1.949,1.977,0.028,20.559,129.545,111.804,446.902,465.118,2.132
861.32,1.967,1.948,-0.019,20.543,129.539,112.252,446.795,459.669,2.133
861.37,2.036,1.97,-0.066,20.644,129.472,112.252,444.979,445.833,2.147
861.42,2.227,2.143,-0.084,20.993,129.349,111.13,446.795,440.812,2.159
861.47,2.474,2.293,-0.181,21.558,129.255,109.56,455.128,434.989,2.168
861.52,2.618,2.251,-0.367,22.075,129.267,108.102,464.637,431.998,2.174
861.57,2.59,2.16,-0.43,22.339,129.358,105.858,463.782,429.594,2.17
861.62,2.671,2.342,-0.329,22.4,129.428,104.064,442.949,421.047,2.18
861.67,3.13,2.897,-0.233,22.36,129.43,102.044,407.479,409.241,2.217
861.72,3.605,3.512,-0.093,22.179,129.406,102.044,390.598,403.579,2.24
861.77,3.538,3.667,0.129,21.85,129.391,102.269,371.368,396.368,2.256
861.82,3.129,3.376,0.247,21.508,129.35,103.951,369.338,394.177,2.266
861.87,2.884,3.141,0.257,21.315,129.248,105.185,372.65,388.996,2.275
861.92,2.849,3.092,0.243,21.254,129.143,106.868,372.97,385.791,2.271
861.97,2.923,3.153,0.23,21.252,129.123,107.99,369.765,379.701,2.278
862.02,3.066,3.348,0.282,21.33,129.182,109.224,365.385,375.908,2.277
862.07,3.21,3.58,0.37,21.484,129.227,110.906,356.09,367.949,2.277
862.12,3.35,3.684,0.334,21.677,129.218,111.467,354.487,364.103,2.277
862.17,3.41,3.561,0.151,21.865,129.231,111.355,355.342,358.12,2.289
862.22,3.257,3.297,0.04,22.019,129.35,110.906,359.081,356.09,2.306
862.27,3.066,3.137,0.071,22.16,129.538,111.018,367.628,354.541,2.316
862.32,2.994,3.086,0.092,22.297,129.678,111.018,369.765,353.365,2.32
862.37,2.907,3.001,0.094,22.424,129.706,110.794,370.192,352.03,2.328
862.42,2.762,2.946,0.184,22.505,129.658,110.009,366.56,349.092,2.322
862.47,2.669,2.984,0.315,22.494,129.605,108.887,358.333,346.421,2.311
862.52,2.739,3.134,0.395,22.464,129.585,107.653,355.662,345.192,2.308
862.57,2.925,3.293,0.368,22.492,129.6,106.307,352.03,343.162,2.307
862.62,2.962,3.247,0.285,22.573,129.623,105.297,353.526,342.147,2.313
862.67,2.803,3.087,0.284,22.667,129.639,104.176,358.013,340.759,2.313
862.72,2.725,3.04,0.315,22.726,129.606,102.605,358.974,341.132,2.307
862.77,2.773,3.066,0.293,22.714,129.531,101.259,359.509,344.177,2.302
862.82,2.778,3.061,0.283,22.629,129.484,99.464,359.081,346.207,2.302
862.87,2.785,3.109,0.324,22.516,129.502,99.24,357.692,348.665,2.31
862.92,2.969,3.248,0.279,22.403,129.512,99.352,355.769,348.718,2.308
862.97,3.157,3.34,0.183,22.28,129.425,100.362,352.457,346.528,2.305
863.02,3.137,3.478,0.341,22.138,129.27,100.698,350.962,344.498,2.296
863.07,3.167,3.714,0.547,22.026,129.161,101.371,347.436,343.964,2.29
863.12,3.251,3.746,0.495,21.97,129.152,101.035,345.192,345.246,2.29
863.17,3.228,3.622,0.394,21.971,129.182,100.811,344.658,345.727,2.287
863.22,3.235,3.593,0.358,22.009,129.18,100.025,343.91,347.169,2.287
863.27,3.241,3.693,0.452,22.027,129.153,100.138,342.415,347.756,2.281
863.32,3.245,3.865,0.62,22.001,129.145,100.362,341.88,347.543,2.274
863.37,3.274,3.873,0.599,21.965,129.151,101.484,343.056,348.077,2.268
863.42,3.2,3.654,0.454,21.986,129.126,103.503,345.299,348.878,2.263
863.47,3.067,3.455,0.388,22.091,129.058,103.951,349.466,350.641,2.264
863.52,2.986,3.383,0.397,22.241,128.98,105.297,352.671,351.816,2.27
863.57,2.981,3.338,0.357,22.351,128.932,106.531,358.333,355.556,2.273
863.62,2.94,3.182,0.242,22.365,128.922,107.204,361.325,358.761,2.283
863.67,2.776,2.972,0.196,22.303,128.941,107.429,366.239,363.088,2.296
863.72,2.691,2.874,0.183,22.23,128.974,107.204,366.987,363.942,2.312
863.77,2.713,2.92,0.207,22.192,129.011,106.868,367.308,363.889,2.321
863.82,2.717,2.981,0.264,22.204,129.047,104.849,367.415,362.66,2.328
863.87,2.703,2.979,0.276,22.286,129.079,103.839,369.765,359.722,2.33
863.92,2.725,3.033,0.308,22.429,129.096,104.288,371.688,359.829,2.329
863.97,2.798,3.104,0.306,22.567,129.08,104.624,373.504,360.417,2.33
864.02,2.828,3.131,0.303,22.623,129.034,104.961,375.748,359.936,2.333
864.07,2.896,3.278,0.382,22.595,128.994,106.195,367.201,355.556,2.336
864.12,3.178,3.674,0.496,22.54,128.987,109.448,358.761,352.671,2.35
864.17,3.742,4.127,0.385,22.442,128.991,112.925,333.547,348.13,2.354
864.22,4.39,4.405,0.015,22.28,128.958,117.188,323.077,347.062,2.358
864.27,4.633,4.664,0.031,22.139,128.85,119.768,321.047,345.459,2.363
864.32,4.225,4.724,0.499,22.136,128.714,120.441,328.419,345.139,2.353
864.37,3.58,4.357,0.777,22.195,128.653,120.665,347.329,343.75,2.352
864.42,3.238,4.011,0.773,22.111,128.692,119.656,352.671,342.361,2.351
864.47,3.161,3.95,0.789,21.818,128.749,120.665,349.68,338.088,2.355
