DEPTH,BRITTLE_HORZ,BRITTLE_VERT,COHESION,DEN,DTC,E_HORZ,E_VERT,GGRM,GMPO,GMTH,GMUR,MSPD,NPRL,PF,PP,PR_HORZ,PR_VERT,R20F,R30F,R40F,R60F,R85F,SHDEF,SHMAX,SHMIN,ST,SV,TOC,UCS,VP,VPVS_X,VPVS_Y,VS_X,VS_Y
2642.500,63.039,55.796,14.964,2.530,65.750,45.750,38.754,107.169,2.972,16.085,7.378,6.320,10.367,47.936,42.240,0.225,0.238,2.141,2.076,2.009,2.000,1.998,22.782,71.918,49.136,14.686,58.734,3.178,220.289,4635.743,1.909,1.706,2428.687,2716.711
2642.625,62.692,55.621,15.012,2.530,65.691,45.707,38.904,105.799,2.874,15.957,7.535,6.326,10.490,48.235,42.240,0.227,0.240,2.140,2.075,2.008,1.999,1.997,22.725,71.970,49.245,14.710,58.733,3.260,220.643,4639.910,1.907,1.710,2433.130,2713.353
2642.750,62.230,55.378,15.118,2.533,65.597,45.697,39.142,104.255,2.811,16.165,7.503,6.323,10.504,48.690,42.239,0.230,0.243,2.139,2.073,2.007,1.997,1.995,22.670,72.090,49.420,14.759,58.732,3.243,221.387,4646.542,1.905,1.715,2438.677,2708.667
2642.875,61.918,55.309,15.190,2.534,65.514,45.728,39.421,105.415,2.761,16.729,7.365,6.331,10.478,48.960,42.239,0.232,0.244,2.138,2.073,2.006,1.997,1.995,22.648,72.176,49.528,14.792,58.731,3.171,221.881,4652.451,1.901,1.719,2447.106,2706.493
2643.000,61.862,55.392,15.168,2.533,65.458,45.768,39.591,108.160,2.702,17.340,7.223,6.348,10.447,48.935,42.238,0.232,0.244,2.139,2.073,2.007,1.997,1.995,22.659,72.193,49.534,14.765,58.731,3.096,221.471,4656.398,1.897,1.719,2454.217,2707.997
2643.125,62.059,55.571,15.112,2.529,65.378,45.873,39.660,109.236,2.667,16.914,7.391,6.371,10.375,48.719,42.238,0.231,0.244,2.139,2.074,2.007,1.997,1.995,22.724,72.214,49.490,14.702,58.730,3.184,220.523,4662.089,1.896,1.718,2459.029,2714.026
2643.250,62.166,55.584,15.033,2.524,65.285,45.930,39.624,106.777,2.597,16.134,7.762,6.410,10.296,48.594,42.237,0.231,0.243,2.139,2.074,2.007,1.997,1.995,22.760,72.253,49.493,14.605,58.729,3.376,219.069,4668.783,1.898,1.717,2459.717,2718.736
2643.375,61.968,55.311,14.966,2.519,65.139,45.915,39.567,100.727,2.595,15.126,8.169,6.450,10.273,48.764,42.237,0.232,0.245,2.140,2.074,2.008,1.998,1.996,22.732,72.352,49.620,14.493,58.729,3.578,217.398,4679.241,1.903,1.720,2458.340,2719.912
2643.500,61.686,54.975,14.903,2.513,64.986,45.868,39.506,92.555,2.582,13.971,8.676,6.455,10.332,49.003,42.236,0.234,0.247,2.141,2.075,2.009,1.999,1.997,22.681,72.449,49.768,14.385,58.728,3.822,215.777,4690.238,1.909,1.724,2456.963,2720.078
2643.625,61.284,54.385,15.109,2.514,64.743,45.934,39.463,90.226,2.592,13.268,8.999,6.414,10.332,49.721,42.236,0.236,0.250,2.141,2.075,2.009,1.999,1.997,22.664,72.757,50.093,14.434,58.727,3.972,216.515,4707.845,1.922,1.732,2449.700,2718.230
2643.750,61.763,54.405,15.408,2.520,64.625,46.230,39.321,91.827,2.651,13.003,9.111,6.365,10.253,49.831,42.235,0.235,0.249,2.141,2.075,2.009,1.999,1.997,22.840,72.991,50.151,14.605,58.726,4.023,219.073,4716.446,1.933,1.730,2439.486,2725.829
2643.875,62.605,54.837,15.649,2.525,64.580,46.609,39.254,95.704,2.765,13.377,8.885,6.329,10.098,49.510,42.235,0.231,0.246,2.142,2.076,2.010,1.999,1.998,23.091,73.124,50.032,14.771,58.726,3.919,221.570,4719.737,1.939,1.724,2434.615,2738.080
2644.000,63.349,55.487,15.737,2.528,64.611,46.909,39.381,100.403,2.928,14.043,8.454,6.312,9.907,48.960,42.234,0.228,0.243,2.144,2.079,2.012,2.002,2.000,23.300,73.114,49.814,14.866,58.725,3.717,222.989,4717.455,1.933,1.716,2440.030,2748.702
2644.125,64.060,56.241,15.816,2.530,64.618,47.226,39.647,99.319,3.021,15.071,8.002,6.323,9.776,48.367,42.234,0.225,0.240,2.148,2.082,2.015,2.005,2.003,23.513,73.090,49.577,14.960,58.724,3.496,224.397,4716.953,1.924,1.709,2451.758,2760.280
2644.250,64.001,56.302,16.018,2.532,64.458,47.427,39.968,98.549,3.097,15.655,7.682,6.343,9.782,48.608,42.233,0.226,0.241,2.151,2.085,2.018,2.008,2.006,23.590,73.272,49.682,15.067,58.724,3.335,226.008,4728.653,1.922,1.711,2460.823,2763.582
2644.375,63.503,55.865,16.282,2.533,64.194,47.528,40.194,96.307,3.081,15.237,7.764,6.360,9.942,49.360,42.233,0.230,0.244,2.154,2.088,2.021,2.011,2.009,23.574,73.573,49.999,15.169,58.723,3.377,227.529,4748.089,1.927,1.719,2464.137,2762.191
2644.500,63.031,55.336,16.567,2.535,64.000,47.561,40.245,91.084,2.996,14.050,8.134,6.382,10.153,50.143,42.232,0.233,0.248,2.157,2.091,2.024,2.013,2.011,23.534,73.839,50.305,15.299,58.722,3.562,229.489,4762.501,1.936,1.727,2460.267,2758.366
2644.625,62.175,54.660,16.638,2.539,63.997,47.279,40.221,86.005,2.863,12.743,8.574,6.416,10.339,50.916,42.232,0.237,0.252,2.159,2.093,2.026,2.016,2.014,23.320,73.888,50.568,15.330,58.721,3.773,229.957,4762.757,1.940,1.736,2455.177,2744.060
2644.750,61.445,54.295,16.467,2.540,64.153,46.895,40.223,80.129,2.718,11.570,8.981,6.438,10.416,51.216,42.231,0.239,0.254,2.159,2.093,2.026,2.016,2.014,23.080,73.717,50.637,15.254,58.721,3.964,228.803,4751.161,1.935,1.741,2455.317,2729.227
2644.875,60.877,54.141,16.200,2.540,64.372,46.520,40.254,76.365,2.591,11.054,9.162,6.441,10.383,51.238,42.231,0.241,0.255,2.159,2.093,2.026,2.015,2.013,22.862,73.462,50.600,15.131,58.720,4.046,226.968,4735.016,1.926,1.743,2458.340,2716.040
2645.000,60.495,54.003,15.949,2.538,64.500,46.251,40.227,78.258,2.420,11.824,9.057,6.429,10.308,51.195,42.230,0.242,0.256,2.158,2.092,2.025,2.014,2.012,22.709,73.284,50.576,14.983,58.719,3.999,224.738,4725.578,1.921,1.745,2459.719,2707.995
2645.125,60.603,54.193,15.895,2.539,64.597,46.225,40.257,85.162,2.397,13.403,8.563,6.398,10.298,50.987,42.229,0.242,0.255,2.155,2.089,2.023,2.012,2.010,22.710,73.181,50.471,14.985,58.718,3.768,224.777,4718.468,1.916,1.743,2462.067,2707.663
2645.250,60.814,54.472,15.807,2.537,64.688,46.215,40.280,90.987,2.406,15.004,8.064,6.359,10.351,50.655,42.229,0.240,0.253,2.152,2.086,2.019,2.009,2.007,22.729,73.051,50.323,14.967,58.718,3.526,224.510,4711.882,1.911,1.739,2465.800,2709.670
2645.375,61.421,55.157,15.760,2.539,64.913,46.275,40.342,96.100,2.466,16.599,7.575,6.326,10.426,49.974,42.228,0.237,0.249,2.149,2.083,2.017,2.006,2.005,22.821,72.811,49.990,15.044,58.717,3.280,225.660,4695.507,1.900,1.730,2471.637,2714.194
2645.500,61.958,55.892,15.765,2.543,65.149,46.347,40.529,101.753,2.650,17.500,7.140,6.305,10.487,49.359,42.228,0.234,0.245,2.146,2.081,2.014,2.004,2.002,22.910,72.575,49.665,15.167,58.716,3.052,227.504,4678.509,1.886,1.722,2480.931,2717.244
2645.625,62.952,56.799,15.532,2.542,65.486,46.354,40.352,108.130,2.857,17.625,6.886,6.299,10.457,48.174,42.227,0.228,0.239,2.143,2.078,2.012,2.002,2.000,23.024,72.172,49.147,15.131,58.716,2.915,226.963,4654.422,1.875,1.708,2482.113,2724.812
2645.750,63.595,57.109,15.455,2.538,65.521,46.453,40.083,112.136,3.080,17.544,6.628,6.302,10.448,47.635,42.227,0.225,0.236,2.141,2.076,2.010,2.000,1.998,23.138,72.095,48.957,15.086,58.715,2.772,226.295,4651.958,1.879,1.702,2476.091,2733.642
2645.875,63.764,57.033,15.488,2.535,65.420,46.545,39.939,112.342,3.237,17.380,6.436,6.327,10.459,47.638,42.226,0.224,0.236,2.139,2.075,2.009,1.999,1.997,23.196,72.190,48.994,15.071,58.714,2.665,226.069,4659.127,1.886,1.701,2470.933,2738.407
2646.000,63.305,56.350,15.731,2.536,65.111,46.657,39.912,110.592,3.344,17.181,6.306,6.380,10.467,48.475,42.226,0.227,0.240,2.138,2.074,2.008,1.998,1.996,23.190,72.574,49.384,15.123,58.713,2.591,226.850,4681.238,1.900,1.710,2463.580,2737.723
2646.125,62.617,55.497,16.020,2.539,64.809,46.704,39.903,107.041,3.418,16.293,6.404,6.449,10.474,49.541,42.225,0.232,0.245,2.137,2.073,2.007,1.997,1.995,23.132,72.981,49.849,15.200,58.713,2.647,227.997,4703.052,1.916,1.721,2454.902,2732.610
2646.250,62.457,55.286,16.170,2.544,64.799,46.705,39.881,107.271,3.388,15.769,6.609,6.483,10.471,49.870,42.225,0.233,0.246,2.137,2.072,2.007,1.997,1.995,23.114,73.071,49.957,15.296,58.712,2.762,229.434,4703.805,1.920,1.724,2450.107,2728.875
2646.375,62.493,55.135,16.280,2.550,64.903,46.651,39.661,109.910,3.380,14.975,6.948,6.490,10.495,50.015,42.224,0.232,0.246,2.136,2.072,2.006,1.997,1.995,23.096,73.065,49.969,15.398,58.711,2.948,230.977,4696.255,1.926,1.724,2438.811,2724.636
2646.500,62.205,54.696,16.296,2.551,64.930,46.486,39.400,112.150,3.364,14.437,7.279,6.483,10.590,50.353,42.224,0.233,0.248,2.136,2.072,2.006,1.996,1.994,22.995,73.084,50.088,15.396,58.711,3.126,230.938,4694.250,1.934,1.727,2427.072,2718.058
2646.625,61.888,54.326,16.252,2.546,64.781,46.420,39.330,112.820,3.371,14.969,7.308,6.442,10.705,50.641,42.223,0.235,0.250,2.135,2.071,2.005,1.996,1.994,22.932,73.180,50.248,15.301,58.710,3.141,229.519,4705.077,1.940,1.731,2425.062,2717.385
2646.750,61.325,53.724,16.155,2.537,64.528,46.325,39.276,109.585,3.410,15.204,7.360,6.366,10.703,51.111,42.223,0.238,0.253,2.134,2.070,2.004,1.995,1.993,22.831,73.356,50.525,15.114,58.709,3.169,226.710,4723.579,1.949,1.739,2423.321,2715.701
2646.875,60.506,52.923,16.002,2.528,64.212,46.178,39.250,106.872,3.458,15.814,7.194,6.295,10.545,51.745,42.222,0.242,0.258,2.133,2.069,2.003,1.994,1.992,22.680,73.580,50.900,14.848,58.708,3.081,222.715,4746.809,1.960,1.751,2421.986,2711.509
2647.000,59.947,52.466,15.815,2.522,64.014,46.074,39.300,105.759,3.498,16.097,7.078,6.262,10.270,52.056,42.222,0.245,0.261,2.132,2.068,2.002,1.993,1.991,22.576,73.698,51.122,14.609,58.708,3.019,219.132,4761.466,1.964,1.758,2424.397,2708.664
2647.125,59.749,52.552,15.629,2.522,64.059,45.999,39.478,102.631,3.380,15.872,7.299,6.278,9.978,51.919,42.221,0.246,0.261,2.131,2.067,2.001,1.992,1.990,22.524,73.614,51.090,14.484,58.707,3.137,217.256,4758.109,1.956,1.758,2432.458,2705.825
2647.250,59.643,52.725,15.565,2.525,64.174,45.943,39.658,100.672,3.267,15.283,7.589,6.326,9.837,51.811,42.221,0.246,0.261,2.130,2.066,2.001,1.991,1.990,22.489,73.507,51.019,14.483,58.706,3.287,217.246,4749.615,1.947,1.758,2439.222,2701.996
2647.375,59.585,52.985,15.565,2.529,64.340,45.877,39.858,97.261,3.075,14.488,8.084,6.386,9.902,51.691,42.220,0.246,0.260,2.130,2.066,2.000,1.991,1.989,22.455,73.357,50.901,14.565,58.705,3.537,218.468,4737.312,1.936,1.756,2446.833,2697.678
2647.500,59.982,53.480,15.662,2.533,64.486,45.969,39.987,91.883,2.840,13.815,8.632,6.422,10.109,51.359,42.220,0.244,0.258,2.129,2.065,2.000,1.991,1.989,22.536,73.232,50.696,14.724,58.705,3.802,220.867,4726.592,1.927,1.750,2452.572,2700.667
2647.625,60.579,54.171,15.698,2.536,64.726,46.043,40.073,87.243,2.692,12.828,9.204,6.420,10.334,50.764,42.219,0.241,0.254,2.130,2.066,2.000,1.991,1.990,22.632,73.000,50.368,14.879,58.704,4.064,223.180,4709.106,1.915,1.741,2458.488,2704.663
2647.750,61.305,55.066,15.551,2.535,65.014,46.074,40.169,83.719,2.625,12.317,9.551,6.405,10.474,49.816,42.219,0.237,0.249,2.131,2.067,2.001,1.992,1.990,22.725,72.646,49.922,14.916,58.703,4.219,223.733,4688.234,1.899,1.730,2468.580,2710.677
2647.875,62.040,55.796,15.179,2.527,65.281,45.990,39.996,80.614,2.634,11.699,9.853,6.398,10.513,48.694,42.218,0.232,0.244,2.132,2.068,2.002,1.993,1.991,22.771,72.238,49.466,14.750,58.703,4.349,221.251,4669.033,1.888,1.718,2472.465,2717.725
2648.000,62.146,55.886,14.866,2.520,65.417,45.796,39.770,76.724,2.694,10.886,10.153,6.398,10.506,48.239,42.218,0.231,0.242,2.133,2.069,2.003,1.994,1.992,22.702,72.005,49.303,14.553,58.702,4.475,218.291,4659.365,1.886,1.715,2470.234,2717.384
2648.125,61.651,55.224,14.794,2.516,65.319,45.611,39.490,78.942,2.796,10.774,10.124,6.382,10.556,48.702,42.217,0.233,0.245,2.134,2.070,2.004,1.995,1.994,22.571,72.098,49.528,14.434,58.701,4.463,216.516,4666.317,1.898,1.721,2458.892,2711.678
2648.250,60.869,54.190,15.078,2.520,65.062,45.556,39.311,81.820,2.792,10.849,10.163,6.342,10.661,49.879,42.216,0.237,0.250,2.135,2.071,2.005,1.996,1.994,22.462,72.478,50.016,14.524,58.700,4.479,217.867,4684.744,1.917,1.733,2443.308,2702.993
2648.375,60.524,53.569,15.503,2.527,64.816,45.699,39.268,85.753,2.759,11.283,10.068,6.299,10.746,50.808,42.216,0.240,0.254,2.136,2.072,2.006,1.997,1.996,22.484,72.870,50.386,14.735,58.700,4.440,221.028,4702.559,1.933,1.741,2432.317,2700.335
2648.500,60.925,53.567,15.737,2.529,64.680,45.946,39.138,90.900,2.743,12.202,9.766,6.286,10.750,50.895,42.215,0.239,0.253,2.137,2.073,2.007,1.998,1.996,22.630,73.072,50.442,14.855,58.699,4.312,222.827,4712.395,1.944,1.740,2424.389,2707.997
2648.625,61.013,53.382,15.690,2.525,64.580,45.972,38.929,93.180,2.749,13.386,9.348,6.324,10.682,50.906,42.215,0.238,0.254,2.139,2.074,2.009,2.000,1.998,22.650,73.153,50.503,14.765,58.698,4.129,221.473,4719.698,1.953,1.741,2417.139,2711.414
2648.750,60.989,53.466,15.246,2.515,64.696,45.737,38.778,95.334,2.830,14.492,8.837,6.372,10.582,50.392,42.214,0.237,0.253,2.140,2.076,2.010,2.001,2.000,22.550,72.894,50.344,14.470,58.697,3.897,217.043,4711.309,1.947,1.738,2419.251,2710.817
2648.875,60.907,53.731,14.897,2.509,64.819,45.569,38.901,97.662,2.953,15.253,8.427,6.397,10.468,49.920,42.214,0.237,0.251,2.142,2.077,2.012,2.003,2.001,22.471,72.643,50.172,14.262,58.697,3.704,213.937,4702.294,1.935,1.735,2430.301,2709.500
2649.000,60.725,53.666,15.002,2.514,64.792,45.612,39.066,100.636,3.153,15.751,8.040,6.392,10.320,50.156,42.213,0.238,0.253,2.142,2.078,2.012,2.003,2.002,22.469,72.726,50.257,14.325,58.696,3.515,214.872,4704.306,1.934,1.738,2432.997,2706.663
2649.125,61.041,54.093,15.240,2.523,64.830,45.844,39.359,102.939,3.300,16.164,7.768,6.398,10.238,50.070,42.213,0.237,0.251,2.142,2.078,2.012,2.003,2.001,22.600,72.774,50.173,14.537,58.695,3.378,218.051,4701.541,1.927,1.735,2440.440,2709.837
2649.250,61.155,54.278,15.486,2.528,64.764,46.045,39.612,105.007,3.431,16.820,7.434,6.424,10.290,50.208,42.212,0.238,0.251,2.141,2.076,2.010,2.001,2.000,22.696,72.895,50.199,14.718,58.695,3.207,220.767,4706.329,1.924,1.735,2446.558,2712.689
2649.375,61.272,54.417,15.750,2.532,64.698,46.224,39.801,104.993,3.488,17.165,7.308,6.420,10.472,50.377,42.212,0.238,0.251,2.139,2.074,2.008,1.999,1.998,22.783,73.012,50.228,14.915,58.694,3.141,223.729,4711.125,1.922,1.735,2450.657,2715.537
2649.500,61.576,54.791,15.999,2.537,64.722,46.406,40.011,104.704,3.408,17.452,7.353,6.365,10.732,50.318,42.211,0.237,0.250,2.136,2.072,2.006,1.997,1.996,22.892,73.029,50.137,15.147,58.693,3.165,227.211,4709.355,1.917,1.732,2456.967,2719.408
2649.625,61.997,55.213,16.176,2.541,64.753,46.594,40.155,105.464,3.304,17.928,7.352,6.333,10.884,50.109,42.211,0.235,0.248,2.135,2.071,2.005,1.996,1.994,23.017,73.024,50.007,15.322,58.692,3.164,229.831,4707.084,1.912,1.727,2461.929,2724.987
2649.750,62.596,55.752,16.442,2.547,64.743,46.928,40.376,106.154,3.181,18.059,7.499,6.334,10.831,49.869,42.210,0.233,0.246,2.134,2.070,2.004,1.995,1.993,23.222,73.103,49.881,15.540,58.692,3.241,233.097,4707.843,1.908,1.722,2467.743,2733.635
2649.875,62.711,55.884,16.527,2.551,64.712,47.060,40.513,107.133,3.109,18.204,7.535,6.323,10.621,49.858,42.210,0.233,0.245,2.134,2.070,2.004,1.995,1.993,23.290,73.175,49.885,15.586,58.691,3.260,233.795,4710.115,1.906,1.722,2470.651,2735.676
2650.000,62.545,55.584,16.384,2.548,64.681,46.959,40.313,108.181,3.074,18.494,7.441,6.294,10.422,49.929,42.209,0.233,0.246,2.134,2.069,2.004,1.995,1.993,23.230,73.196,49.966,15.437,58.690,3.211,231.549,4712.390,1.913,1.724,2463.576,2733.630
2650.125,62.361,55.076,16.209,2.543,64.663,46.767,39.860,109.155,3.091,18.153,7.440,6.295,10.369,50.060,42.209,0.233,0.248,2.134,2.070,2.004,1.995,1.994,23.129,73.198,50.069,15.260,58.689,3.210,228.903,4713.659,1.926,1.726,2447.795,2730.401
2650.250,62.239,54.535,16.182,2.540,64.597,46.652,39.404,109.405,3.137,17.698,7.410,6.318,10.433,50.336,42.208,0.234,0.249,2.135,2.071,2.005,1.996,1.995,23.068,73.284,50.216,15.180,58.689,3.195,227.706,4718.470,1.942,1.729,2430.037,2728.535
2650.375,62.042,54.226,16.226,2.540,64.573,46.573,39.256,110.059,3.150,17.494,7.328,6.312,10.529,50.611,42.208,0.234,0.250,2.135,2.071,2.005,1.997,1.995,23.013,73.334,50.321,15.191,58.688,3.152,227.858,4720.246,1.948,1.732,2422.928,2725.142
2650.500,61.541,54.189,16.199,2.540,64.556,46.484,39.618,110.294,3.191,17.093,7.267,6.242,10.569,50.838,42.207,0.237,0.252,2.135,2.071,2.005,1.996,1.995,22.920,73.312,50.392,15.182,58.687,3.119,227.725,4721.518,1.938,1.736,2436.242,2719.406
2650.625,61.268,54.254,16.209,2.540,64.469,46.520,39.973,105.866,3.211,16.402,7.374,6.139,10.558,50.965,42.207,0.239,0.253,2.135,2.071,2.005,1.997,1.995,22.905,73.356,50.450,15.176,58.687,3.176,227.642,4727.877,1.930,1.739,2449.433,2718.899
2650.750,60.861,54.050,16.273,2.541,64.389,46.493,40.165,103.680,3.235,15.710,7.541,6.079,10.542,51.329,42.206,0.241,0.255,2.135,2.071,2.005,1.997,1.995,22.849,73.444,50.595,15.193,58.686,3.263,227.899,4733.739,1.929,1.744,2454.214,2714.694
2650.875,60.555,53.632,16.337,2.543,64.330,46.415,40.028,105.108,3.291,15.152,7.650,6.057,10.540,51.729,42.205,0.243,0.257,2.134,2.071,2.005,1.996,1.995,22.783,73.544,50.762,15.194,58.685,3.319,227.914,4738.082,1.937,1.748,2446.281,2710.003
2651.000,60.343,53.185,16.319,2.541,64.278,46.303,39.747,107.103,3.331,14.381,7.853,6.039,10.544,52.010,42.205,0.244,0.258,2.134,2.070,2.005,1.996,1.995,22.713,73.612,50.899,15.131,58.684,3.422,226.961,4741.921,1.948,1.752,2434.612,2706.658
2651.125,60.117,53.005,16.347,2.542,64.233,46.267,39.775,107.129,3.348,13.348,8.175,6.012,10.537,52.230,42.204,0.245,0.260,2.134,2.070,2.005,1.996,1.994,22.674,73.664,50.990,15.128,58.684,3.582,226.914,4745.252,1.949,1.755,2434.346,2703.994
2651.250,60.305,53.225,16.275,2.540,64.229,46.332,39.845,103.592,3.276,12.482,8.537,5.990,10.461,51.976,42.204,0.244,0.259,2.135,2.071,2.005,1.997,1.995,22.721,73.630,50.909,15.083,58.683,3.756,226.244,4745.507,1.946,1.752,2438.947,2708.007
2651.375,60.719,53.623,16.051,2.533,64.247,46.409,39.858,97.466,3.178,11.621,8.903,5.986,10.303,51.379,42.203,0.242,0.256,2.135,2.071,2.006,1.997,1.995,22.798,73.521,50.723,14.935,58.682,3.928,224.031,4744.225,1.941,1.747,2444.785,2716.046
2651.500,61.139,53.902,15.934,2.530,64.264,46.499,39.783,91.257,3.089,11.055,9.160,5.999,10.152,50.940,42.203,0.240,0.254,2.135,2.071,2.005,1.997,1.995,22.882,73.467,50.585,14.855,58.681,4.045,222.831,4742.946,1.940,1.742,2444.917,2722.778
2651.625,61.132,53.776,16.044,2.533,64.250,46.530,39.717,88.112,3.055,11.244,9.099,6.050,10.105,51.117,42.202,0.240,0.255,2.135,2.071,2.005,1.997,1.995,22.894,73.542,50.648,14.918,58.681,4.018,223.767,4743.966,1.945,1.743,2439.619,2721.596
2651.750,61.219,53.779,16.238,2.541,64.340,46.556,39.662,88.947,3.071,12.033,8.758,6.122,10.167,51.257,42.202,0.239,0.254,2.135,2.071,2.005,1.997,1.995,22.914,73.556,50.641,15.090,58.680,3.860,226.352,4737.309,1.946,1.742,2433.802,2718.732
2651.875,61.158,53.797,16.332,2.547,64.490,46.472,39.649,90.418,3.114,12.977,8.352,6.163,10.286,51.344,42.201,0.239,0.254,2.135,2.071,2.005,1.997,1.995,22.873,73.473,50.600,15.218,58.679,3.668,228.269,4726.288,1.944,1.742,2431.269,2712.995
2652.000,62.008,54.675,15.944,2.547,65.056,46.255,39.336,91.408,3.158,13.702,8.084,6.146,10.341,50.053,42.201,0.233,0.248,2.135,2.071,2.005,1.997,1.995,22.877,72.863,49.985,15.160,58.678,3.537,227.405,4685.208,1.929,1.727,2428.689,2713.356
2652.125,62.654,55.453,15.447,2.539,65.392,46.094,39.197,97.255,3.204,14.825,7.693,6.109,10.240,48.820,42.200,0.229,0.242,2.135,2.071,2.006,1.997,1.995,22.882,72.371,49.488,14.926,58.678,3.340,223.889,4661.093,1.914,1.715,2434.762,2717.893
2652.250,62.824,55.848,15.047,2.529,65.437,46.021,39.295,103.423,3.260,15.572,7.426,6.090,10.048,48.129,42.200,0.227,0.240,2.136,2.072,2.006,1.997,1.996,22.871,72.148,49.277,14.646,58.677,3.203,219.695,4657.888,1.904,1.711,2446.848,2722.787
2652.375,62.707,55.914,14.982,2.523,65.232,46.146,39.599,107.755,3.319,15.701,7.390,6.072,9.907,48.125,42.199,0.229,0.241,2.136,2.073,2.007,1.998,1.997,22.910,72.260,49.350,14.535,58.676,3.184,218.018,4672.536,1.900,1.713,2459.867,2728.197
2652.500,62.432,55.638,15.326,2.527,64.916,46.421,39.915,109.926,3.388,15.694,7.402,6.039,9.862,48.808,42.199,0.231,0.244,2.137,2.073,2.008,1.999,1.997,22.994,72.651,49.657,14.686,58.676,3.191,220.295,4695.264,1.905,1.719,2464.685,2730.906
2652.625,62.079,55.060,15.787,2.537,64.694,46.589,39.938,109.260,3.441,15.182,7.546,6.001,9.888,49.761,42.198,0.234,0.248,2.138,2.074,2.008,1.999,1.998,23.024,73.050,50.026,14.931,58.675,3.265,223.970,4711.379,1.919,1.727,2455.045,2727.518
2652.750,62.229,54.813,16.012,2.542,64.674,46.655,39.651,107.772,3.456,14.483,7.793,5.989,9.974,50.034,42.198,0.234,0.248,2.139,2.075,2.009,2.000,1.998,23.068,73.182,50.114,15.073,58.674,3.391,226.089,4712.898,1.932,1.728,2440.027,2727.515
2652.875,61.999,54.398,16.126,2.544,64.642,46.582,39.450,104.058,3.402,13.581,8.161,6.001,10.074,50.447,42.197,0.235,0.250,2.139,2.075,2.009,2.000,1.998,23.012,73.277,50.265,15.125,58.673,3.575,226.881,4715.173,1.941,1.732,2429.226,2722.943
2653.000,61.582,54.047,16.057,2.543,64.681,46.369,39.341,100.181,3.318,13.284,8.341,6.024,10.180,50.714,42.197,0.236,0.251,2.139,2.074,2.009,1.999,1.998,22.878,73.234,50.356,15.076,58.673,3.663,226.140,4712.383,1.943,1.735,2424.925,2715.365
2653.125,61.599,54.082,15.913,2.542,64.813,46.227,39.207,95.184,3.203,12.977,8.599,6.052,10.213,50.516,42.196,0.236,0.251,2.138,2.074,2.008,1.999,1.997,22.820,73.080,50.259,15.015,58.672,3.786,225.220,4702.794,1.941,1.734,2422.251,2712.681
2653.250,61.550,54.067,15.829,2.542,64.903,46.126,39.138,88.958,3.097,12.327,8.940,6.087,10.179,50.443,42.196,0.236,0.250,2.137,2.072,2.007,1.997,1.996,22.773,72.990,50.217,14.979,58.671,3.945,224.678,4696.254,1.940,1.733,2420.381,2709.668
2653.375,61.652,54.079,15.734,2.540,64.931,46.094,39.015,85.426,3.020,11.989,9.151,6.120,10.119,50.286,42.195,0.235,0.250,2.136,2.071,2.006,1.996,1.994,22.771,72.943,50.171,14.909,58.670,4.041,223.639,4694.241,1.942,1.732,2417.313,2710.674
2653.500,61.895,54.206,15.416,2.532,65.028,45.967,38.754,84.237,2.973,11.311,9.443,6.140,10.053,49.767,42.194,0.233,0.248,2.135,2.071,2.005,1.995,1.993,22.745,72.749,50.004,14.699,58.670,4.171,220.487,4687.218,1.942,1.727,2413.724,2713.359
2653.625,62.441,54.617,14.983,2.522,65.212,45.834,38.426,84.248,2.930,10.486,9.737,6.125,10.002,48.836,42.194,0.229,0.244,2.135,2.070,2.004,1.994,1.993,22.751,72.421,49.670,14.440,58.669,4.299,216.603,4673.998,1.938,1.719,2411.206,2719.409
2653.750,62.829,54.913,14.631,2.512,65.313,45.743,38.200,80.950,2.858,9.594,10.103,6.086,9.914,48.128,42.193,0.226,0.241,2.135,2.070,2.004,1.994,1.992,22.756,72.191,49.435,14.207,58.668,4.454,213.107,4666.793,1.936,1.713,2410.548,2724.816
2653.875,63.126,55.230,14.378,2.505,65.340,45.736,38.166,79.299,2.809,9.426,10.216,6.053,9.806,47.567,42.193,0.224,0.239,2.136,2.070,2.004,1.995,1.993,22.786,72.044,49.259,14.029,58.668,4.501,210.431,4664.815,1.931,1.708,2415.467,2730.745
2654.000,63.117,55.539,14.307,2.501,65.236,45.852,38.560,79.963,2.795,9.841,10.107,6.028,9.702,47.371,42.192,0.225,0.239,2.136,2.071,2.005,1.995,1.993,22.834,72.051,49.218,13.961,58.667,4.456,209.414,4672.270,1.920,1.708,2433.010,2735.676
2654.125,62.516,55.521,14.518,2.504,65.000,46.019,39.314,82.158,2.801,10.732,9.848,5.996,9.682,47.932,42.192,0.229,0.243,2.137,2.072,2.006,1.996,1.994,22.836,72.281,49.445,14.069,58.666,4.346,211.040,4689.251,1.909,1.715,2457.000,2733.970
2654.250,61.689,55.234,14.855,2.513,64.840,46.073,39.937,88.094,2.867,12.111,9.342,5.979,9.826,48.842,42.191,0.234,0.247,2.138,2.073,2.006,1.997,1.995,22.767,72.520,49.753,14.293,58.665,4.126,214.400,4700.781,1.901,1.725,2472.467,2725.144
