DEPTH,BRITTLE_HORZ,BRITTLE_VERT,COHESION,DEN,DTC,E_HORZ,E_VERT,GGRM,GMPO,GMTH,GMUR,MSPD,NPRL,PF,PP,PR_HORZ,PR_VERT,R20F,R30F,R40F,R60F,R85F,SHDEF,SHMAX,SHMIN,ST,SV,TOC,UCS,VP,VPVS_X,VPVS_Y,VS_X,VS_Y
2505.875,66.091,54.959,19.435,2.600,65.444,47.443,36.753,105.232,4.066,16.784,2.192,6.169,15.013,51.681,42.495,0.214,0.235,1.526,1.496,1.453,1.468,1.478,23.840,73.808,49.967,18.082,59.088,0.000,271.236,4657.391,2.023,1.699,2302.669,2741.485
2506.000,66.801,55.711,19.362,2.601,65.653,47.542,36.743,107.609,4.055,17.085,2.166,6.169,15.088,50.906,42.496,0.210,0.230,1.588,1.565,1.527,1.544,1.557,23.966,73.565,49.599,18.168,59.089,0.000,272.527,4642.614,2.012,1.689,2307.146,2748.006
2506.125,66.823,55.651,19.260,2.601,65.816,47.349,36.468,111.287,3.999,17.887,2.069,6.133,15.351,50.811,42.496,0.209,0.230,1.617,1.599,1.565,1.585,1.599,23.887,73.402,49.515,18.165,59.089,0.000,272.477,4631.100,2.015,1.688,2298.575,2743.889
2506.250,66.811,55.467,19.215,2.596,65.833,47.231,36.208,116.909,3.989,19.000,1.770,6.112,15.686,50.860,42.496,0.209,0.230,1.630,1.616,1.587,1.608,1.624,23.836,73.360,49.524,18.145,59.090,0.000,272.181,4629.874,2.022,1.688,2290.313,2743.200
2506.375,66.619,55.026,18.942,2.585,65.778,46.998,35.803,118.759,3.933,19.642,1.648,6.090,15.935,50.900,42.497,0.209,0.230,1.627,1.618,1.591,1.614,1.632,23.716,73.319,49.603,17.907,59.090,0.000,268.598,4633.782,2.033,1.690,2278.887,2742.514
2506.500,66.058,54.488,18.332,2.568,65.833,46.497,35.416,118.114,3.887,20.221,1.506,6.029,16.057,50.811,42.497,0.210,0.232,1.605,1.598,1.574,1.598,1.616,23.439,73.089,49.650,17.448,59.090,0.000,261.714,4629.876,2.038,1.693,2271.335,2734.999
2506.625,65.274,54.214,17.538,2.550,65.944,45.928,35.388,116.558,3.833,20.411,1.465,5.964,16.049,50.484,42.497,0.212,0.234,1.579,1.574,1.552,1.576,1.594,23.109,72.710,49.600,16.890,59.091,0.000,253.344,4622.079,2.026,1.696,2281.130,2725.322
2506.750,64.726,54.090,17.216,2.545,66.000,45.665,35.561,116.295,3.826,20.602,1.385,5.967,15.968,50.449,42.497,0.214,0.235,1.563,1.558,1.537,1.562,1.580,22.936,72.546,49.610,16.663,59.091,0.000,249.951,4618.184,2.015,1.699,2291.491,2718.064
2506.875,64.554,54.014,17.450,2.551,65.920,45.787,35.800,116.635,3.791,20.761,1.396,6.034,15.864,50.807,42.498,0.216,0.236,1.557,1.552,1.532,1.556,1.574,22.968,72.703,49.736,16.801,59.091,0.000,252.018,4623.775,2.014,1.702,2295.804,2716.376
2507.000,64.967,54.160,18.088,2.567,65.792,46.236,35.975,119.293,3.765,21.232,1.317,6.070,15.767,51.210,42.498,0.215,0.236,1.558,1.553,1.533,1.557,1.575,23.204,73.046,49.842,17.227,59.092,0.000,258.412,4632.800,2.021,1.702,2292.689,2722.099
2507.125,66.278,55.033,18.658,2.578,65.750,46.876,36.026,120.527,3.792,21.496,1.252,6.061,15.776,50.770,42.498,0.210,0.231,1.566,1.561,1.541,1.564,1.582,23.625,73.228,49.603,17.686,59.092,0.000,265.297,4635.740,2.023,1.691,2291.132,2740.631
2507.250,67.322,55.818,18.852,2.582,65.840,47.205,35.939,120.265,3.770,21.409,1.378,6.087,15.864,50.097,42.499,0.206,0.226,1.577,1.572,1.552,1.574,1.591,23.886,73.167,49.281,17.919,59.093,0.000,268.789,4629.398,2.022,1.681,2289.817,2753.526
2507.375,67.580,56.150,18.509,2.577,66.097,46.980,35.706,122.394,3.779,21.608,1.377,6.130,16.049,49.456,42.499,0.203,0.223,1.587,1.581,1.561,1.583,1.599,23.822,72.812,48.991,17.795,59.093,0.000,266.931,4611.408,2.015,1.675,2288.147,2752.494
2507.500,67.424,56.209,18.054,2.568,66.333,46.584,35.500,125.877,3.830,21.991,1.259,6.134,16.354,49.021,42.499,0.202,0.222,1.596,1.590,1.570,1.590,1.606,23.636,72.430,48.794,17.567,59.093,0.000,263.506,4594.983,2.008,1.673,2288.383,2746.636
2507.625,66.716,55.599,17.979,2.569,66.451,46.213,35.339,128.963,3.847,22.054,1.268,6.124,16.639,49.560,42.499,0.205,0.225,1.606,1.599,1.579,1.598,1.612,23.396,72.359,48.963,17.529,59.094,0.000,262.940,4586.820,2.012,1.679,2280.070,2732.283
2507.750,66.259,55.199,18.003,2.573,66.583,45.966,35.221,131.579,3.880,22.127,1.263,6.109,16.830,49.978,42.500,0.207,0.227,1.613,1.605,1.585,1.601,1.614,23.239,72.308,49.070,17.577,59.094,0.000,263.657,4577.727,2.014,1.683,2272.513,2720.771
2507.875,66.001,55.073,18.130,2.579,66.642,45.905,35.318,134.345,3.940,22.142,1.214,6.060,16.945,50.277,42.500,0.208,0.228,1.619,1.610,1.590,1.604,1.616,23.183,72.316,49.133,17.693,59.095,0.000,265.396,4573.721,2.012,1.685,2273.222,2714.615
2508.000,65.158,54.345,18.457,2.585,66.458,45.864,35.542,133.652,3.961,21.823,1.291,6.011,17.063,51.346,42.500,0.213,0.233,1.636,1.625,1.604,1.616,1.625,23.069,72.611,49.542,17.832,59.095,0.000,267.475,4586.324,2.018,1.696,2273.214,2704.664
2508.125,65.371,54.411,18.544,2.585,66.438,45.939,35.459,130.632,3.992,21.653,1.338,6.002,17.195,51.308,42.500,0.212,0.233,1.670,1.657,1.635,1.644,1.651,23.125,72.642,49.517,17.899,59.095,0.000,268.490,4587.770,2.021,1.694,2270.042,2707.995
2508.250,65.480,54.338,18.206,2.572,66.410,45.807,35.152,125.288,3.956,20.784,1.657,6.007,17.261,50.963,42.501,0.211,0.232,1.710,1.694,1.671,1.677,1.681,23.082,72.537,49.455,17.634,59.096,0.000,264.515,4589.689,2.027,1.692,2264.542,2712.011
2508.375,65.552,54.120,18.001,2.563,66.330,45.731,34.829,119.455,3.861,19.826,2.044,6.013,17.269,50.846,42.501,0.210,0.232,1.751,1.731,1.706,1.709,1.711,23.058,72.544,49.486,17.433,59.096,0.000,261.491,4595.214,2.038,1.692,2255.236,2715.533
2508.500,65.759,54.021,17.980,2.561,66.264,45.792,34.608,112.635,3.699,18.366,2.645,6.040,17.095,50.797,42.501,0.209,0.231,1.778,1.755,1.727,1.727,1.727,23.107,72.626,49.519,17.368,59.096,0.159,260.518,4599.788,2.048,1.691,2246.227,2719.404
2508.625,65.415,53.578,18.008,2.562,66.090,45.812,34.631,110.043,3.483,17.992,2.958,6.089,16.716,51.213,42.502,0.211,0.234,1.768,1.741,1.711,1.708,1.707,23.077,72.839,49.763,17.266,59.097,0.395,258.989,4611.875,2.056,1.697,2243.011,2717.386
2508.750,65.156,53.218,18.405,2.572,65.868,46.044,34.856,108.123,3.290,18.037,3.094,6.124,16.326,51.915,42.502,0.214,0.237,1.719,1.687,1.655,1.650,1.649,23.144,73.214,50.070,17.422,59.097,0.496,261.326,4627.431,2.064,1.704,2242.093,2716.040
2508.875,65.154,53.181,18.846,2.582,65.688,46.364,35.166,106.259,3.142,18.124,3.098,6.122,16.026,52.380,42.502,0.215,0.239,1.643,1.608,1.574,1.566,1.565,23.279,73.532,50.254,17.654,59.097,0.498,264.805,4640.150,2.066,1.707,2245.992,2718.225
2509.000,64.965,53.165,18.887,2.585,65.639,46.406,35.384,108.349,3.135,19.094,2.640,6.105,15.834,52.513,42.502,0.216,0.240,1.559,1.521,1.485,1.476,1.474,23.275,73.592,50.317,17.656,59.098,0.155,264.834,4643.589,2.061,1.709,2252.675,2716.713
2509.125,64.448,53.029,18.753,2.583,65.576,46.310,35.686,111.010,3.242,19.299,2.259,6.089,15.659,52.675,42.503,0.219,0.242,1.504,1.463,1.426,1.415,1.413,23.176,73.590,50.414,17.524,59.098,0.000,262.867,4648.012,2.052,1.714,2264.776,2712.015
2509.250,64.051,53.139,18.704,2.583,65.563,46.281,36.126,117.446,3.400,20.259,1.640,6.058,15.587,52.744,42.503,0.221,0.243,1.477,1.435,1.397,1.386,1.384,23.118,73.549,50.431,17.502,59.099,0.000,262.529,4648.999,2.037,1.717,2282.212,2708.334
2509.375,63.877,53.357,19.015,2.592,65.528,46.447,36.639,122.431,3.577,20.707,1.202,6.014,15.629,53.020,42.503,0.223,0.244,1.475,1.433,1.393,1.383,1.381,23.168,73.641,50.473,17.745,59.099,0.000,266.174,4651.462,2.024,1.719,2297.729,2706.661
2509.500,64.239,53.681,19.820,2.608,65.347,46.984,37.101,125.991,3.734,20.836,0.875,5.984,15.752,53.500,42.503,0.223,0.244,1.496,1.453,1.414,1.404,1.402,23.433,74.007,50.574,18.288,59.099,0.000,274.325,4664.306,2.023,1.719,2305.690,2714.018
2509.625,64.532,53.706,20.693,2.620,65.031,47.541,37.417,128.584,3.823,21.059,0.642,5.988,15.885,54.209,42.504,0.224,0.245,1.535,1.494,1.455,1.446,1.444,23.699,74.511,50.812,18.788,59.100,0.000,281.817,4686.994,2.032,1.721,2307.027,2722.946
2509.750,64.442,53.376,21.214,2.622,64.660,47.864,37.588,127.426,3.886,20.441,0.738,6.015,15.940,54.917,42.504,0.226,0.248,1.576,1.536,1.498,1.490,1.488,23.822,74.956,51.133,18.977,59.100,0.000,284.654,4713.904,2.044,1.727,2306.665,2728.870
2509.875,64.305,53.158,21.009,2.614,64.559,47.785,37.471,128.297,3.971,20.438,0.673,6.052,15.891,54.895,42.504,0.226,0.249,1.611,1.573,1.536,1.528,1.527,23.774,74.973,51.200,18.774,59.100,0.000,281.606,4721.258,2.048,1.729,2304.847,2730.231
2510.000,63.873,52.949,20.096,2.599,64.791,47.197,37.114,128.744,4.012,20.375,0.601,6.088,15.807,54.312,42.504,0.226,0.249,1.635,1.599,1.563,1.557,1.556,23.480,74.521,51.041,18.214,59.101,0.000,273.211,4704.321,2.043,1.729,2302.310,2721.436
2510.125,64.039,53.285,19.450,2.593,65.219,46.793,36.788,127.237,4.022,20.254,0.691,6.123,15.792,53.429,42.505,0.223,0.245,1.652,1.619,1.584,1.579,1.579,23.331,73.990,50.659,17.946,59.101,0.000,269.183,4673.558,2.033,1.721,2299.176,2715.706
2510.250,64.874,54.138,19.186,2.598,65.708,46.711,36.549,126.345,4.017,20.320,0.729,6.142,15.752,52.358,42.505,0.218,0.239,1.670,1.639,1.605,1.602,1.601,23.392,73.522,50.130,17.995,59.101,0.000,269.929,4638.730,2.021,1.707,2295.807,2716.713
2510.375,65.728,54.983,19.196,2.604,65.948,46.893,36.560,124.950,3.977,20.398,0.812,6.128,15.646,51.564,42.505,0.214,0.234,1.685,1.655,1.622,1.620,1.620,23.568,73.313,49.746,18.145,59.102,0.000,272.178,4621.839,2.010,1.697,2298.931,2723.793
2510.500,66.388,55.624,19.372,2.606,65.917,47.227,36.764,124.242,3.935,20.377,0.936,6.085,15.590,51.129,42.505,0.211,0.231,1.695,1.666,1.635,1.634,1.634,23.785,73.341,49.557,18.306,59.102,0.000,274.590,4624.018,2.004,1.691,2307.629,2734.989
2510.625,67.378,56.240,19.406,2.602,65.906,47.504,36.544,121.723,3.908,19.958,1.109,6.065,15.726,50.409,42.506,0.206,0.226,1.703,1.676,1.645,1.646,1.646,24.019,73.297,49.279,18.376,59.102,0.000,275.644,4624.754,2.007,1.681,2304.246,2750.587
2510.750,68.116,56.649,19.179,2.595,66.090,47.440,36.045,121.146,3.896,19.703,1.195,6.065,16.045,49.632,42.506,0.202,0.222,1.710,1.685,1.654,1.656,1.657,24.080,73.028,48.948,18.323,59.103,0.000,274.843,4611.890,2.011,1.672,2292.955,2757.674
2510.875,68.739,56.932,19.104,2.596,66.378,47.313,35.490,122.312,3.923,19.547,1.177,6.041,16.442,49.116,42.506,0.197,0.218,1.713,1.689,1.659,1.661,1.663,24.102,72.757,48.655,18.414,59.103,0.000,276.212,4591.876,2.018,1.665,2275.714,2758.544
2511.000,69.414,57.257,19.335,2.606,66.639,47.360,35.093,123.541,3.974,19.344,1.165,5.999,16.729,48.861,42.506,0.194,0.214,1.710,1.687,1.657,1.661,1.664,24.203,72.630,48.427,18.717,59.103,0.000,280.757,4573.915,2.025,1.658,2259.182,2759.065
2511.125,69.202,57.030,19.195,2.605,66.727,47.168,34.926,127.779,3.998,19.606,1.078,5.993,16.726,48.934,42.507,0.194,0.215,1.700,1.677,1.648,1.653,1.657,24.096,72.551,48.455,18.627,59.104,0.000,279.400,4567.845,2.028,1.659,2252.913,2753.357
2511.250,67.989,55.894,18.857,2.595,66.556,46.758,34.836,128.992,3.976,19.604,1.155,6.013,16.571,49.738,42.507,0.200,0.221,1.684,1.663,1.634,1.640,1.645,23.777,72.678,48.901,18.218,59.104,0.000,273.276,4579.628,2.038,1.671,2247.607,2740.469
2511.375,67.475,55.616,18.249,2.578,66.493,46.434,34.802,127.541,3.926,19.169,1.454,6.038,16.435,49.504,42.507,0.201,0.223,1.667,1.647,1.619,1.626,1.632,23.579,72.515,48.936,17.717,59.104,0.000,265.757,4583.935,2.033,1.674,2254.298,2738.237
2511.500,66.991,55.572,17.429,2.556,66.583,45.950,34.756,124.826,3.908,18.497,1.813,6.069,16.460,48.902,42.507,0.202,0.223,1.656,1.637,1.610,1.619,1.625,23.317,72.110,48.794,17.138,59.105,0.000,257.064,4577.727,2.020,1.674,2265.696,2734.316
2511.625,66.722,55.766,17.017,2.547,66.753,45.637,34.865,119.229,3.892,17.810,2.175,6.097,16.668,48.476,42.508,0.202,0.222,1.658,1.641,1.615,1.624,1.631,23.153,71.763,48.611,16.915,59.105,0.000,253.725,4566.062,2.004,1.673,2278.168,2729.555
2511.750,66.737,55.909,17.109,2.549,66.771,45.679,35.012,111.731,3.865,17.393,2.440,6.111,16.805,48.487,42.508,0.202,0.222,1.669,1.654,1.629,1.639,1.647,23.172,71.749,48.577,17.013,59.105,0.000,255.198,4564.869,1.999,1.672,2283.619,2729.551
2511.875,66.551,55.532,17.346,2.554,66.642,45.765,34.983,103.993,3.799,17.266,2.650,5.958,16.779,49.016,42.508,0.204,0.224,1.685,1.672,1.649,1.659,1.667,23.187,71.982,48.795,17.121,59.106,0.142,256.811,4573.664,2.009,1.677,2276.643,2728.027
2512.000,66.206,54.873,17.651,2.559,66.417,45.876,34.918,99.912,3.700,17.799,2.651,5.347,16.595,49.835,42.508,0.207,0.228,1.696,1.684,1.663,1.673,1.681,23.194,72.358,49.163,17.211,59.106,0.164,258.158,4589.200,2.026,1.684,2265.243,2725.485
2512.125,66.000,54.454,18.168,2.569,66.104,46.204,35.140,100.594,3.660,18.029,2.660,4.450,16.325,50.681,42.508,0.209,0.231,1.688,1.678,1.659,1.668,1.676,23.309,72.841,49.531,17.436,59.106,0.170,261.534,4610.904,2.038,1.691,2262.901,2727.007
2512.250,65.493,53.914,18.610,2.576,65.806,46.395,35.425,104.681,3.583,18.141,2.748,4.112,16.203,51.629,42.509,0.213,0.235,1.668,1.659,1.641,1.649,1.656,23.331,73.263,49.932,17.606,59.107,0.237,264.084,4631.829,2.046,1.700,2264.302,2724.471
2512.375,64.954,53.478,19.198,2.586,65.507,46.632,35.871,108.348,3.530,17.778,2.907,4.616,16.236,52.670,42.509,0.217,0.240,1.653,1.645,1.628,1.633,1.638,23.368,73.694,50.326,17.895,59.107,0.356,268.430,4652.942,2.049,1.710,2270.977,2721.431
2512.500,64.537,53.132,19.869,2.597,65.181,46.947,36.346,110.773,3.532,17.154,3.015,5.380,16.276,53.686,42.509,0.221,0.244,1.671,1.661,1.644,1.647,1.649,23.452,74.159,50.708,18.232,59.107,0.437,273.475,4676.227,2.052,1.719,2278.402,2720.753
2512.625,64.242,52.809,20.095,2.600,64.993,47.042,36.487,110.668,3.529,16.701,3.024,5.771,16.147,54.198,42.509,0.223,0.247,1.739,1.727,1.708,1.706,1.706,23.458,74.399,50.941,18.283,59.108,0.444,274.252,4689.724,2.058,1.724,2278.878,2719.576
